negatives
"frozenset({'P55316', 'P31276', 'TCR'})"
"frozenset({'TCR', 'P23508', 'P33991'})"
"frozenset({'O15078', 'O60308', 'TCR'})"
"frozenset({'TCR', 'P42704', 'Q9Y6Y0'})"
"frozenset({'Q15119', 'Q15118', 'TCR'})"
"frozenset({'P07550', 'Q4ZIN3', 'TCR'})"
"frozenset({'TCR', 'Q13585', 'P04731'})"
"frozenset({'Q5T7P3', 'Q9BYP8', 'TCR'})"
"frozenset({'P42771', 'Q07021', 'TCR'})"
"frozenset({'TCR', 'P49760', 'P17844'})"
"frozenset({'P35637', 'TCR', 'P01889'})"
"frozenset({'P07550', 'P02786', 'TCR'})"
"frozenset({'Q13263', 'Q9UQL6', 'TCR'})"
"frozenset({'TCR', 'Q6SPF0', 'Q96MF7'})"
"frozenset({'TCR', 'P53675', 'Q92905'})"
"frozenset({'P62829', 'P62269', 'TCR'})"
"frozenset({'Q9Y4L1', 'P62330', 'TCR'})"
"frozenset({'O15015', 'Q7Z589', 'TCR'})"
"frozenset({'P63167', 'Q9NRL3', 'TCR'})"
"frozenset({'P13639', 'P62244', 'TCR'})"
"frozenset({'Q7Z2X4', 'Q8NA61', 'TCR'})"
"frozenset({'TCR', 'P62829', 'P46778'})"
"frozenset({'P15918', 'P62256', 'TCR'})"
"frozenset({'Q9Y241', 'P21964', 'TCR'})"
"frozenset({'Q15038', 'Q86YR5', 'TCR'})"
"frozenset({'TCR', 'Q8IZL8', 'Q9H4L4'})"
"frozenset({'P13611', 'P16070', 'TCR'})"
"frozenset({'Q15717', 'Q9UJM3', 'TCR'})"
"frozenset({'Q9UHX1', 'P84243', 'TCR'})"
"frozenset({'Q9BUL8', 'Q9Y6E0', 'TCR'})"
"frozenset({'Q9Y462', 'P41218', 'TCR'})"
"frozenset({'Q07065', 'O00400', 'TCR'})"
"frozenset({'Q13232', 'P05067', 'TCR'})"
"frozenset({'P78362', 'P26599', 'TCR'})"
"frozenset({'Q13618', 'Q96EY7', 'TCR'})"
"frozenset({'Q86XS8', 'Q401N2', 'TCR'})"
"frozenset({'Q14103', 'Q9H469', 'TCR'})"
"frozenset({'TCR', 'P40189', 'P27986'})"
"frozenset({'Q9BYJ4', 'O75604', 'TCR'})"
"frozenset({'P63244', 'TCR', 'P42677'})"
"frozenset({'Q12933', 'Q14119', 'TCR'})"
"frozenset({'Q92552', 'Q5XUX0', 'TCR'})"
"frozenset({'O95630', 'Q9BV40', 'TCR'})"
"frozenset({'P26368', 'Q9BY77', 'TCR'})"
"frozenset({'P10243', 'Q92793', 'TCR'})"
"frozenset({'TCR', 'Q96L21', 'P12235'})"
"frozenset({'Q6P5W5', 'Q9NQ84', 'TCR'})"
"frozenset({'Q99459', 'P16520', 'TCR'})"
"frozenset({'Q9BU61', 'O00217', 'TCR'})"
"frozenset({'P15927', 'Q8WVB6', 'TCR'})"
"frozenset({'P10275', 'Q9Y4B4', 'TCR'})"
"frozenset({'Q8IVD9', 'Q9NR64', 'TCR'})"
"frozenset({'Q9UKX7', 'Q8N1F7', 'TCR'})"
"frozenset({'TCR', 'P42858', 'P27986'})"
"frozenset({'Q96FW1', 'O95399', 'TCR'})"
"frozenset({'P50991', 'TCR', 'O14980'})"
"frozenset({'Q5VT25', 'Q13547', 'TCR'})"
"frozenset({'Q9UJX3', 'O60729', 'TCR'})"
"frozenset({'P61619', 'P62841', 'TCR'})"
"frozenset({'Q86UL8', 'P30876', 'TCR'})"
"frozenset({'TCR', 'P04792', 'O00422'})"
"frozenset({'TCR', 'O60260', 'P22626'})"
"frozenset({'P62241', 'P09874', 'TCR'})"
"frozenset({'Q8IUH5', 'Q08379', 'TCR'})"
"frozenset({'Q9NW61', 'Q6ICB4', 'TCR'})"
"frozenset({'TCR', 'P49454', 'P57740'})"
"frozenset({'P17040', 'Q6R2W3', 'TCR'})"
"frozenset({'TCR', 'Q5EE01', 'Q92905'})"
"frozenset({'Q5TGZ0', 'TCR', 'Q9C0B0'})"
"frozenset({'Q9P244', 'O43166', 'TCR'})"
"frozenset({'O95155', 'O00762', 'TCR'})"
"frozenset({'Q6ZU80', 'P17612', 'TCR'})"
"frozenset({'Q01995', 'P61604', 'TCR'})"
"frozenset({'Q9HBM0', 'Q13402', 'TCR'})"
"frozenset({'Q9P2G9', 'P26368', 'TCR'})"
"frozenset({'P61244', 'Q9UJ41', 'TCR'})"
"frozenset({'P27695', 'P04637', 'TCR'})"
"frozenset({'O00213', 'Q96F07', 'TCR'})"
"frozenset({'Q6P1N0', 'Q66GS9', 'TCR'})"
"frozenset({'Q16526', 'Q16537', 'TCR'})"
"frozenset({'O00329', 'P46109', 'TCR'})"
"frozenset({'P20591', 'Q16186', 'TCR'})"
"frozenset({'Q86TM6', 'Q15059', 'TCR'})"
"frozenset({'Q99623', 'Q9UHI6', 'TCR'})"
"frozenset({'Q8NGP4', 'P38405', 'TCR'})"
"frozenset({'P13612', 'P0DMV8', 'TCR'})"
"frozenset({'P20648', 'Q86W33', 'TCR'})"
"frozenset({'TCR', 'P27540', 'O14980'})"
"frozenset({'O75116', 'P78527', 'TCR'})"
"frozenset({'Q86YD7', 'Q96MF2', 'TCR'})"
"frozenset({'Q9NSD9', 'P83731', 'TCR'})"
"frozenset({'P29353', 'P62736', 'TCR'})"
"frozenset({'P10415', 'TCR', 'Q06710'})"
"frozenset({'Q9BRX9', 'Q8TES7', 'TCR'})"
"frozenset({'P49286', 'Q7Z4K8', 'TCR'})"
"frozenset({'O75150', 'Q13315', 'TCR'})"
"frozenset({'TCR', 'Q9UQL6', 'Q96HS1'})"
"frozenset({'TCR', 'P58170', 'P32121'})"
"frozenset({'P26012', 'Q14050', 'TCR'})"
"frozenset({'TCR', 'Q8IX12', 'P14866'})"
"frozenset({'Q9HCE1', 'Q5U3C3', 'TCR'})"
"frozenset({'Q8NEC5', 'O95994', 'TCR'})"
"frozenset({'O14579', 'Q96PM5', 'TCR'})"
"frozenset({'Q9HC29', 'Q9Y4K3', 'TCR'})"
"frozenset({'Q86VP6', 'P62841', 'TCR'})"
"frozenset({'TCR', 'P10275', 'P12235'})"
"frozenset({'Q4V328', 'B9ZVM9', 'TCR'})"
"frozenset({'P26196', 'A5YKK6', 'TCR'})"
"frozenset({'P10644', 'TCR', 'Q9Y297'})"
"frozenset({'Q9Y247', 'Q92769', 'TCR'})"
"frozenset({'Q8IYI6', 'Q14147', 'TCR'})"
"frozenset({'TCR', 'Q15834', 'Q9P0W2'})"
"frozenset({'P46527', 'P63279', 'TCR'})"
"frozenset({'P13861', 'TCR', 'Q5JQC9'})"
"frozenset({'Q02641', 'P36873', 'TCR'})"
"frozenset({'Q9Y678', 'Q9Y2Q3', 'TCR'})"
"frozenset({'TCR', 'P30480', 'Q15185'})"
"frozenset({'TCR', 'Q15428', 'O75400'})"
"frozenset({'P49821', 'O96000', 'TCR'})"
"frozenset({'TCR', 'Q96EY7', 'P82914'})"
"frozenset({'Q9BQY4', 'Q96G42', 'TCR'})"
"frozenset({'TCR', 'Q8WUN7', 'Q0VD86'})"
"frozenset({'Q13418', 'Q6R327', 'TCR'})"
"frozenset({'Q03164', 'Q8N7H5', 'TCR'})"
"frozenset({'TCR', 'Q6FHJ7', 'Q8N726'})"
"frozenset({'Q99879', 'O15379', 'TCR'})"
"frozenset({'P48729', 'Q9Y3M2', 'TCR'})"
"frozenset({'P52209', 'Q9HB07', 'TCR'})"
"frozenset({'Q9H4P4', 'TCR', 'Q96L34'})"
"frozenset({'O60869', 'Q5TC82', 'TCR'})"
"frozenset({'Q9UJV3', 'Q8N143', 'TCR'})"
"frozenset({'Q13148', 'TCR', 'Q9UHD9'})"
"frozenset({'P06744', 'TCR', 'Q460N5'})"
"frozenset({'P27824', 'Q96G97', 'TCR'})"
"frozenset({'P01106', 'P22314', 'TCR'})"
"frozenset({'Q05655', 'P21730', 'TCR'})"
"frozenset({'O00308', 'Q8IY63', 'TCR'})"
"frozenset({'A5D8T8', 'TCR', 'Q14160'})"
"frozenset({'Q15796', 'Q5VWG9', 'TCR'})"
"frozenset({'Q13618', 'TCR', 'Q9UFE4'})"
"frozenset({'Q14916', 'Q5T2W1', 'TCR'})"
"frozenset({'P41208', 'Q92466', 'TCR'})"
"frozenset({'O14879', 'Q9Y4K3', 'TCR'})"
"frozenset({'P17612', 'P15056', 'TCR'})"
"frozenset({'Q12906', 'P10253', 'TCR'})"
"frozenset({'TCR', 'Q8IY31', 'A1L4K1'})"
"frozenset({'TCR', 'P15927', 'Q86UK7'})"
"frozenset({'TCR', 'Q96CS3', 'Q92947'})"
"frozenset({'Q8TDI8', 'P23469', 'TCR'})"
"frozenset({'Q8TBB1', 'Q2M3C7', 'TCR'})"
"frozenset({'TCR', 'Q9H063', 'P68400'})"
"frozenset({'Q9BVP2', 'P62244', 'TCR'})"
"frozenset({'P81605', 'TCR', 'Q14232'})"
"frozenset({'O15379', 'P27695', 'TCR'})"
"frozenset({'Q86UA6', 'Q13158', 'TCR'})"
"frozenset({'Q6P158', 'Q9NRC8', 'TCR'})"
"frozenset({'P28074', 'P49642', 'TCR'})"
"frozenset({'P43246', 'Q06609', 'TCR'})"
"frozenset({'P32927', 'Q9GZX6', 'TCR'})"
"frozenset({'Q93009', 'O75152', 'TCR'})"
"frozenset({'Q16666', 'Q15024', 'TCR'})"
"frozenset({'Q9UL03', 'P06730', 'TCR'})"
"frozenset({'TCR', 'Q13464', 'P53671'})"
"frozenset({'P37173', 'Q9Y3F4', 'TCR'})"
"frozenset({'P56181', 'O43920', 'TCR'})"
"frozenset({'Q15714', 'Q9Y3Q8', 'TCR'})"
"frozenset({'Q9Y5K5', 'P54727', 'TCR'})"
"frozenset({'Q9Y3C6', 'Q9UQ35', 'TCR'})"
"frozenset({'TCR', 'Q05513', 'Q9BYG4'})"
"frozenset({'P06753', 'O96000', 'TCR'})"
"frozenset({'TCR', 'O43734', 'Q14653'})"
"frozenset({'O00410', 'P18124', 'TCR'})"
"frozenset({'TCR', 'Q12849', 'P82914'})"
"frozenset({'Q14BN4', 'Q9P289', 'TCR'})"
"frozenset({'P34981', 'P29992', 'TCR'})"
"frozenset({'Q15717', 'O15392', 'TCR'})"
"frozenset({'P47869', 'Q9NQX3', 'TCR'})"
"frozenset({'P02462', 'O75578', 'TCR'})"
"frozenset({'Q15797', 'TCR', 'Q5T5Y3'})"
"frozenset({'TCR', 'Q6UX06', 'Q9UJJ9'})"
"frozenset({'P61586', 'O75116', 'TCR'})"
"frozenset({'P82650', 'P82912', 'TCR'})"
"frozenset({'TCR', 'P12236', 'Q9NWF9'})"
"frozenset({'Q13323', 'Q8N511', 'TCR'})"
"frozenset({'Q96PZ0', 'O43432', 'TCR'})"
"frozenset({'Q8IYB3', 'P48643', 'TCR'})"
"frozenset({'Q6NUN9', 'Q9NR28', 'TCR'})"
"frozenset({'Q86Y07', 'O14733', 'TCR'})"
"frozenset({'Q96I24', 'P09651', 'TCR'})"
"frozenset({'TCR', 'P15311', 'P50395'})"
"frozenset({'P60520', 'P11021', 'TCR'})"
"frozenset({'P55196', 'Q96QF0', 'TCR'})"
"frozenset({'Q8N122', 'Q5VZM2', 'TCR'})"
"frozenset({'TCR', 'Q16787', 'Q13683'})"
"frozenset({'TCR', 'P19838', 'Q9UN37'})"
"frozenset({'TCR', 'O76014', 'Q9BQ89'})"
"frozenset({'O60583', 'P78527', 'TCR'})"
"frozenset({'O94972', 'Q6UB99', 'TCR'})"
"frozenset({'Q8NHV4', 'P09651', 'TCR'})"
"frozenset({'P42224', 'P11473', 'TCR'})"
"frozenset({'Q9BQG0', 'Q14999', 'TCR'})"
"frozenset({'O95644', 'Q14974', 'TCR'})"
"frozenset({'P14859', 'Q99728', 'TCR'})"
"frozenset({'Q6IBW4', 'Q96NG3', 'TCR'})"
"frozenset({'P26951', 'TCR', 'P07202'})"
"frozenset({'Q8IVD9', 'P60369', 'TCR'})"
"frozenset({'Q9H3J6', 'P24941', 'TCR'})"
"frozenset({'TCR', 'P19838', 'Q13813'})"
"frozenset({'TCR', 'Q9NWD8', 'Q9Y679'})"
"frozenset({'TCR', 'Q86VP6', 'P42677'})"
"frozenset({'Q7Z3K3', 'O75553', 'TCR'})"
"frozenset({'P61758', 'Q92973', 'TCR'})"
"frozenset({'P13861', 'O75665', 'TCR'})"
"frozenset({'Q8WXH0', 'Q9UKG1', 'TCR'})"
"frozenset({'Q8N137', 'O75665', 'TCR'})"
"frozenset({'Q13285', 'Q8NI27', 'TCR'})"
"frozenset({'P25098', 'P09497', 'TCR'})"
"frozenset({'O00212', 'O75044', 'TCR'})"
"frozenset({'P16949', 'Q8TAS1', 'TCR'})"
"frozenset({'Q14194', 'P02794', 'TCR'})"
"frozenset({'P05412', 'P13861', 'TCR'})"
"frozenset({'O00148', 'P55316', 'TCR'})"
"frozenset({'P25788', 'Q99460', 'TCR'})"
"frozenset({'P60520', 'TCR', 'Q9UKV8'})"
"frozenset({'Q9Y4E8', 'A3KN83', 'TCR'})"
"frozenset({'O60763', 'P14625', 'TCR'})"
"frozenset({'P43405', 'Q9NP31', 'TCR'})"
"frozenset({'Q9UGJ0', 'P59768', 'TCR'})"
"frozenset({'TCR', 'A4QMS7', 'O75031'})"
"frozenset({'Q9Y6R4', 'Q8NHV4', 'TCR'})"
"frozenset({'Q07866', 'Q8N205', 'TCR'})"
"frozenset({'P62330', 'Q13347', 'TCR'})"
"frozenset({'Q9NS56', 'Q16576', 'TCR'})"
"frozenset({'Q8IZQ1', 'P40763', 'TCR'})"
"frozenset({'Q15843', 'TCR', 'P22626'})"
"frozenset({'TCR', 'Q6ZN17', 'Q92905'})"
"frozenset({'P01137', 'O75610', 'TCR'})"
"frozenset({'TCR', 'P78371', 'Q15393'})"
"frozenset({'P30086', 'Q969G6', 'TCR'})"
"frozenset({'P30101', 'Q969S8', 'TCR'})"
"frozenset({'Q9UKV3', 'A0JLT2', 'TCR'})"
"frozenset({'Q9H0W5', 'P06576', 'TCR'})"
"frozenset({'Q9P2H0', 'Q92956', 'TCR'})"
"frozenset({'Q9NZL4', 'O75594', 'TCR'})"
"frozenset({'P17066', 'Q8WW22', 'TCR'})"
"frozenset({'O75934', 'Q9NNW7', 'TCR'})"
"frozenset({'TCR', 'Q9NPI1', 'Q16695'})"
"frozenset({'P30450', 'P53618', 'TCR'})"
"frozenset({'O60343', 'Q9BQA1', 'TCR'})"
"frozenset({'P52742', 'TCR', 'P49841'})"
"frozenset({'O14503', 'P67775', 'TCR'})"
"frozenset({'P49759', 'Q9H251', 'TCR'})"
"frozenset({'TCR', 'Q96A73', 'P49841'})"
"frozenset({'P43155', 'TCR', 'P58340'})"
"frozenset({'TCR', 'Q08211', 'Q9Y2W1'})"
"frozenset({'P19320', 'P07384', 'TCR'})"
"frozenset({'TCR', 'Q9Y224', 'P17844'})"
"frozenset({'Q9H0U4', 'P61020', 'TCR'})"
"frozenset({'Q8N5R6', 'P51946', 'TCR'})"
"frozenset({'TCR', 'Q8WWM7', 'P17844'})"
"frozenset({'P22695', 'Q9H0U4', 'TCR'})"
"frozenset({'P14373', 'P51965', 'TCR'})"
"frozenset({'O43242', 'Q9BXJ9', 'TCR'})"
"frozenset({'P34947', 'P25963', 'TCR'})"
"frozenset({'Q8NDC4', 'Q86Y26', 'TCR'})"
"frozenset({'Q9UBS0', 'P27361', 'TCR'})"
"frozenset({'Q8N5Z5', 'P25786', 'TCR'})"
"frozenset({'P52272', 'Q6NUK1', 'TCR'})"
"frozenset({'Q8NGS9', 'P49407', 'TCR'})"
"frozenset({'Q9UKY7', 'Q13418', 'TCR'})"
"frozenset({'O95168', 'P03923', 'TCR'})"
"frozenset({'Q13263', 'O96028', 'TCR'})"
"frozenset({'Q9P2F8', 'Q9Y463', 'TCR'})"
"frozenset({'P62277', 'P62857', 'TCR'})"
"frozenset({'P04439', 'Q9BUN8', 'TCR'})"
"frozenset({'TCR', 'Q71UI9', 'O75147'})"
"frozenset({'Q7Z4Q2', 'Q15717', 'TCR'})"
"frozenset({'Q6P1J9', 'Q9Y6B6', 'TCR'})"
"frozenset({'P17752', 'P05067', 'TCR'})"
"frozenset({'O00203', 'TCR', 'P46100'})"
"frozenset({'Q9C086', 'Q86X02', 'TCR'})"
"frozenset({'TCR', 'Q9Y586', 'O76011'})"
"frozenset({'TCR', 'Q08117', 'O95166'})"
"frozenset({'Q8TBN0', 'TCR', 'Q16623'})"
"frozenset({'P25325', 'A5PLL7', 'TCR'})"
"frozenset({'Q16621', 'P05114', 'TCR'})"
"frozenset({'Q99750', 'Q96C00', 'TCR'})"
"frozenset({'P13612', 'Q86V81', 'TCR'})"
"frozenset({'Q92569', 'O15530', 'TCR'})"
"frozenset({'Q96BA8', 'Q13277', 'TCR'})"
"frozenset({'Q9NVX7', 'P07900', 'TCR'})"
"frozenset({'TCR', 'Q9NRR5', 'O60844'})"
"frozenset({'P05412', 'P49720', 'TCR'})"
"frozenset({'P49736', 'TCR', 'P39023'})"
"frozenset({'Q15370', 'TCR', 'Q92905'})"
"frozenset({'Q7L591', 'Q93062', 'TCR'})"
"frozenset({'P15408', 'P51679', 'TCR'})"
"frozenset({'TCR', 'Q13144', 'Q86VU5'})"
"frozenset({'Q14573', 'Q96H55', 'TCR'})"
"frozenset({'TCR', 'Q12933', 'P34932'})"
"frozenset({'Q12834', 'Q9UM13', 'TCR'})"
"frozenset({'Q92806', 'P59768', 'TCR'})"
"frozenset({'TCR', 'Q15303', 'P27986'})"
"frozenset({'Q5TA50', 'Q15369', 'TCR'})"
"frozenset({'TCR', 'Q9H6S0', 'Q92905'})"
"frozenset({'O95477', 'P00533', 'TCR'})"
"frozenset({'P08238', 'Q9H2C0', 'TCR'})"
"frozenset({'Q13547', 'P04637', 'TCR'})"
"frozenset({'Q9Y6D6', 'O75365', 'TCR'})"
"frozenset({'TCR', 'P46379', 'Q9H944'})"
"frozenset({'TCR', 'Q9HC52', 'A1L4K1'})"
"frozenset({'Q96EV8', 'Q92994', 'TCR'})"
"frozenset({'P49736', 'P07900', 'TCR'})"
"frozenset({'TCR', 'Q9ULJ3', 'Q96S53'})"
"frozenset({'Q13415', 'A6NEM1', 'TCR'})"
"frozenset({'P01375', 'Q68D85', 'TCR'})"
"frozenset({'Q9H0W5', 'O95163', 'TCR'})"
"frozenset({'Q14764', 'Q00610', 'TCR'})"
"frozenset({'P53367', 'Q14525', 'TCR'})"
"frozenset({'Q8WV99', 'Q15008', 'TCR'})"
"frozenset({'Q9H324', 'P04183', 'TCR'})"
"frozenset({'Q96HL8', 'Q5HYK7', 'TCR'})"
"frozenset({'O95793', 'P84098', 'TCR'})"
"frozenset({'Q9H3S7', 'Q13315', 'TCR'})"
"frozenset({'Q9HCE1', 'Q969X0', 'TCR'})"
"frozenset({'Q96AH8', 'P05067', 'TCR'})"
"frozenset({'P43405', 'Q9UBN7', 'TCR'})"
"frozenset({'TCR', 'P46940', 'P63000'})"
"frozenset({'TCR', 'Q8N6Y0', 'Q5VTR2'})"
"frozenset({'P60568', 'Q13263', 'TCR'})"
"frozenset({'TCR', 'Q96HN2', 'O14980'})"
"frozenset({'Q9NPA0', 'Q9P0N5', 'TCR'})"
"frozenset({'P00533', 'Q96ER3', 'TCR'})"
"frozenset({'P52655', 'Q8IZ73', 'TCR'})"
"frozenset({'Q13616', 'Q8WTV0', 'TCR'})"
"frozenset({'Q13151', 'Q13148', 'TCR'})"
"frozenset({'Q9NYJ8', 'O43318', 'TCR'})"
"frozenset({'Q8WWI1', 'O95466', 'TCR'})"
"frozenset({'Q9HA38', 'O75569', 'TCR'})"
"frozenset({'O00716', 'Q9BPX3', 'TCR'})"
"frozenset({'TCR', 'Q96EY7', 'Q9UGY1'})"
"frozenset({'TCR', 'P54707', 'Q9Y5M8'})"
"frozenset({'P67809', 'O14879', 'TCR'})"
"frozenset({'P62917', 'Q7L5N1', 'TCR'})"
"frozenset({'P39019', 'Q2NL82', 'TCR'})"
"frozenset({'Q9BT25', 'Q9UQ16', 'TCR'})"
"frozenset({'P29992', 'Q5JWF2', 'TCR'})"
"frozenset({'TCR', 'P51148', 'P32121'})"
"frozenset({'Q6IQ23', 'O14976', 'TCR'})"
"frozenset({'P00390', 'Q16719', 'TCR'})"
"frozenset({'Q14444', 'Q8N6T7', 'TCR'})"
"frozenset({'TCR', 'Q9H0R8', 'Q9H6L5'})"
"frozenset({'O75807', 'P18848', 'TCR'})"
"frozenset({'Q9H040', 'P0DMV8', 'TCR'})"
"frozenset({'Q13490', 'Q9H0F6', 'TCR'})"
"frozenset({'Q96GD4', 'Q53SF7', 'TCR'})"
"frozenset({'Q13618', 'Q9Y4K1', 'TCR'})"
"frozenset({'TCR', 'Q86VM9', 'Q8WVC0'})"
"frozenset({'P05388', 'P61247', 'TCR'})"
"frozenset({'O14757', 'Q96T58', 'TCR'})"
"frozenset({'Q13129', 'Q8WXI2', 'TCR'})"
"frozenset({'P61812', 'Q14766', 'TCR'})"
"frozenset({'Q99538', 'Q14554', 'TCR'})"
"frozenset({'P15927', 'P05187', 'TCR'})"
"frozenset({'Q02818', 'Q13315', 'TCR'})"
"frozenset({'TCR', 'P55198', 'P27635'})"
"frozenset({'Q8TCU4', 'O94986', 'TCR'})"
"frozenset({'Q13459', 'P55316', 'TCR'})"
"frozenset({'O60262', 'P27361', 'TCR'})"
"frozenset({'P16520', 'O43306', 'TCR'})"
"frozenset({'TCR', 'Q9NP79', 'Q9UN37'})"
"frozenset({'Q9UJV3', 'Q8TAU3', 'TCR'})"
"frozenset({'Q96HA1', 'O75694', 'TCR'})"
"frozenset({'TCR', 'O75175', 'P09237'})"
"frozenset({'Q13227', 'Q52LG2', 'TCR'})"
"frozenset({'O75792', 'Q86TU7', 'TCR'})"
"frozenset({'Q00839', 'Q9UNZ5', 'TCR'})"
"frozenset({'Q09472', 'Q02078', 'TCR'})"
"frozenset({'Q15717', 'P11308', 'TCR'})"
"frozenset({'Q9H040', 'P14868', 'TCR'})"
"frozenset({'Q9Y468', 'P04637', 'TCR'})"
"frozenset({'O15371', 'P04049', 'TCR'})"
"frozenset({'P60896', 'Q92890', 'TCR'})"
"frozenset({'Q15154', 'Q9Y5B8', 'TCR'})"
"frozenset({'Q9H444', 'Q8WUX9', 'TCR'})"
"frozenset({'O00487', 'O15259', 'TCR'})"
"frozenset({'Q9NYJ8', 'P62158', 'TCR'})"
"frozenset({'P62875', 'Q9HCS7', 'TCR'})"
"frozenset({'O43865', 'O75312', 'TCR'})"
"frozenset({'Q01860', 'O60934', 'TCR'})"
"frozenset({'TCR', 'P61604', 'O95166'})"
"frozenset({'Q8IWK6', 'P34925', 'TCR'})"
"frozenset({'Q86WV1', 'P05067', 'TCR'})"
"frozenset({'Q8N5R6', 'Q9NX63', 'TCR'})"
"frozenset({'Q9UKX3', 'O15063', 'TCR'})"
"frozenset({'Q86VP6', 'P62314', 'TCR'})"
"frozenset({'Q13617', 'O43521', 'TCR'})"
"frozenset({'Q96EZ8', 'Q63HN8', 'TCR'})"
"frozenset({'TCR', 'P51553', 'O95433'})"
"frozenset({'P11441', 'P08708', 'TCR'})"
"frozenset({'Q16778', 'Q13620', 'TCR'})"
"frozenset({'Q96EX3', 'Q7L591', 'TCR'})"
"frozenset({'P51665', 'O96008', 'TCR'})"
"frozenset({'Q14533', 'TCR', 'Q15323'})"
"frozenset({'Q8N5D0', 'Q9UKB1', 'TCR'})"
"frozenset({'P31040', 'Q8NCW5', 'TCR'})"
"frozenset({'TCR', 'Q99814', 'Q9H492'})"
"frozenset({'TCR', 'Q9Y4L5', 'O95714'})"
"frozenset({'TCR', 'Q15131', 'Q14651'})"
"frozenset({'Q5T751', 'Q9NRQ2', 'TCR'})"
"frozenset({'Q9BZJ0', 'O60508', 'TCR'})"
"frozenset({'P04150', 'Q9Y520', 'TCR'})"
"frozenset({'Q9Y239', 'Q9HC29', 'TCR'})"
"frozenset({'TCR', 'Q5S007', 'P34932'})"
"frozenset({'TCR', 'P53567', 'P17676'})"
"frozenset({'P14859', 'P20700', 'TCR'})"
"frozenset({'P30044', 'Q86UX7', 'TCR'})"
"frozenset({'O43809', 'Q9UNN5', 'TCR'})"
"frozenset({'TCR', 'Q53QZ3', 'P84095'})"
"frozenset({'Q9BQC6', 'Q9NP92', 'TCR'})"
"frozenset({'P51681', 'P30405', 'TCR'})"
"frozenset({'P19320', 'P42766', 'TCR'})"
"frozenset({'TCR', 'P62979', 'Q96G74'})"
"frozenset({'P09326', 'P06239', 'TCR'})"
"frozenset({'Q15796', 'Q9UM13', 'TCR'})"
"frozenset({'P41567', 'B5ME19', 'TCR'})"
"frozenset({'Q8WVV5', 'Q9UGM1', 'TCR'})"
"frozenset({'O95409', 'Q15562', 'TCR'})"
"frozenset({'TCR', 'O60504', 'O96006'})"
"frozenset({'Q16625', 'P49674', 'TCR'})"
"frozenset({'Q9UHG0', 'Q9BYG0', 'TCR'})"
"frozenset({'P21291', 'TCR', 'P13861'})"
"frozenset({'P22695', 'Q9NRC8', 'TCR'})"
"frozenset({'TCR', 'P78318', 'P63000'})"
"frozenset({'P35613', 'Q96SW2', 'TCR'})"
"frozenset({'TCR', 'Q13938', 'Q9Y383'})"
"frozenset({'Q8NE63', 'P10398', 'TCR'})"
"frozenset({'P16402', 'P46108', 'TCR'})"
"frozenset({'Q96FA3', 'O75398', 'TCR'})"
"frozenset({'TCR', 'P15927', 'O00264'})"
"frozenset({'P10827', 'P78527', 'TCR'})"
"frozenset({'A8MQ03', 'P48645', 'TCR'})"
"frozenset({'TCR', 'Q9UHI6', 'P49841'})"
"frozenset({'P56817', 'P40818', 'TCR'})"
"frozenset({'TCR', 'Q12933', 'P27986'})"
"frozenset({'TCR', 'P46776', 'Q92905'})"
"frozenset({'O76094', 'Q13573', 'TCR'})"
"frozenset({'TCR', 'P13569', 'Q92905'})"
"frozenset({'P01871', 'Q9UIG0', 'TCR'})"
"frozenset({'TCR', 'P84243', 'P29590'})"
"frozenset({'P08779', 'TCR', 'Q8TF42'})"
"frozenset({'TCR', 'Q96HA8', 'Q15323'})"
"frozenset({'P50993', 'Q8TCJ0', 'TCR'})"
"frozenset({'TCR', 'Q8N6Y0', 'Q9BVI4'})"
"frozenset({'TCR', 'Q9HAV0', 'P63218'})"
"frozenset({'TCR', 'P11142', 'P13762'})"
"frozenset({'P11908', 'Q06203', 'TCR'})"
"frozenset({'P05362', 'P61247', 'TCR'})"
"frozenset({'TCR', 'Q15544', 'Q15542'})"
"frozenset({'P04150', 'TCR', 'P51532'})"
"frozenset({'Q9H497', 'P13727', 'TCR'})"
"frozenset({'P32302', 'P29992', 'TCR'})"
"frozenset({'Q16665', 'Q92570', 'TCR'})"
"frozenset({'Q9BYG5', 'P09651', 'TCR'})"
"frozenset({'P82650', 'Q9Y676', 'TCR'})"
"frozenset({'Q02556', 'Q14344', 'TCR'})"
"frozenset({'P04150', 'P42229', 'TCR'})"
"frozenset({'Q15293', 'P43243', 'TCR'})"
"frozenset({'Q14140', 'TCR', 'Q9HBI0'})"
"frozenset({'Q86T82', 'Q15029', 'TCR'})"
"frozenset({'P02751', 'P50552', 'TCR'})"
"frozenset({'Q9NRD5', 'Q02833', 'TCR'})"
"frozenset({'Q9Y3A3', 'TCR', 'Q9ULQ0'})"
"frozenset({'Q96M29', 'Q3LI66', 'TCR'})"
"frozenset({'TCR', 'Q9Y266', 'Q9BSI4'})"
"frozenset({'TCR', 'P01857', 'P04264'})"
"frozenset({'O43482', 'Q9UJ41', 'TCR'})"
"frozenset({'Q9UNF0', 'Q9NYB0', 'TCR'})"
"frozenset({'P07550', 'P42704', 'TCR'})"
"frozenset({'O00425', 'Q14999', 'TCR'})"
"frozenset({'Q9HB58', 'P02766', 'TCR'})"
"frozenset({'P01106', 'P29803', 'TCR'})"
