negatives
"frozenset({'O43390', 'Q6PJ61', 'Leptin'})"
"frozenset({'P05787', 'Leptin', 'Q13895'})"
"frozenset({'Q9BQE3', 'Leptin', 'P16871'})"
"frozenset({'Leptin', 'P62699', 'Q96D03'})"
"frozenset({'Q9UMW8', 'Leptin', 'Q15751'})"
"frozenset({'P62701', 'Leptin', 'P19338'})"
"frozenset({'Q2NKX8', 'Q8IWL3', 'Leptin'})"
"frozenset({'P52655', 'Leptin', 'Q8IXL6'})"
"frozenset({'Q9BYG3', 'Leptin', 'Q9NWB6'})"
"frozenset({'Leptin', 'P62875', 'Q9BTT4'})"
"frozenset({'Q9C0K0', 'Leptin', 'P10589'})"
"frozenset({'P78371', 'Leptin', 'Q6ZW61'})"
"frozenset({'Leptin', 'Q8TEL6', 'Q96CF2'})"
"frozenset({'P01566', 'Leptin', 'P48551'})"
"frozenset({'Q15904', 'Leptin', 'Q9P2K5'})"
"frozenset({'Leptin', 'O75529', 'Q96BN2'})"
"frozenset({'Leptin', 'Q9UBL3', 'Q9UPP1'})"
"frozenset({'P59998', 'Leptin', 'Q9P1U1'})"
"frozenset({'Leptin', 'P04629', 'P35637'})"
"frozenset({'Leptin', 'P04156', 'Q9UKV8'})"
"frozenset({'Leptin', 'O15198', 'P05108'})"
"frozenset({'Leptin', 'Q6IN85', 'P24928'})"
"frozenset({'Q9HCE1', 'Leptin', 'Q12805'})"
"frozenset({'Q9HCE1', 'Q9UI95', 'Leptin'})"
"frozenset({'Leptin', 'P48431', 'P13489'})"
"frozenset({'Leptin', 'P11802', 'P30154'})"
"frozenset({'P40937', 'Leptin', 'P27635'})"
"frozenset({'P62314', 'Leptin', 'P09913'})"
"frozenset({'Q14344', 'Leptin', 'Q8N1W1'})"
"frozenset({'Leptin', 'Q9H8Y8', 'Q9GZQ8'})"
"frozenset({'Leptin', 'P53621', 'P48444'})"
"frozenset({'P98082', 'Leptin', 'Q96H55'})"
"frozenset({'Leptin', 'P27348', 'P33176'})"
"frozenset({'O14763', 'Leptin', 'P41182'})"
"frozenset({'Leptin', 'Q13887', 'P29084'})"
"frozenset({'Q9NZI8', 'Leptin', 'Q08211'})"
"frozenset({'Leptin', 'O43167', 'Q9BZW7'})"
"frozenset({'Leptin', 'P0DPB6', 'Q9ULX3'})"
"frozenset({'Leptin', 'Q15569', 'O43609'})"
"frozenset({'Q8IVL5', 'Leptin', 'O43809'})"
"frozenset({'Leptin', 'Q9Y243', 'P36873'})"
"frozenset({'Leptin', 'O43865', 'P49674'})"
"frozenset({'Leptin', 'O75530', 'Q9NVP1'})"
"frozenset({'Leptin', 'Q9Y6K9', 'Q3ZCQ8'})"
"frozenset({'Leptin', 'O14980', 'Q9NRF8'})"
"frozenset({'Leptin', 'Q14160', 'Q92953'})"
"frozenset({'Leptin', 'Q12952', 'P55265'})"
"frozenset({'Q8WXA9', 'Q96DI7', 'Leptin'})"
"frozenset({'Q8NCN5', 'Leptin', 'P04629'})"
"frozenset({'P28288', 'Leptin', 'P05412'})"
"frozenset({'Leptin', 'Q12952', 'O94874'})"
"frozenset({'Leptin', 'P62140', 'O43293'})"
"frozenset({'Leptin', 'Q14940', 'P49407'})"
"frozenset({'O43156', 'Leptin', 'Q6R327'})"
"frozenset({'P49915', 'Leptin', 'Q15170'})"
"frozenset({'Leptin', 'Q86UT6', 'P04899'})"
"frozenset({'P06748', 'Leptin', 'Q9BUL9'})"
"frozenset({'Leptin', 'P05062', 'P43146'})"
"frozenset({'Q9Y5S9', 'Leptin', 'Q15022'})"
"frozenset({'Leptin', 'P62873', 'Q8NH42'})"
"frozenset({'Q9UQN3', 'Leptin', 'P36542'})"
"frozenset({'Q9Y3I0', 'Leptin', 'P49959'})"
"frozenset({'Q6VY07', 'Leptin', 'P11717'})"
"frozenset({'Leptin', 'P62993', 'O00401'})"
"frozenset({'Q9NQX3', 'Leptin', 'P78334'})"
"frozenset({'Leptin', 'P04085', 'P07333'})"
"frozenset({'P06748', 'Leptin', 'Q9BXP5'})"
"frozenset({'Leptin', 'P38646', 'O75340'})"
"frozenset({'Q9BSI4', 'Leptin', 'P61981'})"
"frozenset({'Leptin', 'P62308', 'Q969L4'})"
"frozenset({'Leptin', 'Q8TEH3', 'Q69YU3'})"
"frozenset({'Leptin', 'P09874', 'Q01844'})"
"frozenset({'Q969J5', 'Leptin', 'P01570'})"
"frozenset({'P45983', 'Leptin', 'Q9UH99'})"
"frozenset({'Q96HA1', 'Leptin', 'P14136'})"
"frozenset({'O95801', 'Leptin', 'Q96QK1'})"
"frozenset({'Leptin', 'O00233', 'O15516'})"
"frozenset({'P10144', 'Leptin', 'Q92851'})"
"frozenset({'Leptin', 'Q04206', 'P08254'})"
"frozenset({'P49459', 'Leptin', 'Q9H0D6'})"
"frozenset({'O60241', 'Leptin', 'Q9Y3M8'})"
"frozenset({'Leptin', 'O75360', 'Q969S2'})"
"frozenset({'Q13838', 'Leptin', 'Q92597'})"
"frozenset({'Leptin', 'Q9BVJ6', 'Q01780'})"
"frozenset({'Q05BQ5', 'Leptin', 'Q7L5N1'})"
"frozenset({'Leptin', 'Q9UKT9', 'Q9UJX0'})"
"frozenset({'Q92997', 'Leptin', 'P67775'})"
"frozenset({'P52657', 'Leptin', 'P20226'})"
"frozenset({'Leptin', 'O14796', 'Q9BZW8'})"
"frozenset({'Q86YN1', 'Leptin', 'Q8TF66'})"
"frozenset({'Leptin', 'O15530', 'P17612'})"
"frozenset({'Leptin', 'O00459', 'P43403'})"
"frozenset({'Leptin', 'P05412', 'P78527'})"
"frozenset({'Leptin', 'P18850', 'P49768'})"
"frozenset({'P22087', 'Leptin', 'Q5H9F3'})"
"frozenset({'Leptin', 'Q99819', 'Q6AI39'})"
"frozenset({'Leptin', 'Q9UBU9', 'Q8N8A2'})"
"frozenset({'Leptin', 'Q53H96', 'O15131'})"
"frozenset({'Leptin', 'Q7Z3K3', 'Q8WVE6'})"
"frozenset({'P02656', 'Q9BQB6', 'Leptin'})"
"frozenset({'Leptin', 'P15172', 'Q96BH3'})"
"frozenset({'Leptin', 'P07355', 'P35244'})"
"frozenset({'Leptin', 'P11142', 'P14324'})"
"frozenset({'Leptin', 'P57105', 'Q9UBV2'})"
"frozenset({'Leptin', 'O15344', 'P25786'})"
"frozenset({'Leptin', 'P30281', 'P42224'})"
"frozenset({'Q9BR76', 'Leptin', 'P62140'})"
"frozenset({'P17252', 'Leptin', 'P78352'})"
"frozenset({'Q9P0J0', 'O43678', 'Leptin'})"
"frozenset({'Leptin', 'Q969W0', 'Q96N66'})"
"frozenset({'Leptin', 'Q9H0W5', 'Q8N1N4'})"
"frozenset({'Q9BRK4', 'Leptin', 'O95363'})"
"frozenset({'Leptin', 'P30101', 'Q9Y3E0'})"
"frozenset({'Q92614', 'Leptin', 'P48059'})"
"frozenset({'Leptin', 'Q99496', 'Q9H0J9'})"
"frozenset({'Leptin', 'P35269', 'Q6P1J9'})"
"frozenset({'Leptin', 'A6NK89', 'P67870'})"
"frozenset({'Leptin', 'O95835', 'Q96IF1'})"
"frozenset({'Q00610', 'Leptin', 'Q93034'})"
"frozenset({'Leptin', 'P20132', 'P43629'})"
"frozenset({'Leptin', 'Q16659', 'Q13352'})"
"frozenset({'Leptin', 'O60568', 'P04637'})"
"frozenset({'Q01167', 'Leptin', 'P78362'})"
"frozenset({'Leptin', 'Q9NRM7', 'Q9C0D2'})"
"frozenset({'O60260', 'P05165', 'Leptin'})"
"frozenset({'P04222', 'Leptin', 'O43809'})"
"frozenset({'Q15007', 'Leptin', 'Q96B97'})"
"frozenset({'Q9UBW8', 'Leptin', 'Q7Z5Y7'})"
"frozenset({'Leptin', 'P04626', 'Q9H9Y6'})"
"frozenset({'P0CG38', 'Leptin', 'Q16850'})"
"frozenset({'Leptin', 'Q9NRD1', 'P52907'})"
"frozenset({'Leptin', 'O43639', 'Q8WXE0'})"
"frozenset({'Leptin', 'Q9UNH7', 'Q13596'})"
"frozenset({'Leptin', 'Q14686', 'P03372'})"
"frozenset({'Leptin', 'Q70CQ2', 'Q2M389'})"
"frozenset({'Q9GZK7', 'Leptin', 'P38405'})"
"frozenset({'Q96CS3', 'Leptin', 'Q969M3'})"
"frozenset({'Q8IUN9', 'Leptin', 'Q8N8J7'})"
"frozenset({'P25787', 'Leptin', 'Q9UPT8'})"
"frozenset({'Q9UI38', 'Leptin', 'Q12946'})"
"frozenset({'Q8N6P7', 'Leptin', 'Q13007'})"
"frozenset({'Leptin', 'Q6P1J9', 'P63104'})"
"frozenset({'Leptin', 'Q9BUJ2', 'Q9Y512'})"
"frozenset({'Leptin', 'Q2YD98', 'O60506'})"
"frozenset({'Leptin', 'P46379', 'Q9NZZ3'})"
"frozenset({'Leptin', 'P11142', 'Q9Y6K9'})"
"frozenset({'P61964', 'Leptin', 'Q9H160'})"
"frozenset({'Q5JST6', 'Leptin', 'Q12774'})"
"frozenset({'P63092', 'Leptin', 'Q14833'})"
"frozenset({'Q96LY2', 'Leptin', 'O00232'})"
"frozenset({'Q8TF42', 'Q14839', 'Leptin'})"
"frozenset({'Leptin', 'O75530', 'Q9NR30'})"
"frozenset({'Leptin', 'Q9Y2B9', 'P35244'})"
"frozenset({'Leptin', 'Q08AG5', 'Q9GZM8'})"
"frozenset({'Q6A162', 'Leptin', 'Q2NKX9'})"
"frozenset({'Q9BY11', 'Q01082', 'Leptin'})"
"frozenset({'Q8WUB8', 'Q8NFD5', 'Leptin'})"
"frozenset({'Leptin', 'Q8N1B4', 'Q6NYC8'})"
"frozenset({'Q12800', 'Leptin', 'P00915'})"
"frozenset({'Q96SB4', 'Leptin', 'Q15696'})"
"frozenset({'Leptin', 'Q8IUR7', 'P15884'})"
"frozenset({'Leptin', 'Q7Z3S9', 'O75716'})"
"frozenset({'Leptin', 'P57078', 'P17066'})"
"frozenset({'Leptin', 'P07858', 'P07355'})"
"frozenset({'Q96DB2', 'Leptin', 'Q9HCC0'})"
"frozenset({'Leptin', 'Q9Y243', 'Q9Y4K3'})"
"frozenset({'Leptin', 'Q9BT92', 'Q9UKT9'})"
"frozenset({'Leptin', 'Q9NVI7', 'P03372'})"
"frozenset({'Q14192', 'Leptin', 'Q7Z3K3'})"
"frozenset({'Leptin', 'Q15717', 'P06493'})"
"frozenset({'Q15052', 'Leptin', 'Q13444'})"
"frozenset({'Leptin', 'O94888', 'Q9UKV5'})"
"frozenset({'Leptin', 'P07949', 'P10074'})"
"frozenset({'P19235', 'Q9UHD0', 'Leptin'})"
"frozenset({'Leptin', 'Q8NDX1', 'P62330'})"
"frozenset({'Q14157', 'Leptin', 'P03372'})"
"frozenset({'Q8WVM8', 'Leptin', 'Q9NQ50'})"
"frozenset({'Q92887', 'P43307', 'Leptin'})"
"frozenset({'Leptin', 'P04406', 'Q9NZL9'})"
"frozenset({'Leptin', 'Q9UBU9', 'Q03135'})"
"frozenset({'O14976', 'Q09019', 'Leptin'})"
"frozenset({'Leptin', 'P63167', 'Q4VCS5'})"
"frozenset({'P61925', 'Leptin', 'O14980'})"
"frozenset({'Leptin', 'P29590', 'P06493'})"
"frozenset({'Q8TC44', 'O60925', 'Leptin'})"
"frozenset({'Leptin', 'Q13873', 'O60383'})"
"frozenset({'Leptin', 'Q13618', 'Q53G59'})"
"frozenset({'O75044', 'Leptin', 'Q9BQK8'})"
"frozenset({'Q9Y2R4', 'Leptin', 'Q96G21'})"
"frozenset({'Leptin', 'P23246', 'P84103'})"
"frozenset({'Q8TEW6', 'Leptin', 'Q7L0Q8'})"
"frozenset({'Leptin', 'Q13315', 'O94916'})"
"frozenset({'Leptin', 'P10415', 'P40763'})"
"frozenset({'Leptin', 'Q8IUH5', 'O60902'})"
"frozenset({'Leptin', 'Q66LE6', 'Q96Q15'})"
"frozenset({'Leptin', 'Q5T754', 'Q9BYQ3'})"
"frozenset({'Q15543', 'Leptin', 'Q7Z7C8'})"
"frozenset({'Q13489', 'Leptin', 'Q14703'})"
"frozenset({'Leptin', 'P01857', 'Q8N9F7'})"
"frozenset({'Leptin', 'Q12933', 'Q12805'})"
"frozenset({'P48729', 'Leptin', 'P62879'})"
"frozenset({'Q9UQE7', 'Leptin', 'P48431'})"
"frozenset({'Leptin', 'Q9NQ29', 'Q7L2J0'})"
"frozenset({'Leptin', 'P19438', 'P29350'})"
"frozenset({'Leptin', 'P62873', 'Q15617'})"
"frozenset({'P59047', 'Leptin', 'Q9BTT6'})"
"frozenset({'Q5TA82', 'Leptin', 'P26371'})"
"frozenset({'P07437', 'Leptin', 'P68366'})"
"frozenset({'O75044', 'Leptin', 'P56524'})"
"frozenset({'Leptin', 'Q96CV9', 'Q15038'})"
"frozenset({'Leptin', 'Q969S8', 'O15156'})"
"frozenset({'Q9GZS1', 'O00159', 'Leptin'})"
"frozenset({'Q92922', 'P27918', 'Leptin'})"
"frozenset({'Leptin', 'P54725', 'P06737'})"
"frozenset({'Leptin', 'P05109', 'Q5UIP0'})"
"frozenset({'Leptin', 'O96006', 'O60341'})"
"frozenset({'Leptin', 'P41279', 'Q13546'})"
"frozenset({'Leptin', 'P29692', 'P14618'})"
"frozenset({'Leptin', 'Q08334', 'Q8IU57'})"
"frozenset({'P14780', 'Leptin', 'P17535'})"
"frozenset({'Q12959', 'Q2KJY2', 'Leptin'})"
"frozenset({'P46783', 'O95433', 'Leptin'})"
"frozenset({'Q9Y366', 'Leptin', 'Q9Y547'})"
"frozenset({'Leptin', 'Q9BT49', 'P51610'})"
"frozenset({'Leptin', 'Q6NXT2', 'P61221'})"
"frozenset({'Leptin', 'Q9UIF7', 'Q6UWE0'})"
"frozenset({'Leptin', 'P29597', 'P34897'})"
"frozenset({'Leptin', 'P42574', 'P54252'})"
"frozenset({'P68104', 'Leptin', 'O14713'})"
"frozenset({'Q5JWF2', 'Leptin', 'Q03113'})"
"frozenset({'O75208', 'Leptin', 'Q9NRG7'})"
"frozenset({'Leptin', 'O75530', 'Q8NE71'})"
"frozenset({'Leptin', 'Q8TEQ6', 'P35244'})"
"frozenset({'P85037', 'Q01167', 'Leptin'})"
"frozenset({'Leptin', 'Q9UHD9', 'O60936'})"
"frozenset({'Leptin', 'Q14204', 'P12755'})"
"frozenset({'Q9UNF1', 'Leptin', 'O43164'})"
"frozenset({'O00560', 'Leptin', 'P14373'})"
"frozenset({'P98170', 'Leptin', 'Q9HC29'})"
"frozenset({'Leptin', 'P38646', 'Q04864'})"
"frozenset({'P46527', 'Leptin', 'Q05086'})"
"frozenset({'Leptin', 'P22001', 'P22459'})"
"frozenset({'Q15910', 'Leptin', 'Q96P63'})"
"frozenset({'Q14195', 'Leptin', 'P04629'})"
"frozenset({'Leptin', 'Q6VAB6', 'Q08554'})"
"frozenset({'O75391', 'Leptin', 'P62807'})"
"frozenset({'P14784', 'Q9NYY1', 'Leptin'})"
"frozenset({'P19838', 'Leptin', 'P51649'})"
"frozenset({'Q13099', 'Leptin', 'O14744'})"
"frozenset({'Leptin', 'P60410', 'Q9BYR8'})"
"frozenset({'Leptin', 'O43318', 'P18146'})"
"frozenset({'Leptin', 'Q15554', 'Q96SU4'})"
"frozenset({'Leptin', 'Q13315', 'Q4G0J3'})"
"frozenset({'Leptin', 'Q9H4A3', 'Q9NYF3'})"
"frozenset({'Q7Z6Z7', 'Leptin', 'P06576'})"
"frozenset({'Leptin', 'Q9GZP9', 'Q96GX5'})"
"frozenset({'Q5VX71', 'Leptin', 'Q13423'})"
"frozenset({'Leptin', 'P51812', 'P25963'})"
"frozenset({'Q6L8G8', 'Leptin', 'Q8N6U2'})"
"frozenset({'Q8NG99', 'Leptin', 'P25098'})"
"frozenset({'Leptin', 'Q16658', 'P24941'})"
"frozenset({'Leptin', 'Q6P161', 'Q9HAC7'})"
"frozenset({'P33992', 'Leptin', 'Q8TD19'})"
"frozenset({'Leptin', 'Q99873', 'P17181'})"
"frozenset({'Leptin', 'Q92731', 'O00232'})"
"frozenset({'O43181', 'Leptin', 'P62263'})"
"frozenset({'Leptin', 'Q8WTV0', 'P01903'})"
"frozenset({'Leptin', 'Q86VP6', 'O95429'})"
"frozenset({'O43286', 'Leptin', 'O95156'})"
"frozenset({'O75940', 'Leptin', 'Q14684'})"
"frozenset({'Leptin', 'Q9Y6C9', 'P49257'})"
"frozenset({'Leptin', 'Q96AE7', 'Q9Y275'})"
"frozenset({'Q14164', 'Leptin', 'Q9H173'})"
"frozenset({'Leptin', 'P62280', 'O00571'})"
"frozenset({'Q6Y7W6', 'Leptin', 'P04637'})"
"frozenset({'Leptin', 'P62277', 'P62993'})"
"frozenset({'Q9ULT6', 'Leptin', 'P61088'})"
"frozenset({'Leptin', 'P60520', 'Q8IY81'})"
"frozenset({'P55795', 'Leptin', 'P62993'})"
"frozenset({'Leptin', 'Q9Y4K0', 'P0DML3'})"
"frozenset({'Leptin', 'Q96FA3', 'Q9UHD2'})"
"frozenset({'P00533', 'Leptin', 'O94829'})"
"frozenset({'Leptin', 'Q99618', 'Q12933'})"
"frozenset({'Q9H346', 'Leptin', 'P32121'})"
"frozenset({'Leptin', 'Q99501', 'P42773'})"
"frozenset({'Q9C009', 'Leptin', 'Q9H6F5'})"
"frozenset({'P15882', 'Leptin', 'Q92730'})"
"frozenset({'P62166', 'Leptin', 'Q7Z4S6'})"
"frozenset({'P28066', 'Leptin', 'Q96A49'})"
"frozenset({'Leptin', 'Q03252', 'O95714'})"
"frozenset({'Leptin', 'Q9C0F1', 'P55198'})"
"frozenset({'Leptin', 'Q96J02', 'P54259'})"
"frozenset({'Q9P0M6', 'Leptin', 'P62937'})"
"frozenset({'P63215', 'Leptin', 'P48736'})"
"frozenset({'Leptin', 'P42336', 'P40197'})"
"frozenset({'O75461', 'Leptin', 'P60409'})"
"frozenset({'P0CG38', 'Q9Y6I9', 'Leptin'})"
"frozenset({'Q13164', 'Leptin', 'P27708'})"
"frozenset({'Leptin', 'Q53EZ4', 'Q96I25'})"
"frozenset({'Leptin', 'A8MQ03', 'Q7Z4W3'})"
"frozenset({'Leptin', 'P53621', 'P40692'})"
"frozenset({'Leptin', 'P48431', 'Q9BYD6'})"
"frozenset({'Leptin', 'P07225', 'Q9NRD1'})"
"frozenset({'Leptin', 'P05388', 'P32969'})"
"frozenset({'Leptin', 'P22105', 'P26012'})"
"frozenset({'P07910', 'Leptin', 'Q9NRD1'})"
"frozenset({'Q9UKV0', 'Leptin', 'Q9BTM1'})"
"frozenset({'Leptin', 'O14964', 'P61106'})"
"frozenset({'Leptin', 'P32004', 'P28482'})"
"frozenset({'Leptin', 'P02741', 'P49716'})"
"frozenset({'Leptin', 'P50914', 'P15408'})"
"frozenset({'Q8N4T8', 'Leptin', 'Q9UH03'})"
"frozenset({'Leptin', 'P42336', 'Q92890'})"
"frozenset({'Leptin', 'O15151', 'P62136'})"
"frozenset({'P50542', 'Leptin', 'P28328'})"
"frozenset({'Leptin', 'Q9C0C9', 'O60216'})"
"frozenset({'Leptin', 'P61981', 'P25705'})"
"frozenset({'P08069', 'Leptin', 'P14324'})"
"frozenset({'Q13291', 'Leptin', 'P22695'})"
"frozenset({'Leptin', 'Q15046', 'P18621'})"
"frozenset({'Q13009', 'Leptin', 'Q16620'})"
"frozenset({'Leptin', 'Q12988', 'Q9NRN5'})"
"frozenset({'Q9P2X7', 'Leptin', 'Q15233'})"
"frozenset({'Leptin', 'O60911', 'P15056'})"
"frozenset({'P06748', 'Leptin', 'P19338'})"
"frozenset({'Leptin', 'O95714', 'O95295'})"
"frozenset({'Q86Y56', 'Leptin', 'P27105'})"
"frozenset({'P02766', 'O75529', 'Leptin'})"
"frozenset({'Leptin', 'Q92871', 'Q86SJ6'})"
"frozenset({'Q9UBE0', 'Leptin', 'P26951'})"
"frozenset({'Leptin', 'P35637', 'P55060'})"
"frozenset({'Q6P1L8', 'Leptin', 'Q6NUN9'})"
"frozenset({'Leptin', 'Q96PU5', 'O15304'})"
"frozenset({'O43679', 'Leptin', 'Q9NVW2'})"
"frozenset({'Leptin', 'Q9UMS4', 'Q9UJV9'})"
"frozenset({'Q13077', 'Leptin', 'P41182'})"
"frozenset({'Leptin', 'P13747', 'P0DI81'})"
"frozenset({'Q86UL3', 'Leptin', 'P56937'})"
"frozenset({'Leptin', 'P29353', 'P22681'})"
"frozenset({'P23258', 'P40227', 'Leptin'})"
"frozenset({'Leptin', 'Q8IUQ4', 'P32969'})"
"frozenset({'Leptin', 'P06241', 'Q13432'})"
"frozenset({'Leptin', 'P16871', 'P28482'})"
"frozenset({'Q5TC82', 'Leptin', 'P16989'})"
"frozenset({'Leptin', 'O15084', 'O60216'})"
"frozenset({'Q86WJ1', 'Leptin', 'P12956'})"
"frozenset({'Leptin', 'P27816', 'P35398'})"
"frozenset({'Q14164', 'Leptin', 'P39019'})"
"frozenset({'Q5T200', 'Leptin', 'P49759'})"
"frozenset({'Leptin', 'P15498', 'P05412'})"
"frozenset({'P61247', 'Leptin', 'Q93034'})"
"frozenset({'Leptin', 'Q9NVW2', 'Q92769'})"
"frozenset({'Q9UIA9', 'Leptin', 'P35613'})"
"frozenset({'Q9UDY4', 'Leptin', 'P05412'})"
"frozenset({'Leptin', 'P46781', 'P60228'})"
"frozenset({'Q99717', 'Leptin', 'O43541'})"
"frozenset({'Leptin', 'Q9BPZ7', 'P38398'})"
"frozenset({'Leptin', 'Q9NZJ0', 'P51965'})"
"frozenset({'O75947', 'Leptin', 'Q9H2H9'})"
"frozenset({'Q86YQ8', 'Leptin', 'P28331'})"
"frozenset({'Leptin', 'Q6NUK1', 'P05141'})"
"frozenset({'Leptin', 'Q96GG9', 'O95429'})"
"frozenset({'Leptin', 'Q13418', 'Q01804'})"
"frozenset({'Leptin', 'P05412', 'P62495'})"
"frozenset({'Leptin', 'Q15014', 'Q969H0'})"
"frozenset({'P35558', 'Leptin', 'P20618'})"
"frozenset({'Q13077', 'Leptin', 'P07900'})"
"frozenset({'Leptin', 'Q5UIP0', 'O43504'})"
"frozenset({'Leptin', 'P01116', 'P28482'})"
"frozenset({'Leptin', 'Q9UM82', 'O14936'})"
"frozenset({'P52306', 'Leptin', 'Q13564'})"
"frozenset({'Leptin', 'P26641', 'Q9HAU4'})"
"frozenset({'Q92973', 'Leptin', 'P62826'})"
"frozenset({'Q15910', 'Leptin', 'Q96ST3'})"
"frozenset({'Leptin', 'P78527', 'P61956'})"
"frozenset({'Leptin', 'Q5T3J3', 'P03372'})"
"frozenset({'Q9NP71', 'Leptin', 'O15294'})"
"frozenset({'Leptin', 'Q9NQS7', 'Q9NRC8'})"
"frozenset({'P42765', 'Leptin', 'O43504'})"
"frozenset({'Q9UJS0', 'Leptin', 'Q9UKV8'})"
"frozenset({'Leptin', 'Q03111', 'P42568'})"
"frozenset({'Q96B26', 'Leptin', 'P35244'})"
"frozenset({'Leptin', 'P61224', 'P20701'})"
"frozenset({'Leptin', 'Q02930', 'Q15139'})"
"frozenset({'Q9HCE1', 'Q6I9Y2', 'Leptin'})"
"frozenset({'Leptin', 'P00374', 'P23511'})"
"frozenset({'Q14344', 'Leptin', 'Q14999'})"
"frozenset({'P08047', 'Leptin', 'Q9H4L4'})"
"frozenset({'Q05397', 'Leptin', 'Q13464'})"
"frozenset({'Leptin', 'P61020', 'Q9UI14'})"
"frozenset({'Leptin', 'P62140', 'P30307'})"
"frozenset({'Leptin', 'O60479', 'P17612'})"
"frozenset({'Leptin', 'Q5TB80', 'Q96EY1'})"
"frozenset({'P50222', 'Leptin', 'Q12805'})"
"frozenset({'P04150', 'Leptin', 'P27361'})"
"frozenset({'Leptin', 'Q9HCU9', 'Q969G3'})"
"frozenset({'Leptin', 'Q9NTG7', 'Q5UIP0'})"
"frozenset({'Leptin', 'Q92506', 'Q9UH03'})"
"frozenset({'Leptin', 'Q9NQ87', 'P12757'})"
"frozenset({'Q9UMX0', 'Q15011', 'Leptin'})"
"frozenset({'Leptin', 'Q9BQE3', 'Q3KNV8'})"
"frozenset({'Leptin', 'P35225', 'Q6UXL0'})"
"frozenset({'P28290', 'Leptin', 'P27348'})"
"frozenset({'P84022', 'Leptin', 'P05388'})"
"frozenset({'Leptin', 'Q15014', 'Q9Y605'})"
"frozenset({'Leptin', 'Q6VAB6', 'P31944'})"
"frozenset({'Leptin', 'Q8TD22', 'P43657'})"
"frozenset({'Q9C0C2', 'Leptin', 'Q9UIV1'})"
"frozenset({'Leptin', 'P15018', 'Q9HC73'})"
"frozenset({'O00410', 'Leptin', 'Q96FW1'})"
"frozenset({'Leptin', 'P07339', 'Q6ZMR3'})"
"frozenset({'P04843', 'Leptin', 'Q9Y277'})"
"frozenset({'Leptin', 'Q13765', 'P40222'})"
"frozenset({'Leptin', 'Q8WZ19', 'A4D0S4'})"
"frozenset({'P22694', 'Leptin', 'P36507'})"
"frozenset({'P78536', 'Leptin', 'Q16539'})"
"frozenset({'Q6WCQ1', 'Leptin', 'Q13797'})"
"frozenset({'Leptin', 'Q9UJX4', 'O95922'})"
"frozenset({'Leptin', 'Q9HAW0', 'P04792'})"
"frozenset({'P14209', 'P62256', 'Leptin'})"
"frozenset({'Q9BYG3', 'Leptin', 'Q8TAE8'})"
"frozenset({'Leptin', 'Q6EMK4', 'P60371'})"
"frozenset({'Leptin', 'P16471', 'O60674'})"
"frozenset({'P47897', 'Leptin', 'P22626'})"
"frozenset({'Q14657', 'Leptin', 'Q13064'})"
"frozenset({'Leptin', 'Q9Y3T9', 'P05067'})"
"frozenset({'Leptin', 'Q15257', 'P31751'})"
"frozenset({'Leptin', 'Q6UVJ0', 'Q96C92'})"
"frozenset({'Q9NUQ8', 'Q9HCE1', 'Leptin'})"
"frozenset({'O95400', 'Leptin', 'Q9NTZ6'})"
"frozenset({'Leptin', 'Q9UBU9', 'P43490'})"
"frozenset({'Leptin', 'Q9P219', 'P08754'})"
"frozenset({'P49736', 'Leptin', 'P25311'})"
"frozenset({'Leptin', 'Q6DKI1', 'P11161'})"
"frozenset({'O60262', 'Leptin', 'Q8IXE1'})"
"frozenset({'Leptin', 'Q86UX7', 'O60573'})"
"frozenset({'Leptin', 'Q9H3U1', 'Q5TB80'})"
"frozenset({'Leptin', 'P57739', 'P01100'})"
"frozenset({'Q9NVC6', 'Leptin', 'P62487'})"
"frozenset({'Q8NEY1', 'Leptin', 'Q15181'})"
"frozenset({'Leptin', 'Q5XKE5', 'Q8N6Y0'})"
"frozenset({'Q05519', 'Leptin', 'P60520'})"
"frozenset({'Q92922', 'Q8N6R0', 'Leptin'})"
"frozenset({'Leptin', 'Q13501', 'P05161'})"
"frozenset({'Leptin', 'Q9BVG8', 'Q8IXK0'})"
"frozenset({'Leptin', 'Q8TDS5', 'Q15915'})"
"frozenset({'Leptin', 'Q6EMK4', 'Q86VM9'})"
"frozenset({'Q13077', 'Q5T0L3', 'Leptin'})"
"frozenset({'Leptin', 'P09651', 'P80188'})"
"frozenset({'Q8NGI2', 'Leptin', 'P32121'})"
"frozenset({'Leptin', 'P35637', 'Q8IYD8'})"
"frozenset({'Leptin', 'Q9UBK9', 'P03372'})"
"frozenset({'Leptin', 'P07900', 'Q05655'})"
"frozenset({'P05023', 'Leptin', 'P27708'})"
"frozenset({'Q96JN2', 'Leptin', 'P40222'})"
"frozenset({'Leptin', 'P33552', 'P07195'})"
"frozenset({'Leptin', 'Q9NRC8', 'P42704'})"
"frozenset({'Leptin', 'P35414', 'P63211'})"
"frozenset({'Leptin', 'O43707', 'P17301'})"
"frozenset({'P50222', 'Leptin', 'Q96MM3'})"
"frozenset({'P04843', 'Leptin', 'P60520'})"
"frozenset({'Leptin', 'Q13263', 'P12956'})"
"frozenset({'Leptin', 'Q969U6', 'O43318'})"
"frozenset({'Leptin', 'Q9P2B7', 'Q969G5'})"
"frozenset({'Leptin', 'P25705', 'Q13011'})"
"frozenset({'Leptin', 'O43541', 'P51784'})"
