negatives
"frozenset({'Q9UKB1', 'Q14671', 'Wnt'})"
"frozenset({'Q6NT76', 'Wnt', 'Q9Y3M9'})"
"frozenset({'Q9H0I2', 'Q3LI72', 'Wnt'})"
"frozenset({'P06748', 'Wnt', 'Q96EB6'})"
"frozenset({'P16949', 'Wnt', 'O15355'})"
"frozenset({'P38405', 'O76002', 'Wnt'})"
"frozenset({'P67775', 'O15111', 'Wnt'})"
"frozenset({'P11021', 'Wnt', 'P56945'})"
"frozenset({'P55072', 'Q96AC1', 'Wnt'})"
"frozenset({'Q9NZC7', 'Q96P16', 'Wnt'})"
"frozenset({'P08670', 'Wnt', 'P55055'})"
"frozenset({'O00459', 'P27348', 'Wnt'})"
"frozenset({'Wnt', 'P21399', 'Q96C86'})"
"frozenset({'Wnt', 'A8MQ03', 'O43741'})"
"frozenset({'Q96JN2', 'Wnt', 'O14519'})"
"frozenset({'Q99460', 'Wnt', 'P25054'})"
"frozenset({'P05423', 'Wnt', 'Q9UHW5'})"
"frozenset({'Q5JST6', 'Wnt', 'Q96PN8'})"
"frozenset({'P08069', 'P08754', 'Wnt'})"
"frozenset({'Wnt', 'P04150', 'P13500'})"
"frozenset({'P53041', 'Wnt', 'Q9Y266'})"
"frozenset({'Wnt', 'Q8IZP0', 'P22681'})"
"frozenset({'Wnt', 'P43357', 'Q86VH2'})"
"frozenset({'Wnt', 'Q14160', 'P53778'})"
"frozenset({'P31785', 'Wnt', 'P42226'})"
"frozenset({'Wnt', 'Q53HL2', 'P33981'})"
"frozenset({'Wnt', 'Q99873', 'P08621'})"
"frozenset({'Wnt', 'P05067', 'O43542'})"
"frozenset({'P46734', 'Wnt', 'Q15257'})"
"frozenset({'Wnt', 'P43246', 'Q8WXX5'})"
"frozenset({'Wnt', 'O75177', 'Q969G3'})"
"frozenset({'O94829', 'Wnt', 'O43493'})"
"frozenset({'O43324', 'P38606', 'Wnt'})"
"frozenset({'Q96MT8', 'P42858', 'Wnt'})"
"frozenset({'Q8TBB1', 'Wnt', 'Q53G59'})"
"frozenset({'P22735', 'Q5TA76', 'Wnt'})"
"frozenset({'Wnt', 'O94929', 'P12830'})"
"frozenset({'P61964', 'Q8IWI9', 'Wnt'})"
"frozenset({'Wnt', 'P60520', 'Q04637'})"
"frozenset({'P84103', 'Wnt', 'P52597'})"
"frozenset({'Wnt', 'Q86U86', 'Q6STE5'})"
"frozenset({'Wnt', 'Q9NXB0', 'Q15063'})"
"frozenset({'P22314', 'Wnt', 'O14933'})"
"frozenset({'O75582', 'Wnt', 'Q9NV58'})"
"frozenset({'Wnt', 'P61812', 'P36896'})"
"frozenset({'Wnt', 'Q9NZT1', 'P49736'})"
"frozenset({'P19388', 'O00445', 'Wnt'})"
"frozenset({'O60506', 'Wnt', 'O43581'})"
"frozenset({'Q5VZL5', 'Wnt', 'A1L0T0'})"
"frozenset({'P31323', 'Wnt', 'P33176'})"
"frozenset({'Wnt', 'P40855', 'P28070'})"
"frozenset({'Q9NP81', 'Wnt', 'P26639'})"
"frozenset({'P52333', 'Wnt', 'P17655'})"
"frozenset({'P56645', 'Q8TAK6', 'Wnt'})"
"frozenset({'Wnt', 'Q86V24', 'Q6NUS6'})"
"frozenset({'P27482', 'Wnt', 'Q8IV77'})"
"frozenset({'O15496', 'Q9BXY8', 'Wnt'})"
"frozenset({'Q9NS73', 'Wnt', 'Q9UK41'})"
"frozenset({'Q5T6F2', 'Q9NZC7', 'Wnt'})"
"frozenset({'Q9NRI5', 'Wnt', 'P12883'})"
"frozenset({'P29375', 'Wnt', 'P31749'})"
"frozenset({'O00189', 'Wnt', 'P84077'})"
"frozenset({'Wnt', 'Q6NYC8', 'P54257'})"
"frozenset({'O95994', 'Q15323', 'Wnt'})"
"frozenset({'O95782', 'Wnt', 'P63010'})"
"frozenset({'Wnt', 'P24941', 'Q13153'})"
"frozenset({'Wnt', 'P13612', 'P02786'})"
"frozenset({'O43852', 'P80303', 'Wnt'})"
"frozenset({'Q00610', 'Wnt', 'P56537'})"
"frozenset({'Wnt', 'Q13115', 'Q13164'})"
"frozenset({'Q9BQY4', 'Q9BTL3', 'Wnt'})"
"frozenset({'Q15084', 'P54105', 'Wnt'})"
"frozenset({'P54136', 'Q13155', 'Wnt'})"
"frozenset({'A0AV96', 'Q99496', 'Wnt'})"
"frozenset({'Wnt', 'Q9NZN5', 'P63000'})"
"frozenset({'P13051', 'Wnt', 'Q9UMQ6'})"
"frozenset({'Q9NY27', 'Q9Y5Y2', 'Wnt'})"
"frozenset({'P29144', 'Wnt', 'Q9BZP6'})"
"frozenset({'Wnt', 'Q86WV1', 'Q9UJA3'})"
"frozenset({'Wnt', 'Q05193', 'P05067'})"
"frozenset({'Q9H9A6', 'Wnt', 'Q4LDG9'})"
"frozenset({'O00425', 'Wnt', 'Q1KMD3'})"
"frozenset({'P52732', 'Wnt', 'P78362'})"
"frozenset({'P12532', 'Wnt', 'Q8N335'})"
"frozenset({'P62873', 'Q8NGY5', 'Wnt'})"
"frozenset({'Q9GZM8', 'Wnt', 'P60953'})"
"frozenset({'Wnt', 'Q9BZX2', 'Q9HC98'})"
"frozenset({'Q8IWL3', 'P48507', 'Wnt'})"
"frozenset({'P48443', 'Wnt', 'P10827'})"
"frozenset({'Wnt', 'P37840', 'Q99675'})"
"frozenset({'O60936', 'Q9NVF9', 'Wnt'})"
"frozenset({'Wnt', 'Q00537', 'Q9NPE3'})"
"frozenset({'P08473', 'Wnt', 'P68400'})"
"frozenset({'Q9UKW6', 'Wnt', 'Q8N6T7'})"
"frozenset({'Wnt', 'Q16778', 'P16104'})"
"frozenset({'Wnt', 'P35568', 'P62993'})"
"frozenset({'Q00403', 'Wnt', 'P24928'})"
"frozenset({'P29692', 'Wnt', 'P14625'})"
"frozenset({'P31948', 'Wnt', 'Q08752'})"
"frozenset({'Wnt', 'P60033', 'P06748'})"
"frozenset({'P17612', 'Q8NH48', 'Wnt'})"
"frozenset({'Q96TA1', 'Q99459', 'Wnt'})"
"frozenset({'O15400', 'Wnt', 'P22307'})"
"frozenset({'Wnt', 'P05067', 'Q9UNI6'})"
"frozenset({'P35222', 'Wnt', 'P23470'})"
"frozenset({'P18084', 'Wnt', 'P24821'})"
"frozenset({'Wnt', 'Q03111', 'P35226'})"
"frozenset({'Wnt', 'P78362', 'Q86U90'})"
"frozenset({'P06239', 'Wnt', 'Q96IF1'})"
"frozenset({'P01130', 'Wnt', 'Q15036'})"
"frozenset({'P38398', 'Wnt', 'Q8N726'})"
"frozenset({'O00233', 'Wnt', 'P16455'})"
"frozenset({'Q68D86', 'Q9BYV2', 'Wnt'})"
"frozenset({'Wnt', 'P84098', 'P40429'})"
"frozenset({'Q96EY7', 'Wnt', 'O95478'})"
"frozenset({'Q676U5', 'Q9H1Y0', 'Wnt'})"
"frozenset({'P61244', 'Wnt', 'O75486'})"
"frozenset({'Q86VK4', 'Q5JR59', 'Wnt'})"
"frozenset({'Wnt', 'Q9H6D7', 'O75528'})"
"frozenset({'Q86WP2', 'Q9BVV2', 'Wnt'})"
"frozenset({'Q8N6S5', 'O60493', 'Wnt'})"
"frozenset({'Wnt', 'Q53SF7', 'Q99523'})"
"frozenset({'Q96FW1', 'Wnt', 'P56537'})"
"frozenset({'P62873', 'Wnt', 'Q08AM6'})"
"frozenset({'Q9BRQ5', 'Wnt', 'Q96D31'})"
"frozenset({'Wnt', 'P47813', 'Q99613'})"
"frozenset({'Q15058', 'Wnt', 'Q96ST8'})"
"frozenset({'Wnt', 'P14373', 'Q9Y5B8'})"
"frozenset({'Q9UJY5', 'Wnt', 'Q7Z6M1'})"
"frozenset({'Wnt', 'Q13487', 'O14980'})"
"frozenset({'Q9P2W3', 'Wnt', 'P05129'})"
"frozenset({'O00629', 'Wnt', 'A7E2Y1'})"
"frozenset({'Wnt', 'Q96GG9', 'Q9UK73'})"
"frozenset({'Wnt', 'Q96Q83', 'Q15650'})"
"frozenset({'Wnt', 'Q9P0L0', 'Q9NRD1'})"
"frozenset({'Wnt', 'Q13153', 'Q99729'})"
"frozenset({'Q92995', 'Wnt', 'Q96FV9'})"
"frozenset({'Q15154', 'Wnt', 'O95067'})"
"frozenset({'O60896', 'Wnt', 'P46459'})"
"frozenset({'P18846', 'P01100', 'Wnt'})"
"frozenset({'Q9BQB6', 'P21673', 'Wnt'})"
"frozenset({'P35270', 'Wnt', 'P54727'})"
"frozenset({'P09341', 'Wnt', 'P01833'})"
"frozenset({'Q15654', 'Wnt', 'Q92820'})"
"frozenset({'Q9BQC3', 'Wnt', 'Q9BZG8'})"
"frozenset({'Q14314', 'Q9UM82', 'Wnt'})"
"frozenset({'P67870', 'Wnt', 'P42575'})"
"frozenset({'Q9UL18', 'Wnt', 'Q92900'})"
"frozenset({'Wnt', 'P0DMV8', 'Q7L3B6'})"
"frozenset({'Wnt', 'Q9Y2J2', 'P61981'})"
"frozenset({'Wnt', 'O14579', 'Q6NUS6'})"
"frozenset({'Wnt', 'Q9P0L0', 'Q8WXG1'})"
"frozenset({'Q13618', 'Wnt', 'P62195'})"
"frozenset({'Wnt', 'Q9GZX7', 'P07900'})"
"frozenset({'Wnt', 'Q9NTK5', 'P62304'})"
"frozenset({'Wnt', 'Q9P0N5', 'Q8WUY1'})"
"frozenset({'P55040', 'Wnt', 'Q8N6Y0'})"
"frozenset({'Wnt', 'P09884', 'Q9UBU9'})"
"frozenset({'Q8N8A2', 'Wnt', 'Q9NYY3'})"
"frozenset({'Q53S33', 'Wnt', 'Q96GK7'})"
"frozenset({'Wnt', 'Q9BYR5', 'Q5T753'})"
"frozenset({'Q13425', 'Wnt', 'O95477'})"
"frozenset({'Wnt', 'Q15477', 'P50750'})"
"frozenset({'Wnt', 'P08238', 'P33992'})"
"frozenset({'Wnt', 'Q9H9D4', 'Q7L273'})"
"frozenset({'Wnt', 'P01215', 'P0DN86'})"
"frozenset({'Wnt', 'Q99608', 'A1L4K1'})"
"frozenset({'Wnt', 'Q8WUA2', 'P06748'})"
"frozenset({'Q00987', 'Wnt', 'P49841'})"
"frozenset({'P53675', 'P50213', 'Wnt'})"
"frozenset({'Wnt', 'P0DMM9', 'Q16637'})"
"frozenset({'Q9Y6M5', 'Wnt', 'P12830'})"
"frozenset({'Wnt', 'Q9Y6M1', 'P05412'})"
"frozenset({'O14862', 'Q7Z6I8', 'Wnt'})"
"frozenset({'Wnt', 'O43707', 'P62736'})"
"frozenset({'Wnt', 'P51857', 'Q6UX71'})"
"frozenset({'Wnt', 'Q86XP0', 'P09471'})"
"frozenset({'Q12933', 'Wnt', 'P49711'})"
"frozenset({'Q13325', 'Wnt', 'P54725'})"
"frozenset({'Wnt', 'Q05193', 'Q9Y5X1'})"
"frozenset({'Q8IX12', 'Q00987', 'Wnt'})"
"frozenset({'Wnt', 'Q9NXE8', 'Q9ULJ3'})"
"frozenset({'O60911', 'Wnt', 'Q14943'})"
"frozenset({'P00519', 'Wnt', 'Q9Y2J2'})"
"frozenset({'Q86YN1', 'Wnt', 'Q13228'})"
"frozenset({'Q00653', 'Wnt', 'P52272'})"
"frozenset({'P51003', 'Wnt', 'O60508'})"
"frozenset({'Q8NGD2', 'P25098', 'Wnt'})"
"frozenset({'Wnt', 'Q99999', 'P05067'})"
"frozenset({'P08138', 'Wnt', 'Q00994'})"
"frozenset({'P14735', 'P05412', 'Wnt'})"
"frozenset({'Q9H4B4', 'Wnt', 'Q07817'})"
"frozenset({'Wnt', 'Q9H4K1', 'P08670'})"
"frozenset({'Q14164', 'Q00653', 'Wnt'})"
"frozenset({'Wnt', 'Q92858', 'P78559'})"
"frozenset({'Wnt', 'P13637', 'Q9Y3U8'})"
"frozenset({'P01106', 'Q15046', 'Wnt'})"
"frozenset({'Wnt', 'Q96H55', 'P63096'})"
"frozenset({'Q08345', 'P19022', 'Wnt'})"
"frozenset({'P01566', 'Wnt', 'P32927'})"
"frozenset({'Q9NWS0', 'Q8IXW5', 'Wnt'})"
"frozenset({'Wnt', 'Q00610', 'P34932'})"
"frozenset({'Wnt', 'Q96F24', 'Q8TES7'})"
"frozenset({'P01106', 'Wnt', 'P16989'})"
"frozenset({'Wnt', 'P83916', 'Q9BYE7'})"
"frozenset({'Wnt', 'O95678', 'A6NEM1'})"
"frozenset({'Wnt', 'Q14493', 'Q13616'})"
"frozenset({'Q12933', 'P28908', 'Wnt'})"
"frozenset({'A6H8Z2', 'A8MQ03', 'Wnt'})"
"frozenset({'Q13492', 'Wnt', 'Q00610'})"
"frozenset({'Wnt', 'P12645', 'Q96LA8'})"
"frozenset({'P01889', 'Wnt', 'P60900'})"
"frozenset({'P35637', 'Q9UBE0', 'Wnt'})"
"frozenset({'Q9P2G3', 'Q92685', 'Wnt'})"
"frozenset({'Q13137', 'Q13501', 'Wnt'})"
"frozenset({'Wnt', 'P0CG37', 'Q5T4S7'})"
"frozenset({'Q6UXF1', 'P20073', 'Wnt'})"
"frozenset({'Q9NR33', 'Wnt', 'Q13315'})"
"frozenset({'O00206', 'Wnt', 'P11226'})"
"frozenset({'P24394', 'Wnt', 'P01567'})"
"frozenset({'Wnt', 'P49736', 'P22392'})"
"frozenset({'Q9Y272', 'Q9P2W3', 'Wnt'})"
"frozenset({'Q9GZT8', 'Wnt', 'Q99471'})"
"frozenset({'P52803', 'P06213', 'Wnt'})"
"frozenset({'Q9Y5P1', 'Q9P2W3', 'Wnt'})"
"frozenset({'Wnt', 'Q9Y4G8', 'P46937'})"
"frozenset({'Q13618', 'P29590', 'Wnt'})"
"frozenset({'O15320', 'P00519', 'Wnt'})"
"frozenset({'P30040', 'Wnt', 'P16104'})"
"frozenset({'Wnt', 'Q8WXH5', 'P10721'})"
"frozenset({'Q5VWK5', 'Wnt', 'P40225'})"
"frozenset({'Q9Y265', 'Wnt', 'O95568'})"
"frozenset({'Q9BWQ6', 'O43889', 'Wnt'})"
"frozenset({'Q8NHQ1', 'Wnt', 'P17021'})"
"frozenset({'P18206', 'Wnt', 'P98179'})"
"frozenset({'Q9UJV9', 'Wnt', 'P26599'})"
"frozenset({'Q8WYB5', 'Wnt', 'Q96E66'})"
"frozenset({'Q9NU63', 'Wnt', 'Q13263'})"
"frozenset({'P63215', 'Q9UBS5', 'Wnt'})"
"frozenset({'Q15155', 'Wnt', 'Q9NRR5'})"
"frozenset({'Wnt', 'P18084', 'Q08379'})"
"frozenset({'Q92624', 'Wnt', 'Q9GZU1'})"
"frozenset({'Q08380', 'Wnt', 'Q9NRD1'})"
"frozenset({'P52294', 'Q9Y230', 'Wnt'})"
"frozenset({'O43683', 'Q9BYX2', 'Wnt'})"
"frozenset({'P51572', 'Wnt', 'Q96Q45'})"
"frozenset({'Wnt', 'Q6ZMU5', 'P63279'})"
"frozenset({'Wnt', 'P30519', 'Q16891'})"
"frozenset({'Wnt', 'P55809', 'Q16539'})"
"frozenset({'P55072', 'Q6GPH4', 'Wnt'})"
"frozenset({'P14859', 'O43763', 'Wnt'})"
"frozenset({'O15442', 'Wnt', 'P24468'})"
"frozenset({'Q9BTY7', 'Q14181', 'Wnt'})"
"frozenset({'Q9H3S7', 'Wnt', 'P62993'})"
"frozenset({'Wnt', 'Q96CS7', 'Q13233'})"
"frozenset({'Wnt', 'P51681', 'P19876'})"
"frozenset({'P01133', 'Q16620', 'Wnt'})"
"frozenset({'Q969K3', 'Wnt', 'Q13432'})"
"frozenset({'Wnt', 'Q15619', 'O60262'})"
"frozenset({'Q8N357', 'O96008', 'Wnt'})"
"frozenset({'P05141', 'Wnt', 'P31040'})"
"frozenset({'Wnt', 'Q9NRC8', 'Q13601'})"
"frozenset({'Wnt', 'Q14201', 'Q01094'})"
"frozenset({'Wnt', 'Q92794', 'P14635'})"
"frozenset({'Q6ZRQ5', 'Q08945', 'Wnt'})"
"frozenset({'Q96S94', 'Q9HAV0', 'Wnt'})"
"frozenset({'Q96EH3', 'Wnt', 'Q9HD33'})"
"frozenset({'Wnt', 'Q96JM7', 'Q8N653'})"
"frozenset({'Wnt', 'Q9Y3B4', 'Q5BKZ1'})"
"frozenset({'Q9H3G5', 'Wnt', 'Q9H0P0'})"
"frozenset({'O00625', 'Q99497', 'Wnt'})"
"frozenset({'Q9UPW0', 'Wnt', 'P02768'})"
"frozenset({'Q16625', 'Wnt', 'Q8WVE6'})"
"frozenset({'P49247', 'Wnt', 'O14965'})"
"frozenset({'O75716', 'O15162', 'Wnt'})"
"frozenset({'O14508', 'Wnt', 'Q15370'})"
"frozenset({'P19320', 'Q14315', 'Wnt'})"
"frozenset({'Wnt', 'Q13033', 'Q9Y228'})"
"frozenset({'P34897', 'Q8NCD3', 'Wnt'})"
"frozenset({'P61513', 'Wnt', 'P06748'})"
"frozenset({'Wnt', 'P41218', 'Q9BSC4'})"
"frozenset({'Wnt', 'Q6NTF9', 'P49917'})"
"frozenset({'P62987', 'Wnt', 'P49721'})"
"frozenset({'P14923', 'P16284', 'Wnt'})"
"frozenset({'P51610', 'Wnt', 'Q9UMN6'})"
"frozenset({'Wnt', 'P29475', 'P29350'})"
"frozenset({'Wnt', 'Q9Y468', 'P62333'})"
"frozenset({'Wnt', 'Q9NVL8', 'Q99750'})"
"frozenset({'Wnt', 'Q9Y6K9', 'P21579'})"
"frozenset({'Wnt', 'P30793', 'P53778'})"
"frozenset({'Wnt', 'P46779', 'P04637'})"
"frozenset({'Wnt', 'Q5T160', 'P43657'})"
"frozenset({'O75530', 'Wnt', 'P13612'})"
"frozenset({'Q9Y230', 'Wnt', 'O43681'})"
"frozenset({'Wnt', 'Q14152', 'Q96I15'})"
"frozenset({'Wnt', 'P24534', 'P12270'})"
"frozenset({'O75665', 'Wnt', 'Q9NRA8'})"
"frozenset({'Wnt', 'O15211', 'Q5T749'})"
"frozenset({'Wnt', 'P32969', 'P62750'})"
"frozenset({'Wnt', 'Q8IWV7', 'Q9Y287'})"
"frozenset({'O15198', 'Wnt', 'Q01543'})"
"frozenset({'O14908', 'Wnt', 'Q9UM54'})"
"frozenset({'P25786', 'Q5RKV6', 'Wnt'})"
"frozenset({'Q68D86', 'P50222', 'Wnt'})"
"frozenset({'Wnt', 'Q4V328', 'Q5T5S1'})"
"frozenset({'P62269', 'P00533', 'Wnt'})"
"frozenset({'Q9UJW0', 'Q14203', 'Wnt'})"
"frozenset({'Q5H9J7', 'Wnt', 'P43361'})"
"frozenset({'Wnt', 'Q5H9F3', 'Q8WUI4'})"
"frozenset({'O60506', 'Wnt', 'Q13151'})"
"frozenset({'P51957', 'Wnt', 'Q96J42'})"
"frozenset({'P01730', 'Wnt', 'P04899'})"
"frozenset({'Wnt', 'Q13393', 'Q16665'})"
"frozenset({'Q15154', 'Wnt', 'O14777'})"
"frozenset({'Q02978', 'Wnt', 'P17252'})"
"frozenset({'Q9Y5K6', 'Wnt', 'O43248'})"
"frozenset({'Q92915', 'P00533', 'Wnt'})"
"frozenset({'Q9Y316', 'Q9NVR5', 'Wnt'})"
"frozenset({'Wnt', 'Q8IWW6', 'P52198'})"
"frozenset({'Wnt', 'P62891', 'P62899'})"
"frozenset({'Wnt', 'Q13873', 'O00238'})"
"frozenset({'O60832', 'Wnt', 'Q12788'})"
"frozenset({'P08670', 'Wnt', 'O60437'})"
"frozenset({'Wnt', 'Q13233', 'P61981'})"
"frozenset({'Q15654', 'O14980', 'Wnt'})"
"frozenset({'Q8TBB1', 'Wnt', 'Q02446'})"
"frozenset({'P00533', 'Wnt', 'P01116'})"
"frozenset({'Q8IWL3', 'P38117', 'Wnt'})"
"frozenset({'Wnt', 'Q9NNW7', 'Q6PJQ5'})"
"frozenset({'Wnt', 'Q86V81', 'Q6N069'})"
"frozenset({'Wnt', 'P06734', 'P17544'})"
"frozenset({'Q70SY1', 'Q9UDV6', 'Wnt'})"
"frozenset({'P51659', 'Wnt', 'P08567'})"
"frozenset({'Wnt', 'P62714', 'P78563'})"
"frozenset({'Q92847', 'Wnt', 'P21728'})"
"frozenset({'Wnt', 'Q04864', 'Q6UX98'})"
"frozenset({'P09651', 'Wnt', 'O60508'})"
"frozenset({'P18847', 'Wnt', 'P42224'})"
"frozenset({'Wnt', 'Q68J44', 'O75558'})"
"frozenset({'O15321', 'Q9H444', 'Wnt'})"
"frozenset({'Q96RU3', 'Wnt', 'Q9UBU9'})"
"frozenset({'Q96IV0', 'Wnt', 'P05067'})"
"frozenset({'Q9Y3E0', 'Wnt', 'P09382'})"
"frozenset({'Wnt', 'Q5T751', 'Q9NRQ2'})"
"frozenset({'Wnt', 'P51858', 'Q7L2E3'})"
"frozenset({'P62906', 'Wnt', 'O95166'})"
"frozenset({'Q14676', 'Wnt', 'P28288'})"
"frozenset({'Q5JS54', 'Wnt', 'Q9NQR4'})"
"frozenset({'Q5U5Q3', 'Q14152', 'Wnt'})"
"frozenset({'P01106', 'Wnt', 'Q8IU85'})"
"frozenset({'P01100', 'Wnt', 'P13631'})"
"frozenset({'Q96KN7', 'Wnt', 'P45954'})"
"frozenset({'Q8IXK0', 'Wnt', 'Q9BUB7'})"
"frozenset({'Wnt', 'P15884', 'P63279'})"
"frozenset({'Wnt', 'Q96HE9', 'Q1ED39'})"
"frozenset({'Q8IWL3', 'Wnt', 'P45974'})"
"frozenset({'O75787', 'Wnt', 'Q9C0B0'})"
"frozenset({'Wnt', 'P04080', 'O95486'})"
"frozenset({'P06454', 'Wnt', 'Q14145'})"
"frozenset({'P28482', 'Wnt', 'O00429'})"
"frozenset({'Wnt', 'O00533', 'P05412'})"
"frozenset({'O00541', 'Wnt', 'P04637'})"
"frozenset({'Wnt', 'P39687', 'P61758'})"
"frozenset({'Wnt', 'Q9HBI1', 'P13612'})"
"frozenset({'Q9HBI0', 'P63261', 'Wnt'})"
"frozenset({'Q92622', 'Q8IZU0', 'Wnt'})"
"frozenset({'Q8IX12', 'P19320', 'Wnt'})"
"frozenset({'P50991', 'Wnt', 'P13612'})"
"frozenset({'P61626', 'P35637', 'Wnt'})"
"frozenset({'Wnt', 'P28331', 'O96008'})"
"frozenset({'Q9H3G5', 'Wnt', 'A6NK89'})"
"frozenset({'O14531', 'Q9NVR5', 'Wnt'})"
"frozenset({'P16520', 'Wnt', 'P50150'})"
"frozenset({'P58004', 'Wnt', 'P54619'})"
"frozenset({'Wnt', 'P46379', 'Q9UMF0'})"
"frozenset({'Q9Y587', 'Wnt', 'Q10471'})"
"frozenset({'Wnt', 'P07910', 'Q92922'})"
"frozenset({'Wnt', 'Q9P2I0', 'P28070'})"
"frozenset({'Wnt', 'O00151', 'P35609'})"
"frozenset({'Wnt', 'Q9UQM7', 'P62195'})"
"frozenset({'Wnt', 'Q14444', 'Q9UBS0'})"
"frozenset({'Q6ZNC8', 'O60343', 'Wnt'})"
"frozenset({'Q99650', 'P15018', 'Wnt'})"
"frozenset({'Wnt', 'Q9C005', 'Q96MA6'})"
"frozenset({'P60410', 'Wnt', 'Q99853'})"
"frozenset({'Wnt', 'Q9NVX0', 'P46977'})"
"frozenset({'P46781', 'P61326', 'Wnt'})"
"frozenset({'Wnt', 'P26599', 'Q8NE71'})"
"frozenset({'Q9C0J9', 'Wnt', 'Q13547'})"
"frozenset({'Q9BPU6', 'Wnt', 'Q16854'})"
"frozenset({'Wnt', 'P41220', 'Q9ULJ8'})"
"frozenset({'P55072', 'Wnt', 'P25788'})"
"frozenset({'Q8NGN1', 'Q9P2W3', 'Wnt'})"
"frozenset({'Wnt', 'P61353', 'P60520'})"
"frozenset({'Q15631', 'Wnt', 'P62495'})"
"frozenset({'Q15797', 'Q92886', 'Wnt'})"
"frozenset({'P17931', 'Wnt', 'P78318'})"
"frozenset({'P42772', 'Wnt', 'Q9GZT6'})"
"frozenset({'Wnt', 'P08238', 'Q86V86'})"
"frozenset({'Wnt', 'Q96EQ0', 'O95424'})"
"frozenset({'P32969', 'Wnt', 'Q58FG1'})"
"frozenset({'Q9BTV5', 'Q96I34', 'Wnt'})"
"frozenset({'Q86X55', 'Wnt', 'P04637'})"
"frozenset({'P62993', 'Wnt', 'O15511'})"
"frozenset({'P01106', 'Wnt', 'P23634'})"
"frozenset({'Q96AZ1', 'Wnt', 'P07195'})"
"frozenset({'Q16695', 'P49959', 'Wnt'})"
"frozenset({'Q9UBL0', 'P54274', 'Wnt'})"
"frozenset({'O95149', 'Q16643', 'Wnt'})"
"frozenset({'Wnt', 'O14979', 'P31942'})"
"frozenset({'Wnt', 'Q9NUX5', 'Q9H816'})"
"frozenset({'O94826', 'Wnt', 'P04629'})"
"frozenset({'P34897', 'Wnt', 'Q8WYP5'})"
"frozenset({'P38398', 'Q00536', 'Wnt'})"
"frozenset({'Q04206', 'Wnt', 'O95477'})"
"frozenset({'Q05655', 'P10398', 'Wnt'})"
"frozenset({'Wnt', 'P48039', 'Q96A57'})"
"frozenset({'Q6P1N9', 'P07686', 'Wnt'})"
"frozenset({'P18084', 'Wnt', 'P60411'})"
"frozenset({'Wnt', 'Q8N987', 'Q16543'})"
"frozenset({'P49720', 'Wnt', 'Q9UL46'})"
"frozenset({'Q8TD30', 'Wnt', 'P23528'})"
"frozenset({'Wnt', 'A8MQ03', 'O75506'})"
"frozenset({'Wnt', 'Q569K4', 'P35226'})"
"frozenset({'Q9BUI4', 'Wnt', 'Q9NW08'})"
"frozenset({'P32969', 'Wnt', 'P62829'})"
"frozenset({'O00560', 'P0C7X1', 'Wnt'})"
"frozenset({'Q99459', 'P41212', 'Wnt'})"
"frozenset({'Wnt', 'P31943', 'P07947'})"
"frozenset({'Q02880', 'Wnt', 'Q49A26'})"
"frozenset({'O75817', 'Wnt', 'Q9P2D0'})"
"frozenset({'Wnt', 'Q5T751', 'Q9H2X0'})"
"frozenset({'Wnt', 'Q9BYG5', 'P60763'})"
"frozenset({'P01106', 'Q8TBQ9', 'Wnt'})"
"frozenset({'O95155', 'Wnt', 'Q13404'})"
"frozenset({'Wnt', 'P06756', 'Q13683'})"
"frozenset({'P51991', 'Wnt', 'Q9NRC8'})"
"frozenset({'Wnt', 'P27348', 'P18124'})"
"frozenset({'Wnt', 'Q6ZV73', 'P09619'})"
"frozenset({'Wnt', 'P04150', 'Q13772'})"
"frozenset({'Q6ZU80', 'Wnt', 'P30566'})"
"frozenset({'Wnt', 'O15151', 'P38936'})"
"frozenset({'P36542', 'O43570', 'Wnt'})"
"frozenset({'P09651', 'P23528', 'Wnt'})"
"frozenset({'Wnt', 'O43670', 'P52272'})"
"frozenset({'Wnt', 'P19338', 'P26368'})"
"frozenset({'Q8WXU2', 'Wnt', 'Q9GZQ8'})"
"frozenset({'P19387', 'Wnt', 'Q9HCS7'})"
"frozenset({'Wnt', 'Q9NY30', 'Q6ZMZ0'})"
"frozenset({'Q68D86', 'Wnt', 'Q17RB0'})"
"frozenset({'Q9BXS5', 'Wnt', 'Q9Y6Q5'})"
"frozenset({'Wnt', 'Q9HAQ2', 'Q8TAU3'})"
"frozenset({'Wnt', 'Q9Y4K3', 'Q96CX2'})"
"frozenset({'Wnt', 'Q99733', 'Q9C0B0'})"
"frozenset({'P17612', 'Wnt', 'O14581'})"
"frozenset({'Q8IYJ0', 'Wnt', 'Q9UHD9'})"
"frozenset({'Wnt', 'Q9UPW6', 'Q12946'})"
"frozenset({'Wnt', 'O95298', 'Q16795'})"
"frozenset({'Q9UL18', 'Q9H0S4', 'Wnt'})"
"frozenset({'Q3B820', 'P60410', 'Wnt'})"
"frozenset({'P36873', 'Wnt', 'Q9NR20'})"
"frozenset({'Wnt', 'P21333', 'Q4KMQ1'})"
"frozenset({'Q8IX90', 'Q5SW79', 'Wnt'})"
"frozenset({'O94782', 'Wnt', 'O75436'})"
"frozenset({'Q14318', 'P05412', 'Wnt'})"
"frozenset({'Q92499', 'Q86VP6', 'Wnt'})"
"frozenset({'Q14807', 'Q08050', 'Wnt'})"
