negatives
"frozenset({'Q9Y624', 'TNFalpha', 'P12830'})"
"frozenset({'TNFalpha', 'Q07955', 'O43734'})"
"frozenset({'Q16236', 'P61956', 'TNFalpha'})"
"frozenset({'P25800', 'P17542', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q5T653', 'Q99613'})"
"frozenset({'P52272', 'P62277', 'TNFalpha'})"
"frozenset({'P05412', 'TNFalpha', 'P57737'})"
"frozenset({'P63162', 'P31947', 'TNFalpha'})"
"frozenset({'P62750', 'P39023', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P42568', 'Q9HC52'})"
"frozenset({'O60331', 'TNFalpha', 'P19022'})"
"frozenset({'P05771', 'P63218', 'TNFalpha'})"
"frozenset({'Q15797', 'O75177', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q15813', 'P04629'})"
"frozenset({'TNFalpha', 'P05067', 'Q9ULX3'})"
"frozenset({'TNFalpha', 'P32929', 'P08237'})"
"frozenset({'Q8N3V7', 'TNFalpha', 'Q02224'})"
"frozenset({'Q32P28', 'Q7Z422', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q92508', 'P51148'})"
"frozenset({'TNFalpha', 'P41182', 'Q9Y228'})"
"frozenset({'O14965', 'P07814', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O15553', 'Q9H492'})"
"frozenset({'Q12933', 'TNFalpha', 'O94972'})"
"frozenset({'Q12791', 'Q03135', 'TNFalpha'})"
"frozenset({'Q02156', 'Q8IV61', 'TNFalpha'})"
"frozenset({'Q96P70', 'P06748', 'TNFalpha'})"
"frozenset({'Q9NVN8', 'P27635', 'TNFalpha'})"
"frozenset({'Q9H410', 'O60566', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P35240', 'P61247'})"
"frozenset({'Q9BTL4', 'TNFalpha', 'O00629'})"
"frozenset({'Q99471', 'P55771', 'TNFalpha'})"
"frozenset({'Q93074', 'P36956', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9Y605', 'Q0D2H9'})"
"frozenset({'TNFalpha', 'P34897', 'Q16773'})"
"frozenset({'O00308', 'TNFalpha', 'Q4VCS5'})"
"frozenset({'Q8IZC4', 'Q9BY11', 'TNFalpha'})"
"frozenset({'O75147', 'TNFalpha', 'Q13185'})"
"frozenset({'A2RUB6', 'TNFalpha', 'Q15154'})"
"frozenset({'O60880', 'Q15717', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q14694', 'P10275'})"
"frozenset({'P23246', 'TNFalpha', 'Q9Y5N6'})"
"frozenset({'Q9HD42', 'TNFalpha', 'P58304'})"
"frozenset({'P62266', 'Q00839', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q12906', 'P60568'})"
"frozenset({'P09914', 'P62318', 'TNFalpha'})"
"frozenset({'Q8N4C6', 'TNFalpha', 'Q9Y5B8'})"
"frozenset({'Q12967', 'TNFalpha', 'P11234'})"
"frozenset({'O00139', 'TNFalpha', 'Q6IQ55'})"
"frozenset({'TNFalpha', 'Q6NZY4', 'Q15024'})"
"frozenset({'P03372', 'TNFalpha', 'Q8WXU2'})"
"frozenset({'TNFalpha', 'P08575', 'Q86WV1'})"
"frozenset({'P16234', 'O75955', 'TNFalpha'})"
"frozenset({'P11686', 'TNFalpha', 'O60828'})"
"frozenset({'P10599', 'TNFalpha', 'O14732'})"
"frozenset({'Q15287', 'TNFalpha', 'P61326'})"
"frozenset({'Q13232', 'O00746', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P55265', 'O14862'})"
"frozenset({'Q14181', 'Q15047', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q5T4F7', 'O60353'})"
"frozenset({'P20226', 'TNFalpha', 'Q9ULM3'})"
"frozenset({'TNFalpha', 'Q8TEW0', 'Q92692'})"
"frozenset({'Q8NHW5', 'TNFalpha', 'Q92598'})"
"frozenset({'Q9HCE1', 'Q9Y297', 'TNFalpha'})"
"frozenset({'P30566', 'Q96K17', 'TNFalpha'})"
"frozenset({'P48059', 'TNFalpha', 'Q14807'})"
"frozenset({'Q9UKR5', 'P55055', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P30740', 'O60216'})"
"frozenset({'TNFalpha', 'P29400', 'P98095'})"
"frozenset({'P06400', 'P15923', 'TNFalpha'})"
"frozenset({'P35968', 'P42336', 'TNFalpha'})"
"frozenset({'Q13618', 'P07910', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q13620', 'Q9H3H9'})"
"frozenset({'TNFalpha', 'P40937', 'Q9H4L7'})"
"frozenset({'P07858', 'TNFalpha', 'P12830'})"
"frozenset({'Q8IYM1', 'Q99832', 'TNFalpha'})"
"frozenset({'Q99848', 'TNFalpha', 'P56537'})"
"frozenset({'Q13315', 'TNFalpha', 'Q8TAX0'})"
"frozenset({'Q9BRP8', 'P35659', 'TNFalpha'})"
"frozenset({'Q02241', 'O43663', 'TNFalpha'})"
"frozenset({'Q96CV9', 'O14920', 'TNFalpha'})"
"frozenset({'P50222', 'Q15691', 'TNFalpha'})"
"frozenset({'P62258', 'Q9H8Y5', 'TNFalpha'})"
"frozenset({'P20226', 'Q9UBI6', 'TNFalpha'})"
"frozenset({'Q13838', 'TNFalpha', 'O75928'})"
"frozenset({'Q15506', 'O43687', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P04629', 'Q7Z4S6'})"
"frozenset({'Q9H0W8', 'TNFalpha', 'Q15468'})"
"frozenset({'Q16539', 'TNFalpha', 'P17844'})"
"frozenset({'TNFalpha', 'Q9H492', 'O94806'})"
"frozenset({'P41271', 'P46379', 'TNFalpha'})"
"frozenset({'O95831', 'P34932', 'TNFalpha'})"
"frozenset({'P01111', 'Q9NS23', 'TNFalpha'})"
"frozenset({'P40126', 'TNFalpha', 'P18206'})"
"frozenset({'P27348', 'TNFalpha', 'O00257'})"
"frozenset({'O14654', 'TNFalpha', 'Q96GD4'})"
"frozenset({'P49736', 'TNFalpha', 'Q9Y5N6'})"
"frozenset({'P63279', 'TNFalpha', 'O96006'})"
"frozenset({'TNFalpha', 'Q9UN19', 'Q8TDB4'})"
"frozenset({'TNFalpha', 'P13569', 'P51790'})"
"frozenset({'Q9P291', 'Q9NRD5', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P27348', 'P04629'})"
"frozenset({'P00966', 'TNFalpha', 'Q9H8T0'})"
"frozenset({'Q4G0J3', 'TNFalpha', 'P09651'})"
"frozenset({'O43292', 'Q9UL03', 'TNFalpha'})"
"frozenset({'P18075', 'Q13705', 'TNFalpha'})"
"frozenset({'Q13617', 'TNFalpha', 'Q16665'})"
"frozenset({'Q16602', 'O75575', 'TNFalpha'})"
"frozenset({'P84022', 'O43248', 'TNFalpha'})"
"frozenset({'Q99569', 'TNFalpha', 'Q14574'})"
"frozenset({'P40692', 'TNFalpha', 'P04637'})"
"frozenset({'Q8TAG9', 'Q9ULV0', 'TNFalpha'})"
"frozenset({'P20366', 'TNFalpha', 'P25103'})"
"frozenset({'Q86XR8', 'Q9H0W5', 'TNFalpha'})"
"frozenset({'O43707', 'P05556', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P14625', 'P04629'})"
"frozenset({'TNFalpha', 'Q15334', 'Q92796'})"
"frozenset({'Q9UJ70', 'TNFalpha', 'P19838'})"
"frozenset({'Q9GZV5', 'Q14160', 'TNFalpha'})"
"frozenset({'Q13107', 'O43172', 'TNFalpha'})"
"frozenset({'P10415', 'TNFalpha', 'P49768'})"
"frozenset({'TNFalpha', 'P80297', 'Q9NUX5'})"
"frozenset({'P10599', 'Q9H0R8', 'TNFalpha'})"
"frozenset({'O00560', 'TNFalpha', 'Q15631'})"
"frozenset({'TNFalpha', 'Q13619', 'P06733'})"
"frozenset({'TNFalpha', 'P60369', 'Q7Z3I7'})"
"frozenset({'Q13547', 'TNFalpha', 'P10827'})"
"frozenset({'P84022', 'TNFalpha', 'P30304'})"
"frozenset({'Q16531', 'Q8IV20', 'TNFalpha'})"
"frozenset({'P61077', 'TNFalpha', 'Q68DV7'})"
"frozenset({'O60674', 'Q14765', 'TNFalpha'})"
"frozenset({'Q9BVP2', 'TNFalpha', 'Q86VP6'})"
"frozenset({'P54646', 'Q9UGJ0', 'TNFalpha'})"
"frozenset({'P04350', 'TNFalpha', 'P61244'})"
"frozenset({'Q9Y5S9', 'TNFalpha', 'Q07352'})"
"frozenset({'P11766', 'TNFalpha', 'Q12873'})"
"frozenset({'Q8TDS5', 'TNFalpha', 'Q9BVI4'})"
"frozenset({'TNFalpha', 'P63244', 'O95433'})"
"frozenset({'Q8WWY3', 'Q07627', 'TNFalpha'})"
"frozenset({'P51798', 'Q5T3F8', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q401N2', 'Q8IYS2'})"
"frozenset({'P07477', 'TNFalpha', 'P35908'})"
"frozenset({'O43809', 'Q9BWH2', 'TNFalpha'})"
"frozenset({'Q9H0R8', 'P47870', 'TNFalpha'})"
"frozenset({'P06400', 'TNFalpha', 'Q13309'})"
"frozenset({'Q13315', 'P33992', 'TNFalpha'})"
"frozenset({'Q13535', 'P30622', 'TNFalpha'})"
"frozenset({'P62736', 'TNFalpha', 'P27986'})"
"frozenset({'TNFalpha', 'Q16643', 'P19022'})"
"frozenset({'TNFalpha', 'Q92878', 'Q9ULK4'})"
"frozenset({'Q9BRI3', 'Q5J8X5', 'TNFalpha'})"
"frozenset({'Q9UHA2', 'Q17RP2', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9H0U4', 'P13804'})"
"frozenset({'TNFalpha', 'P23771', 'P19022'})"
"frozenset({'Q6NUK1', 'O75955', 'TNFalpha'})"
"frozenset({'Q9UNK0', 'P46459', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9Y2T1', 'Q9HAQ2'})"
"frozenset({'Q96CM4', 'Q9NYB0', 'TNFalpha'})"
"frozenset({'O75144', 'Q9Y6W8', 'TNFalpha'})"
"frozenset({'Q9GZT3', 'TNFalpha', 'Q9NWV8'})"
"frozenset({'Q14999', 'TNFalpha', 'P56537'})"
"frozenset({'Q15831', 'Q8TEW0', 'TNFalpha'})"
"frozenset({'P25490', 'Q07812', 'TNFalpha'})"
"frozenset({'O14807', 'P17252', 'TNFalpha'})"
"frozenset({'Q96CN9', 'Q99633', 'TNFalpha'})"
"frozenset({'P17612', 'Q9NYF0', 'TNFalpha'})"
"frozenset({'P49736', 'Q8IYJ1', 'TNFalpha'})"
"frozenset({'Q15717', 'P02452', 'TNFalpha'})"
"frozenset({'P55769', 'Q13310', 'TNFalpha'})"
"frozenset({'Q96GC9', 'TNFalpha', 'O75143'})"
"frozenset({'P63244', 'TNFalpha', 'Q92615'})"
"frozenset({'Q96HS1', 'Q14197', 'TNFalpha'})"
"frozenset({'Q8NEZ4', 'Q99929', 'TNFalpha'})"
"frozenset({'P11926', 'TNFalpha', 'P43307'})"
"frozenset({'TNFalpha', 'P19784', 'Q99496'})"
"frozenset({'P25788', 'TNFalpha', 'O43752'})"
"frozenset({'Q9BRT9', 'P30044', 'TNFalpha'})"
"frozenset({'P51610', 'TNFalpha', 'Q99549'})"
"frozenset({'P22694', 'TNFalpha', 'P54709'})"
"frozenset({'Q9BYQ6', 'P50222', 'TNFalpha'})"
"frozenset({'P14373', 'Q14995', 'TNFalpha'})"
"frozenset({'P27708', 'TNFalpha', 'P20333'})"
"frozenset({'Q96GG9', 'TNFalpha', 'P24928'})"
"frozenset({'P02452', 'Q9NQ11', 'TNFalpha'})"
"frozenset({'P40926', 'TNFalpha', 'P23381'})"
"frozenset({'Q86UD4', 'A6NEM1', 'TNFalpha'})"
"frozenset({'Q6UVK1', 'P05556', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q96SB4', 'P05230'})"
"frozenset({'Q13618', 'O75449', 'TNFalpha'})"
"frozenset({'Q6IFN5', 'TNFalpha', 'P49407'})"
"frozenset({'P62942', 'P11171', 'TNFalpha'})"
"frozenset({'Q7Z7G0', 'Q9NR56', 'TNFalpha'})"
"frozenset({'Q9UBS4', 'Q5SVS4', 'TNFalpha'})"
"frozenset({'P22392', 'P04181', 'TNFalpha'})"
"frozenset({'Q15334', 'Q96P63', 'TNFalpha'})"
"frozenset({'P03901', 'O95169', 'TNFalpha'})"
"frozenset({'Q9H4A3', 'TNFalpha', 'P55072'})"
"frozenset({'P17612', 'TNFalpha', 'Q92917'})"
"frozenset({'O94905', 'Q9UKV5', 'TNFalpha'})"
"frozenset({'Q14164', 'TNFalpha', 'Q92922'})"
"frozenset({'Q96G46', 'Q16543', 'TNFalpha'})"
"frozenset({'Q96BA8', 'TNFalpha', 'Q9UGM5'})"
"frozenset({'O75446', 'Q01167', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O14980', 'Q08379'})"
"frozenset({'P03372', 'TNFalpha', 'Q8N6H7'})"
"frozenset({'Q9NV06', 'TNFalpha', 'Q9NRC8'})"
"frozenset({'TNFalpha', 'O43677', 'O43678'})"
"frozenset({'TNFalpha', 'O94804', 'O14980'})"
"frozenset({'Q5S007', 'P62979', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O14776', 'Q01860'})"
"frozenset({'P50222', 'TNFalpha', 'P57764'})"
"frozenset({'P68036', 'TNFalpha', 'Q9UNE7'})"
"frozenset({'P83436', 'TNFalpha', 'Q96JB2'})"
"frozenset({'TNFalpha', 'P27986', 'P48357'})"
"frozenset({'Q401N2', 'TNFalpha', 'Q9Y6A1'})"
"frozenset({'Q9Y4K3', 'O95816', 'TNFalpha'})"
"frozenset({'P16871', 'Q06323', 'TNFalpha'})"
"frozenset({'P35590', 'Q16543', 'TNFalpha'})"
"frozenset({'P23458', 'P42336', 'TNFalpha'})"
"frozenset({'O00560', 'TNFalpha', 'Q9Y3C0'})"
"frozenset({'Q9Y265', 'P63092', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P16403', 'P49407'})"
"frozenset({'Q9UHX1', 'Q9C009', 'TNFalpha'})"
"frozenset({'Q9HCN4', 'TNFalpha', 'Q9NZL4'})"
"frozenset({'Q9BQE5', 'TNFalpha', 'P61218'})"
"frozenset({'P68366', 'TNFalpha', 'Q9BQE3'})"
"frozenset({'TNFalpha', 'Q9UKB1', 'Q07864'})"
"frozenset({'P35228', 'TNFalpha', 'P78527'})"
"frozenset({'P0CG20', 'TNFalpha', 'O60806'})"
"frozenset({'P50990', 'Q9NVK5', 'TNFalpha'})"
"frozenset({'Q01850', 'P02766', 'TNFalpha'})"
"frozenset({'Q13315', 'P40337', 'TNFalpha'})"
"frozenset({'Q9UKQ9', 'TNFalpha', 'P01137'})"
"frozenset({'TNFalpha', 'O14654', 'P35240'})"
"frozenset({'Q9GZL7', 'Q9NUU7', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9P015', 'Q86VP6'})"
"frozenset({'P46100', 'TNFalpha', 'P13010'})"
"frozenset({'Q15326', 'Q12933', 'TNFalpha'})"
"frozenset({'Q04637', 'O60216', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P17301', 'P18564'})"
"frozenset({'TNFalpha', 'P04629', 'Q13011'})"
"frozenset({'P15121', 'TNFalpha', 'P61604'})"
"frozenset({'Q9BSB4', 'P55084', 'TNFalpha'})"
"frozenset({'Q6NYC8', 'P07196', 'TNFalpha'})"
"frozenset({'P08151', 'TNFalpha', 'Q15915'})"
"frozenset({'Q96ST3', 'TNFalpha', 'O60907'})"
"frozenset({'Q9BWF3', 'Q96K58', 'TNFalpha'})"
"frozenset({'P07858', 'Q9UNN8', 'TNFalpha'})"
"frozenset({'Q15109', 'TNFalpha', 'O60674'})"
"frozenset({'Q6PF06', 'Q9Y676', 'TNFalpha'})"
"frozenset({'O14777', 'Q8N6Y0', 'TNFalpha'})"
"frozenset({'Q9P244', 'TNFalpha', 'Q86SQ0'})"
"frozenset({'Q16537', 'Q9Y3Z3', 'TNFalpha'})"
"frozenset({'O14967', 'P55058', 'TNFalpha'})"
"frozenset({'P63208', 'P41212', 'TNFalpha'})"
"frozenset({'Q07002', 'TNFalpha', 'Q08379'})"
"frozenset({'Q15831', 'P16104', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q14997', 'O43242'})"
"frozenset({'P04792', 'O75400', 'TNFalpha'})"
"frozenset({'P06702', 'TNFalpha', 'P29353'})"
"frozenset({'P16220', 'TNFalpha', 'Q13557'})"
"frozenset({'Q6NW34', 'TNFalpha', 'P16615'})"
"frozenset({'P0CAP2', 'Q8IWV8', 'TNFalpha'})"
"frozenset({'O95715', 'TNFalpha', 'P32302'})"
"frozenset({'Q92900', 'Q9HAU0', 'TNFalpha'})"
"frozenset({'Q13190', 'TNFalpha', 'Q9NZ43'})"
"frozenset({'Q9NXR7', 'Q6IAN0', 'TNFalpha'})"
"frozenset({'Q9BW85', 'P62807', 'TNFalpha'})"
"frozenset({'Q8WV41', 'TNFalpha', 'Q96HR8'})"
"frozenset({'Q9C0B0', 'P62834', 'TNFalpha'})"
"frozenset({'Q8IX01', 'P58012', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q13156', 'Q01831'})"
"frozenset({'Q9Y6W5', 'Q9Y2A7', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P62736', 'P61586'})"
"frozenset({'P08559', 'TNFalpha', 'P31040'})"
"frozenset({'Q96SU4', 'TNFalpha', 'Q96CS2'})"
"frozenset({'TNFalpha', 'P07550', 'P24539'})"
"frozenset({'Q9BWG6', 'Q99471', 'TNFalpha'})"
"frozenset({'Q99873', 'Q9BUJ2', 'TNFalpha'})"
"frozenset({'Q63HR2', 'Q96A09', 'TNFalpha'})"
"frozenset({'Q8TBB1', 'Q8WYJ6', 'TNFalpha'})"
"frozenset({'Q16695', 'P62993', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q14566', 'Q14683'})"
"frozenset({'Q9H2K2', 'TNFalpha', 'Q9NWV8'})"
"frozenset({'P10644', 'O75386', 'TNFalpha'})"
"frozenset({'Q6ZSZ6', 'TNFalpha', 'Q9P0K8'})"
"frozenset({'Q13315', 'Q6GYQ0', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O75364', 'P04264'})"
"frozenset({'O95429', 'P25685', 'TNFalpha'})"
"frozenset({'P01106', 'TNFalpha', 'Q13075'})"
"frozenset({'P08069', 'TNFalpha', 'P78324'})"
"frozenset({'Q9HCE1', 'P35244', 'TNFalpha'})"
"frozenset({'P35968', 'P09038', 'TNFalpha'})"
"frozenset({'P54826', 'TNFalpha', 'Q15465'})"
"frozenset({'TNFalpha', 'Q9Y6I9', 'B0FP48'})"
"frozenset({'Q96EQ0', 'TNFalpha', 'Q8N131'})"
"frozenset({'Q53HC9', 'O95619', 'TNFalpha'})"
"frozenset({'Q8IYR0', 'Q01546', 'TNFalpha'})"
"frozenset({'P63279', 'TNFalpha', 'P62917'})"
"frozenset({'Q14847', 'Q9UH03', 'TNFalpha'})"
"frozenset({'Q92905', 'P29597', 'TNFalpha'})"
"frozenset({'P11161', 'P18146', 'TNFalpha'})"
"frozenset({'Q9NZJ5', 'P41182', 'TNFalpha'})"
"frozenset({'Q9UHQ9', 'TNFalpha', 'P14854'})"
"frozenset({'O75150', 'P06899', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P43632', 'Q95604'})"
"frozenset({'Q04837', 'P00533', 'TNFalpha'})"
"frozenset({'O43300', 'TNFalpha', 'Q9NV66'})"
"frozenset({'TNFalpha', 'Q92609', 'P31946'})"
"frozenset({'Q8TE49', 'Q9Y4K3', 'TNFalpha'})"
"frozenset({'P12236', 'TNFalpha', 'O95433'})"
"frozenset({'Q9BSJ2', 'P23396', 'TNFalpha'})"
"frozenset({'P07741', 'P07195', 'TNFalpha'})"
"frozenset({'P31689', 'O14773', 'TNFalpha'})"
"frozenset({'Q9UJX2', 'TNFalpha', 'Q13112'})"
"frozenset({'Q6PG37', 'Q9BSI4', 'TNFalpha'})"
"frozenset({'Q5GLZ8', 'TNFalpha', 'P04629'})"
"frozenset({'P18621', 'P06748', 'TNFalpha'})"
"frozenset({'Q92731', 'TNFalpha', 'Q6NVV1'})"
"frozenset({'Q9BRK4', 'TNFalpha', 'Q92614'})"
"frozenset({'TNFalpha', 'Q02930', 'Q6UY14'})"
"frozenset({'O95104', 'TNFalpha', 'Q9NYV4'})"
"frozenset({'O00767', 'P05067', 'TNFalpha'})"
"frozenset({'Q86W42', 'P30153', 'TNFalpha'})"
"frozenset({'O95985', 'P54132', 'TNFalpha'})"
"frozenset({'Q9UBU9', 'Q9H7B2', 'TNFalpha'})"
"frozenset({'O95831', 'O75821', 'TNFalpha'})"
"frozenset({'Q96A33', 'Q8IVT5', 'TNFalpha'})"
"frozenset({'Q9H270', 'Q9P2Y5', 'TNFalpha'})"
"frozenset({'Q9NTK5', 'O43395', 'TNFalpha'})"
"frozenset({'P26368', 'TNFalpha', 'O75937'})"
"frozenset({'TNFalpha', 'Q9UBT2', 'P63146'})"
"frozenset({'Q14050', 'P26010', 'TNFalpha'})"
"frozenset({'Q13616', 'Q93034', 'TNFalpha'})"
"frozenset({'P17931', 'P31994', 'TNFalpha'})"
"frozenset({'P26368', 'O75643', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q5S007', 'Q9H6S3'})"
"frozenset({'P18848', 'Q92793', 'TNFalpha'})"
"frozenset({'P19174', 'Q05655', 'TNFalpha'})"
"frozenset({'O00214', 'P23470', 'TNFalpha'})"
"frozenset({'P13612', 'TNFalpha', 'P56199'})"
"frozenset({'P08195', 'Q9H0W5', 'TNFalpha'})"
"frozenset({'Q8NCM8', 'TNFalpha', 'Q9BVA1'})"
"frozenset({'O14641', 'TNFalpha', 'Q13145'})"
"frozenset({'Q9UGI8', 'TNFalpha', 'Q8N8S7'})"
"frozenset({'P10636', 'P53041', 'TNFalpha'})"
"frozenset({'P27824', 'Q00325', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O76071', 'P49642'})"
"frozenset({'TNFalpha', 'Q8TCU6', 'P62873'})"
"frozenset({'P11586', 'Q49AN0', 'TNFalpha'})"
"frozenset({'Q6IQ23', 'TNFalpha', 'Q14651'})"
"frozenset({'P33151', 'P16284', 'TNFalpha'})"
"frozenset({'Q9H773', 'P53384', 'TNFalpha'})"
"frozenset({'TNFalpha', 'O43889', 'Q969L2'})"
"frozenset({'O95751', 'TNFalpha', 'P05783'})"
"frozenset({'P08047', 'Q15759', 'TNFalpha'})"
"frozenset({'P0DMV9', 'Q9NRD1', 'TNFalpha'})"
"frozenset({'Q9H1K1', 'Q8TBB1', 'TNFalpha'})"
"frozenset({'Q8N1C3', 'Q15111', 'TNFalpha'})"
"frozenset({'O60942', 'TNFalpha', 'O00267'})"
"frozenset({'O15055', 'TNFalpha', 'Q14241'})"
"frozenset({'TNFalpha', 'P60520', 'P07355'})"
"frozenset({'Q14738', 'Q9UF02', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P19883', 'Q5EB52'})"
"frozenset({'Q9Y4A5', 'TNFalpha', 'Q9H2F5'})"
"frozenset({'P98170', 'O95831', 'TNFalpha'})"
"frozenset({'Q9NZJ7', 'TNFalpha', 'P05026'})"
"frozenset({'Q6NUS6', 'TNFalpha', 'Q15084'})"
"frozenset({'P63092', 'TNFalpha', 'Q96H12'})"
"frozenset({'P48730', 'TNFalpha', 'O43312'})"
"frozenset({'Q9NZC7', 'TNFalpha', 'O00401'})"
"frozenset({'Q2M2I8', 'TNFalpha', 'P11021'})"
"frozenset({'P15884', 'Q13111', 'TNFalpha'})"
"frozenset({'P39656', 'P05412', 'TNFalpha'})"
"frozenset({'Q9NWT6', 'Q9H2K2', 'TNFalpha'})"
"frozenset({'Q13404', 'Q9Y4K3', 'TNFalpha'})"
"frozenset({'O75678', 'TNFalpha', 'O14867'})"
"frozenset({'P52292', 'TNFalpha', 'P52294'})"
"frozenset({'Q49A88', 'TNFalpha', 'Q15154'})"
"frozenset({'Q96EY1', 'TNFalpha', 'Q9UNE7'})"
"frozenset({'Q12965', 'TNFalpha', 'Q9UHB6'})"
"frozenset({'P11441', 'Q99729', 'TNFalpha'})"
"frozenset({'P63173', 'Q7L2J0', 'TNFalpha'})"
"frozenset({'Q9NPH3', 'TNFalpha', 'O43187'})"
"frozenset({'TNFalpha', 'P36873', 'Q9NW08'})"
"frozenset({'Q9H2D6', 'Q9NVX0', 'TNFalpha'})"
"frozenset({'P37837', 'TNFalpha', 'P06733'})"
"frozenset({'TNFalpha', 'O60911', 'O43683'})"
"frozenset({'TNFalpha', 'P49116', 'Q13325'})"
"frozenset({'P48061', 'TNFalpha', 'P13611'})"
"frozenset({'Q9UPN4', 'Q86VQ0', 'TNFalpha'})"
"frozenset({'P23458', 'TNFalpha', 'P07900'})"
"frozenset({'Q12906', 'TNFalpha', 'Q14103'})"
"frozenset({'Q9GZQ8', 'P13645', 'TNFalpha'})"
"frozenset({'Q9C0F1', 'P55198', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P17024', 'P60411'})"
"frozenset({'Q9NR50', 'P16989', 'TNFalpha'})"
"frozenset({'P45983', 'P59768', 'TNFalpha'})"
"frozenset({'Q9NQL2', 'TNFalpha', 'Q5VZM2'})"
"frozenset({'Q9P0I2', 'P00533', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q9H228', 'Q6P5W5'})"
"frozenset({'P06400', 'P02545', 'TNFalpha'})"
"frozenset({'Q5NDL2', 'Q5K651', 'TNFalpha'})"
"frozenset({'Q13464', 'Q13315', 'TNFalpha'})"
"frozenset({'Q15596', 'P62805', 'TNFalpha'})"
"frozenset({'Q13480', 'TNFalpha', 'P51451'})"
"frozenset({'Q6P1M3', 'TNFalpha', 'Q12830'})"
"frozenset({'Q04917', 'Q13009', 'TNFalpha'})"
"frozenset({'P35270', 'TNFalpha', 'Q06830'})"
"frozenset({'O95832', 'Q96HJ5', 'TNFalpha'})"
"frozenset({'Q76FK4', 'Q9UPP1', 'TNFalpha'})"
"frozenset({'Q9HBX9', 'P24588', 'TNFalpha'})"
"frozenset({'Q14966', 'TNFalpha', 'Q9Y3M8'})"
"frozenset({'Q8IZP0', 'TNFalpha', 'P61978'})"
"frozenset({'Q9NYB0', 'TNFalpha', 'Q6IBS0'})"
"frozenset({'Q7Z698', 'Q14596', 'TNFalpha'})"
"frozenset({'Q9BXB1', 'A6NHQ2', 'TNFalpha'})"
"frozenset({'P22314', 'O15381', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P49137', 'P11831'})"
"frozenset({'Q9NXF7', 'TNFalpha', 'Q7L5N1'})"
"frozenset({'O95907', 'Q9UBS3', 'TNFalpha'})"
"frozenset({'Q8NHQ1', 'P50402', 'TNFalpha'})"
"frozenset({'P48431', 'TNFalpha', 'Q13112'})"
"frozenset({'Q9H853', 'Q9BSJ2', 'TNFalpha'})"
"frozenset({'P49770', 'P67809', 'TNFalpha'})"
"frozenset({'P63208', 'TNFalpha', 'Q9BQ87'})"
"frozenset({'TNFalpha', 'Q9P2W3', 'P53779'})"
"frozenset({'O75581', 'Q9H461', 'TNFalpha'})"
"frozenset({'Q9HCN3', 'A8MQ03', 'TNFalpha'})"
"frozenset({'TNFalpha', 'Q5T4S7', 'Q5H9I0'})"
"frozenset({'O60262', 'O76100', 'TNFalpha'})"
"frozenset({'P42702', 'P08700', 'TNFalpha'})"
"frozenset({'P63000', 'P52564', 'TNFalpha'})"
"frozenset({'TNFalpha', 'P55809', 'P78406'})"
"frozenset({'O43298', 'Q8WTP8', 'TNFalpha'})"
"frozenset({'O94782', 'O60346', 'TNFalpha'})"
"frozenset({'Q68D86', 'TNFalpha', 'P50221'})"
"frozenset({'Q5JTV8', 'TNFalpha', 'Q5HYA8'})"
"frozenset({'Q7L1I2', 'TNFalpha', 'P07942'})"
"frozenset({'Q9BWT7', 'Q9NU19', 'TNFalpha'})"
