negatives
"frozenset({'P61960', 'Q96EK5', 'IL4'})"
"frozenset({'P62917', 'Q9HAU5', 'IL4'})"
"frozenset({'Q9UBS0', 'IL4', 'P07948'})"
"frozenset({'Q9Y2X3', 'IL4', 'P46777'})"
"frozenset({'O60828', 'IL4', 'Q9BRK4'})"
"frozenset({'Q9H0R8', 'IL4', 'Q99538'})"
"frozenset({'O60260', 'P16989', 'IL4'})"
"frozenset({'Q9UKB1', 'IL4', 'Q9Y266'})"
"frozenset({'P40121', 'P14174', 'IL4'})"
"frozenset({'O00425', 'IL4', 'P78406'})"
"frozenset({'Q13007', 'Q969H0', 'IL4'})"
"frozenset({'P55317', 'IL4', 'P15927'})"
"frozenset({'O60216', 'P49427', 'IL4'})"
"frozenset({'Q9BSI4', 'IL4', 'P36871'})"
"frozenset({'Q16543', 'Q05639', 'IL4'})"
"frozenset({'P06400', 'IL4', 'Q14653'})"
"frozenset({'Q14657', 'Q9UNF1', 'IL4'})"
"frozenset({'Q9Y262', 'Q9P0J7', 'IL4'})"
"frozenset({'Q16623', 'IL4', 'Q9NZ43'})"
"frozenset({'Q92989', 'IL4', 'Q96RW7'})"
"frozenset({'P02751', 'IL4', 'P21980'})"
"frozenset({'Q8N5A5', 'Q96GN5', 'IL4'})"
"frozenset({'Q9UM54', 'P62993', 'IL4'})"
"frozenset({'Q7Z7C8', 'Q02078', 'IL4'})"
"frozenset({'P37231', 'Q9HC78', 'IL4'})"
"frozenset({'P14625', 'P05412', 'IL4'})"
"frozenset({'P51884', 'O00182', 'IL4'})"
"frozenset({'P62195', 'P38936', 'IL4'})"
"frozenset({'Q9UEY8', 'P54253', 'IL4'})"
"frozenset({'P51681', 'P19387', 'IL4'})"
"frozenset({'P82675', 'IL4', 'Q9Y3D5'})"
"frozenset({'Q00653', 'P46782', 'IL4'})"
"frozenset({'Q29983', 'Q68D85', 'IL4'})"
"frozenset({'P11441', 'P63173', 'IL4'})"
"frozenset({'Q00722', 'IL4', 'P21802'})"
"frozenset({'Q16236', 'Q9UGU0', 'IL4'})"
"frozenset({'Q15849', 'IL4', 'Q04941'})"
"frozenset({'Q9H444', 'IL4', 'Q9Y6W3'})"
"frozenset({'C9JCN9', 'IL4', 'P10588'})"
"frozenset({'Q9Y5Y6', 'IL4', 'P26927'})"
"frozenset({'P61978', 'Q9NYB9', 'IL4'})"
"frozenset({'B2RXF5', 'Q99750', 'IL4'})"
"frozenset({'P24863', 'Q96RN5', 'IL4'})"
"frozenset({'Q16543', 'P12931', 'IL4'})"
"frozenset({'Q8N1B4', 'IL4', 'P20338'})"
"frozenset({'O75376', 'P36873', 'IL4'})"
"frozenset({'P27695', 'P30480', 'IL4'})"
"frozenset({'Q92731', 'P24863', 'IL4'})"
"frozenset({'O15042', 'Q9NZC7', 'IL4'})"
"frozenset({'Q9UGK3', 'O15111', 'IL4'})"
"frozenset({'P54652', 'Q6P1J9', 'IL4'})"
"frozenset({'P50750', 'O94979', 'IL4'})"
"frozenset({'Q9BZJ4', 'IL4', 'Q9HCE1'})"
"frozenset({'P15559', 'P17174', 'IL4'})"
"frozenset({'Q96A33', 'P05412', 'IL4'})"
"frozenset({'O96017', 'IL4', 'Q9UBU7'})"
"frozenset({'Q6P3W7', 'IL4', 'P00441'})"
"frozenset({'P61956', 'Q09472', 'IL4'})"
"frozenset({'P18146', 'IL4', 'P40933'})"
"frozenset({'P31749', 'IL4', 'Q15047'})"
"frozenset({'P13929', 'P04040', 'IL4'})"
"frozenset({'Q9HC84', 'P04745', 'IL4'})"
"frozenset({'Q6UXN9', 'Q99877', 'IL4'})"
"frozenset({'O95182', 'IL4', 'O95167'})"
"frozenset({'Q6DN03', 'P61964', 'IL4'})"
"frozenset({'O95905', 'Q9Y5U2', 'IL4'})"
"frozenset({'P48634', 'IL4', 'O15259'})"
"frozenset({'Q8IYD8', 'IL4', 'Q00597'})"
"frozenset({'Q8IVH8', 'P04629', 'IL4'})"
"frozenset({'P23284', 'IL4', 'Q9NZ45'})"
"frozenset({'Q13042', 'Q9H1A4', 'IL4'})"
"frozenset({'Q9ULL4', 'IL4', 'Q8TDG2'})"
"frozenset({'Q96HU1', 'IL4', 'Q96DA2'})"
"frozenset({'P32121', 'Q8NGN1', 'IL4'})"
"frozenset({'Q6ZU35', 'IL4', 'P21333'})"
"frozenset({'Q96HW7', 'O43493', 'IL4'})"
"frozenset({'Q96F44', 'P61077', 'IL4'})"
"frozenset({'Q9NRY5', 'IL4', 'Q05329'})"
"frozenset({'Q07020', 'IL4', 'P05141'})"
"frozenset({'Q99750', 'Q9NV39', 'IL4'})"
"frozenset({'Q712K3', 'Q969U6', 'IL4'})"
"frozenset({'P36915', 'IL4', 'P09972'})"
"frozenset({'Q8TAP6', 'Q2MKA7', 'IL4'})"
"frozenset({'O60921', 'P00492', 'IL4'})"
"frozenset({'P21359', 'IL4', 'Q6Y7W6'})"
"frozenset({'O95197', 'Q6DD88', 'IL4'})"
"frozenset({'P32121', 'Q10567', 'IL4'})"
"frozenset({'Q9UBU9', 'IL4', 'P61020'})"
"frozenset({'P62750', 'Q9UNX3', 'IL4'})"
"frozenset({'Q96AX9', 'IL4', 'Q9UHD2'})"
"frozenset({'O00585', 'P51686', 'IL4'})"
"frozenset({'Q7RTY3', 'IL4', 'Q9BSL1'})"
"frozenset({'P41250', 'Q8IU60', 'IL4'})"
"frozenset({'P31150', 'P04424', 'IL4'})"
"frozenset({'P27348', 'P46108', 'IL4'})"
"frozenset({'P32121', 'P49682', 'IL4'})"
"frozenset({'Q9Y4K3', 'IL4', 'Q9Y3U8'})"
"frozenset({'Q53TS8', 'Q14192', 'IL4'})"
"frozenset({'O14965', 'Q16821', 'IL4'})"
"frozenset({'Q08379', 'Q9UBU8', 'IL4'})"
"frozenset({'P12830', 'IL4', 'O60645'})"
"frozenset({'Q6UN15', 'IL4', 'P68400'})"
"frozenset({'Q9BYJ9', 'IL4', 'P04637'})"
"frozenset({'P78536', 'IL4', 'P10586'})"
"frozenset({'Q9Y2X8', 'IL4', 'Q8N9I9'})"
"frozenset({'Q86VI4', 'IL4', 'O14964'})"
"frozenset({'P98194', 'IL4', 'Q9Y279'})"
"frozenset({'P50914', 'P62736', 'IL4'})"
"frozenset({'Q9UHX1', 'IL4', 'Q96DG6'})"
"frozenset({'P08621', 'IL4', 'P62304'})"
"frozenset({'P11233', 'Q15649', 'IL4'})"
"frozenset({'O43597', 'IL4', 'P28799'})"
"frozenset({'Q09161', 'IL4', 'Q9BY77'})"
"frozenset({'P52742', 'P20073', 'IL4'})"
"frozenset({'O95149', 'IL4', 'Q14974'})"
"frozenset({'A5D8V7', 'IL4', 'O95295'})"
"frozenset({'Q9Y297', 'IL4', 'P07910'})"
"frozenset({'Q15393', 'IL4', 'P63162'})"
"frozenset({'A8MTZ0', 'IL4', 'Q96RK4'})"
"frozenset({'Q9Y698', 'O60563', 'IL4'})"
"frozenset({'Q8WUE5', 'IL4', 'A0JNW5'})"
"frozenset({'P62829', 'P82912', 'IL4'})"
"frozenset({'Q13616', 'IL4', 'P57078'})"
"frozenset({'P05129', 'IL4', 'Q86VW2'})"
"frozenset({'P06576', 'P25788', 'IL4'})"
"frozenset({'P27348', 'P10636', 'IL4'})"
"frozenset({'Q86VP6', 'P62736', 'IL4'})"
"frozenset({'Q8TAP6', 'P25490', 'IL4'})"
"frozenset({'Q9Y2J2', 'Q9HCE7', 'IL4'})"
"frozenset({'P55209', 'P13984', 'IL4'})"
"frozenset({'Q9H2G2', 'P23760', 'IL4'})"
"frozenset({'Q96SB4', 'IL4', 'P09651'})"
"frozenset({'Q9NQ29', 'Q9Y2W1', 'IL4'})"
"frozenset({'Q92731', 'Q9UBC2', 'IL4'})"
"frozenset({'O95834', 'P63092', 'IL4'})"
"frozenset({'Q9NV70', 'IL4', 'Q15051'})"
"frozenset({'Q03154', 'IL4', 'P06748'})"
"frozenset({'Q9Y4A8', 'Q14494', 'IL4'})"
"frozenset({'Q8WZ60', 'IL4', 'P08238'})"
"frozenset({'Q9GZV8', 'IL4', 'P09234'})"
"frozenset({'P01857', 'P02671', 'IL4'})"
"frozenset({'Q96AG4', 'IL4', 'P51858'})"
"frozenset({'Q92734', 'O75593', 'IL4'})"
"frozenset({'Q9BUN8', 'IL4', 'A0FGR8'})"
"frozenset({'P83881', 'P05386', 'IL4'})"
"frozenset({'Q04206', 'Q00005', 'IL4'})"
"frozenset({'Q9ULK5', 'IL4', 'Q86X19'})"
"frozenset({'P42766', 'P61927', 'IL4'})"
"frozenset({'Q9HAT8', 'IL4', 'P47985'})"
"frozenset({'IL4', 'Q9NRQ2', 'Q9BYR5'})"
"frozenset({'Q9GZV4', 'Q04864', 'IL4'})"
"frozenset({'P03372', 'O43809', 'IL4'})"
"frozenset({'Q13509', 'P05141', 'IL4'})"
"frozenset({'P50914', 'Q5T280', 'IL4'})"
"frozenset({'P47914', 'P40337', 'IL4'})"
"frozenset({'O14733', 'Q16539', 'IL4'})"
"frozenset({'P07339', 'Q93050', 'IL4'})"
"frozenset({'Q9UBU9', 'IL4', 'Q9NZB2'})"
"frozenset({'Q14141', 'IL4', 'Q9UH03'})"
"frozenset({'Q92922', 'Q8NDD1', 'IL4'})"
"frozenset({'P08621', 'P11441', 'IL4'})"
"frozenset({'IL4', 'P07711', 'P09668'})"
"frozenset({'Q969G2', 'P36404', 'IL4'})"
"frozenset({'P42229', 'O14543', 'IL4'})"
"frozenset({'O43663', 'P36941', 'IL4'})"
"frozenset({'P55735', 'IL4', 'Q9NRC8'})"
"frozenset({'Q8IYB1', 'Q15468', 'IL4'})"
"frozenset({'P63000', 'Q9Y3L3', 'IL4'})"
"frozenset({'P11274', 'IL4', 'P29353'})"
"frozenset({'O00400', 'IL4', 'P61106'})"
"frozenset({'Q7Z3S9', 'IL4', 'Q96HV5'})"
"frozenset({'P32881', 'IL4', 'O14879'})"
"frozenset({'Q16540', 'IL4', 'Q7Z7F7'})"
"frozenset({'P21675', 'P56975', 'IL4'})"
"frozenset({'P07814', 'O75494', 'IL4'})"
"frozenset({'Q92831', 'Q92793', 'IL4'})"
"frozenset({'Q96GD4', 'P25788', 'IL4'})"
"frozenset({'O95817', 'IL4', 'Q8TEW6'})"
"frozenset({'P13645', 'Q7L5N1', 'IL4'})"
"frozenset({'Q9P0M6', 'IL4', 'Q8N257'})"
"frozenset({'Q8IWL3', 'Q8NAN2', 'IL4'})"
"frozenset({'Q8NBB4', 'Q08378', 'IL4'})"
"frozenset({'Q6NUN9', 'P28288', 'IL4'})"
"frozenset({'Q96AY4', 'Q8N960', 'IL4'})"
"frozenset({'Q9Y6K9', 'IL4', 'Q6WCQ1'})"
"frozenset({'P27694', 'Q13469', 'IL4'})"
"frozenset({'O14682', 'IL4', 'P08238'})"
"frozenset({'P16333', 'IL4', 'P42768'})"
"frozenset({'P10451', 'IL4', 'P78559'})"
"frozenset({'Q96PU5', 'Q9Y4G8', 'IL4'})"
"frozenset({'P49759', 'O43405', 'IL4'})"
"frozenset({'Q9BUB5', 'IL4', 'O14980'})"
"frozenset({'Q02413', 'IL4', 'P60520'})"
"frozenset({'Q9P0K7', 'P62993', 'IL4'})"
"frozenset({'Q16643', 'IL4', 'P04637'})"
"frozenset({'IL4', 'Q9HCE1', 'P31942'})"
"frozenset({'P27361', 'P17655', 'IL4'})"
"frozenset({'Q96PU5', 'IL4', 'Q8WVE6'})"
"frozenset({'O95630', 'P19438', 'IL4'})"
"frozenset({'P17174', 'P24666', 'IL4'})"
"frozenset({'Q9Y2J4', 'Q9Y217', 'IL4'})"
"frozenset({'Q16790', 'P35221', 'IL4'})"
"frozenset({'Q6UXH1', 'IL4', 'P10124'})"
"frozenset({'O15504', 'IL4', 'Q5SRE5'})"
"frozenset({'Q96D46', 'P07814', 'IL4'})"
"frozenset({'P37088', 'P51170', 'IL4'})"
"frozenset({'Q14999', 'IL4', 'P10644'})"
"frozenset({'IL4', 'Q86X19', 'Q8NB49'})"
"frozenset({'P27105', 'IL4', 'P61006'})"
"frozenset({'Q96RT8', 'IL4', 'P04629'})"
"frozenset({'Q9Y3C7', 'P42858', 'IL4'})"
"frozenset({'P55010', 'Q92686', 'IL4'})"
"frozenset({'Q9NWA0', 'Q9H944', 'IL4'})"
"frozenset({'Q05586', 'O60391', 'IL4'})"
"frozenset({'O94805', 'Q92784', 'IL4'})"
"frozenset({'Q9Y4J8', 'IL4', 'Q15049'})"
"frozenset({'Q13206', 'Q13895', 'IL4'})"
"frozenset({'O14965', 'IL4', 'P39019'})"
"frozenset({'Q07157', 'Q9NRM7', 'IL4'})"
"frozenset({'P15509', 'P35225', 'IL4'})"
"frozenset({'Q16659', 'P55060', 'IL4'})"
"frozenset({'IL4', 'P17066', 'Q9H2C0'})"
"frozenset({'P27694', 'IL4', 'Q9BUN8'})"
"frozenset({'Q99558', 'IL4', 'P05455'})"
"frozenset({'O00212', 'IL4', 'A1A4S6'})"
"frozenset({'Q6P161', 'P49450', 'IL4'})"
"frozenset({'Q13496', 'IL4', 'O00499'})"
"frozenset({'Q53GS9', 'P42695', 'IL4'})"
"frozenset({'P26038', 'IL4', 'O43252'})"
"frozenset({'O00541', 'Q96GQ7', 'IL4'})"
"frozenset({'P09038', 'P08069', 'IL4'})"
"frozenset({'Q13554', 'IL4', 'P62913'})"
"frozenset({'P11021', 'Q6NUS6', 'IL4'})"
"frozenset({'P09001', 'P05067', 'IL4'})"
"frozenset({'Q9BW92', 'P05412', 'IL4'})"
"frozenset({'Q9H6E5', 'P48431', 'IL4'})"
"frozenset({'Q13428', 'IL4', 'O14980'})"
"frozenset({'Q13698', 'P28223', 'IL4'})"
"frozenset({'P48380', 'P48378', 'IL4'})"
"frozenset({'P00519', 'P43351', 'IL4'})"
"frozenset({'P68104', 'IL4', 'Q9NPH0'})"
"frozenset({'P11142', 'Q99614', 'IL4'})"
"frozenset({'P62873', 'IL4', 'P50148'})"
"frozenset({'Q3ZCM7', 'IL4', 'P11464'})"
"frozenset({'P06899', 'Q969P0', 'IL4'})"
"frozenset({'Q13485', 'IL4', 'Q96LZ3'})"
"frozenset({'P02768', 'IL4', 'Q92628'})"
"frozenset({'P42766', 'P62888', 'IL4'})"
"frozenset({'O75593', 'P35548', 'IL4'})"
"frozenset({'Q5TB80', 'IL4', 'Q5W0U4'})"
"frozenset({'P55735', 'IL4', 'P00533'})"
"frozenset({'P55040', 'Q6A162', 'IL4'})"
"frozenset({'P06400', 'IL4', 'O75832'})"
"frozenset({'P62195', 'IL4', 'Q13133'})"
"frozenset({'O95999', 'IL4', 'O14980'})"
"frozenset({'Q9Y2G5', 'IL4', 'Q9H492'})"
"frozenset({'P05386', 'Q13618', 'IL4'})"
"frozenset({'Q09472', 'IL4', 'Q02548'})"
"frozenset({'O94953', 'IL4', 'O00571'})"
"frozenset({'O60336', 'Q7Z3S9', 'IL4'})"
"frozenset({'Q9UPR3', 'IL4', 'Q15154'})"
"frozenset({'Q8WXS5', 'IL4', 'P67775'})"
"frozenset({'P09651', 'IL4', 'P20700'})"
"frozenset({'Q13423', 'IL4', 'P09651'})"
"frozenset({'Q14191', 'IL4', 'Q92519'})"
"frozenset({'P98170', 'IL4', 'Q9UHV2'})"
"frozenset({'P22314', 'Q16531', 'IL4'})"
"frozenset({'P0DP25', 'P08865', 'IL4'})"
"frozenset({'P39023', 'IL4', 'O15479'})"
"frozenset({'Q9ULT8', 'Q969S3', 'IL4'})"
"frozenset({'O43776', 'IL4', 'P49588'})"
"frozenset({'Q9Y478', 'IL4', 'P31153'})"
"frozenset({'Q96SB4', 'IL4', 'P17844'})"
"frozenset({'Q9Y2X3', 'Q8NI36', 'IL4'})"
"frozenset({'Q13885', 'Q13418', 'IL4'})"
"frozenset({'Q86VR2', 'IL4', 'P00395'})"
"frozenset({'Q13286', 'P42166', 'IL4'})"
"frozenset({'P01891', 'P04222', 'IL4'})"
"frozenset({'O15511', 'IL4', 'P59998'})"
"frozenset({'Q9UHV8', 'IL4', 'P32242'})"
"frozenset({'P51991', 'P06576', 'IL4'})"
"frozenset({'P0DP25', 'IL4', 'Q8NCR3'})"
"frozenset({'Q00839', 'P62851', 'IL4'})"
"frozenset({'O60262', 'IL4', 'Q8WZ84'})"
"frozenset({'Q9Y2X3', 'O00566', 'IL4'})"
"frozenset({'O95793', 'IL4', 'P46781'})"
"frozenset({'Q15287', 'IL4', 'P62277'})"
"frozenset({'P23284', 'P07237', 'IL4'})"
"frozenset({'Q5VYV7', 'Q9NT62', 'IL4'})"
"frozenset({'Q06124', 'IL4', 'Q96DU3'})"
"frozenset({'Q99689', 'P54257', 'IL4'})"
"frozenset({'P61221', 'O60264', 'IL4'})"
"frozenset({'P21359', 'IL4', 'Q96S53'})"
"frozenset({'O14640', 'Q9Y6M4', 'IL4'})"
"frozenset({'O00548', 'P49768', 'IL4'})"
"frozenset({'A2VEC9', 'Q9ULK2', 'IL4'})"
"frozenset({'P11908', 'Q9Y3A5', 'IL4'})"
"frozenset({'Q9UL42', 'Q8TEW0', 'IL4'})"
"frozenset({'Q14919', 'IL4', 'Q92956'})"
"frozenset({'P62318', 'P05412', 'IL4'})"
"frozenset({'P42785', 'Q9H1E3', 'IL4'})"
"frozenset({'Q8IXR5', 'Q86UK7', 'IL4'})"
"frozenset({'P55347', 'Q01664', 'IL4'})"
"frozenset({'Q15973', 'Q6AZW8', 'IL4'})"
"frozenset({'Q9Y2Q9', 'Q14197', 'IL4'})"
"frozenset({'Q9H0D6', 'Q14562', 'IL4'})"
"frozenset({'Q07020', 'P19338', 'IL4'})"
"frozenset({'Q6UWB1', 'P13725', 'IL4'})"
"frozenset({'Q96HP0', 'Q7L0Q8', 'IL4'})"
"frozenset({'P54727', 'Q86VP1', 'IL4'})"
"frozenset({'Q05639', 'P24534', 'IL4'})"
"frozenset({'Q5BJF6', 'IL4', 'Q9UDY2'})"
"frozenset({'O14735', 'P11441', 'IL4'})"
"frozenset({'O95490', 'IL4', 'Q14653'})"
"frozenset({'O60260', 'P07355', 'IL4'})"
"frozenset({'Q9NZM3', 'Q9UBC2', 'IL4'})"
"frozenset({'Q14164', 'IL4', 'P50539'})"
"frozenset({'P08670', 'P80723', 'IL4'})"
"frozenset({'Q86T90', 'Q8IYR0', 'IL4'})"
"frozenset({'Q13501', 'IL4', 'P21980'})"
"frozenset({'IL4', 'P46531', 'Q14469'})"
"frozenset({'Q13190', 'O14653', 'IL4'})"
"frozenset({'Q9P287', 'IL4', 'P27635'})"
"frozenset({'P19387', 'IL4', 'P19447'})"
"frozenset({'O75528', 'IL4', 'Q8N3L3'})"
"frozenset({'P41218', 'Q8NI36', 'IL4'})"
"frozenset({'Q9Y4K3', 'IL4', 'P14550'})"
"frozenset({'Q6PCD5', 'P50990', 'IL4'})"
"frozenset({'O15344', 'P61077', 'IL4'})"
"frozenset({'Q8N983', 'O43678', 'IL4'})"
"frozenset({'O14745', 'IL4', 'O95999'})"
"frozenset({'O00273', 'P04792', 'IL4'})"
"frozenset({'IL4', 'P16615', 'O95718'})"
"frozenset({'Q52LA3', 'Q09028', 'IL4'})"
"frozenset({'P62841', 'Q15287', 'IL4'})"
"frozenset({'P61224', 'P52742', 'IL4'})"
"frozenset({'Q9BV90', 'IL4', 'Q8N684'})"
"frozenset({'Q13838', 'IL4', 'Q9P127'})"
"frozenset({'O43353', 'IL4', 'Q9Y6R4'})"
"frozenset({'Q9NQW1', 'Q9Y6B6', 'IL4'})"
"frozenset({'P0C1H6', 'P0C0S5', 'IL4'})"
"frozenset({'P00742', 'P50452', 'IL4'})"
"frozenset({'O00410', 'IL4', 'Q8WXK1'})"
"frozenset({'P60411', 'IL4', 'Q9Y5A6'})"
"frozenset({'P12882', 'Q9UQB9', 'IL4'})"
"frozenset({'Q9UHD9', 'IL4', 'Q13049'})"
"frozenset({'P06756', 'IL4', 'Q01955'})"
"frozenset({'Q401N2', 'IL4', 'Q8NHP6'})"
"frozenset({'Q969Y2', 'IL4', 'Q9H4K1'})"
"frozenset({'IL4', 'P09622', 'O95379'})"
"frozenset({'O95863', 'P33151', 'IL4'})"
"frozenset({'IL4', 'P26371', 'Q9UBK9'})"
"frozenset({'P05166', 'Q14197', 'IL4'})"
"frozenset({'P34932', 'Q9UBN7', 'IL4'})"
"frozenset({'P40238', 'P01579', 'IL4'})"
"frozenset({'Q5H9K5', 'IL4', 'P13196'})"
"frozenset({'Q9P2K5', 'P04629', 'IL4'})"
"frozenset({'Q9Y234', 'P05067', 'IL4'})"
"frozenset({'IL4', 'Q14749', 'Q9BYR5'})"
"frozenset({'Q13509', 'P51149', 'IL4'})"
"frozenset({'Q9ULK4', 'Q93074', 'IL4'})"
"frozenset({'Q9NXH9', 'P15313', 'IL4'})"
"frozenset({'P55210', 'P98170', 'IL4'})"
"frozenset({'Q9Y4K3', 'P50502', 'IL4'})"
"frozenset({'Q9H0E3', 'IL4', 'Q16594'})"
"frozenset({'P30876', 'IL4', 'P21281'})"
"frozenset({'P18146', 'Q99471', 'IL4'})"
"frozenset({'Q6PJQ5', 'IL4', 'Q13627'})"
"frozenset({'Q05397', 'P59768', 'IL4'})"
"frozenset({'P23919', 'IL4', 'P25054'})"
"frozenset({'P53671', 'IL4', 'P08238'})"
"frozenset({'Q9Y4E8', 'P30566', 'IL4'})"
"frozenset({'P63104', 'O94875', 'IL4'})"
"frozenset({'Q6PGQ7', 'IL4', 'P38398'})"
"frozenset({'Q99755', 'Q8N5Z5', 'IL4'})"
"frozenset({'Q8TAP6', 'IL4', 'Q9Y3D3'})"
"frozenset({'P20962', 'IL4', 'P28702'})"
"frozenset({'P98082', 'IL4', 'Q9UHB6'})"
"frozenset({'P0DP23', 'IL4', 'P30622'})"
"frozenset({'P68366', 'P22676', 'IL4'})"
"frozenset({'Q13185', 'Q9BWN1', 'IL4'})"
"frozenset({'Q8TAA3', 'P60900', 'IL4'})"
"frozenset({'P13693', 'IL4', 'P40337'})"
"frozenset({'P52333', 'Q9Y6K9', 'IL4'})"
"frozenset({'P49662', 'O14727', 'IL4'})"
"frozenset({'P62258', 'Q3V6T2', 'IL4'})"
"frozenset({'P16104', 'P14649', 'IL4'})"
"frozenset({'P30050', 'IL4', 'P83731'})"
"frozenset({'Q93009', 'IL4', 'P38398'})"
"frozenset({'P36894', 'Q13145', 'IL4'})"
"frozenset({'O14746', 'IL4', 'P06733'})"
"frozenset({'P36969', 'IL4', 'P00441'})"
"frozenset({'Q9Y383', 'Q15910', 'IL4'})"
"frozenset({'P32121', 'IL4', 'Q96G25'})"
"frozenset({'Q9Y4W2', 'Q9BY84', 'IL4'})"
"frozenset({'Q6NUS6', 'P05023', 'IL4'})"
"frozenset({'Q6ZU52', 'IL4', 'P31947'})"
"frozenset({'Q96JH8', 'O75771', 'IL4'})"
"frozenset({'O75128', 'IL4', 'Q9UKS6'})"
"frozenset({'P06737', 'Q99714', 'IL4'})"
"frozenset({'P62081', 'IL4', 'P62249'})"
"frozenset({'Q16543', 'Q9BSF8', 'IL4'})"
"frozenset({'Q9P287', 'IL4', 'Q96FV9'})"
"frozenset({'P06881', 'IL4', 'Q16602'})"
"frozenset({'Q8TEP8', 'Q96KS0', 'IL4'})"
"frozenset({'Q9UKX5', 'IL4', 'O75369'})"
"frozenset({'P54132', 'IL4', 'Q9NRC8'})"
"frozenset({'Q99459', 'IL4', 'P09012'})"
"frozenset({'O60356', 'E9PAV3', 'IL4'})"
"frozenset({'P07199', 'IL4', 'Q5VTD9'})"
"frozenset({'P61513', 'P18077', 'IL4'})"
"frozenset({'Q01860', 'P04264', 'IL4'})"
"frozenset({'Q8NBB4', 'P29083', 'IL4'})"
"frozenset({'Q9H6T3', 'Q8IVT5', 'IL4'})"
"frozenset({'O95782', 'O00291', 'IL4'})"
"frozenset({'Q86VI1', 'IL4', 'Q7Z3Y8'})"
"frozenset({'P54259', 'Q92824', 'IL4'})"
"frozenset({'P22314', 'Q15046', 'IL4'})"
"frozenset({'P31947', 'IL4', 'Q9NYL2'})"
"frozenset({'Q9P2P5', 'Q9Y295', 'IL4'})"
"frozenset({'Q14657', 'P04731', 'IL4'})"
"frozenset({'P52744', 'Q99750', 'IL4'})"
"frozenset({'Q14194', 'IL4', 'P55774'})"
"frozenset({'P01100', 'P01215', 'IL4'})"
"frozenset({'P54725', 'O00487', 'IL4'})"
"frozenset({'Q16665', 'Q9Y2M5', 'IL4'})"
"frozenset({'O00716', 'Q68E01', 'IL4'})"
"frozenset({'P38646', 'IL4', 'P21796'})"
"frozenset({'P60468', 'Q8N726', 'IL4'})"
"frozenset({'P63092', 'P59768', 'IL4'})"
"frozenset({'Q15599', 'Q9Y6N9', 'IL4'})"
"frozenset({'Q14457', 'P08709', 'IL4'})"
"frozenset({'O00459', 'IL4', 'P43403'})"
"frozenset({'Q92731', 'P18124', 'IL4'})"
"frozenset({'P28340', 'IL4', 'Q5VVQ6'})"
"frozenset({'Q6NUS6', 'P05556', 'IL4'})"
"frozenset({'O94986', 'Q9UBB4', 'IL4'})"
"frozenset({'IL4', 'Q8WXX5', 'P43246'})"
"frozenset({'P22087', 'IL4', 'Q9H8G1'})"
"frozenset({'Q9UBU9', 'O75150', 'IL4'})"
"frozenset({'Q9UBU9', 'P30086', 'IL4'})"
"frozenset({'P10321', 'IL4', 'Q8N1L9'})"
"frozenset({'Q13619', 'P10809', 'IL4'})"
"frozenset({'Q8NH50', 'IL4', 'P22612'})"
"frozenset({'P09001', 'P62241', 'IL4'})"
"frozenset({'O14965', 'Q9Y618', 'IL4'})"
"frozenset({'P04629', 'Q16698', 'IL4'})"
"frozenset({'Q8NBX0', 'IL4', 'Q92466'})"
"frozenset({'IL4', 'Q96PM5', 'P62158'})"
"frozenset({'Q9Y698', 'P48058', 'IL4'})"
"frozenset({'Q9Y2I8', 'Q96FV0', 'IL4'})"
"frozenset({'P0C1H6', 'Q71UI9', 'IL4'})"
"frozenset({'Q9UHF4', 'IL4', 'Q969D9'})"
"frozenset({'P22455', 'IL4', 'Q99963'})"
"frozenset({'P63244', 'IL4', 'Q9UM73'})"
"frozenset({'Q00005', 'Q9BXT2', 'IL4'})"
"frozenset({'P54886', 'Q8IWV8', 'IL4'})"
"frozenset({'P62140', 'O60828', 'IL4'})"
"frozenset({'Q13601', 'Q01844', 'IL4'})"
"frozenset({'IL4', 'P49810', 'P25685'})"
"frozenset({'Q9NZD8', 'Q9UKT9', 'IL4'})"
"frozenset({'Q13438', 'Q8NCQ5', 'IL4'})"
"frozenset({'Q9NRD5', 'IL4', 'Q8N680'})"
"frozenset({'Q9BQQ3', 'Q16659', 'IL4'})"
"frozenset({'P11802', 'IL4', 'P23508'})"
"frozenset({'O94888', 'IL4', 'P40337'})"
"frozenset({'Q9BZR9', 'IL4', 'Q8WVD5'})"
"frozenset({'O94887', 'O14980', 'IL4'})"
"frozenset({'O43791', 'IL4', 'Q9NQC3'})"
"frozenset({'IL4', 'P15498', 'Q9Y2R2'})"
"frozenset({'Q06830', 'P02751', 'IL4'})"
"frozenset({'Q562F6', 'IL4', 'Q04941'})"
"frozenset({'Q9C035', 'Q01844', 'IL4'})"
"frozenset({'Q9Y6G9', 'Q9Y6K9', 'IL4'})"
"frozenset({'Q8N5N7', 'IL4', 'Q8WWV3'})"
"frozenset({'O60260', 'Q13148', 'IL4'})"
"frozenset({'Q99618', 'P12830', 'IL4'})"
"frozenset({'Q92831', 'P61077', 'IL4'})"
"frozenset({'Q9UBU9', 'Q969F9', 'IL4'})"
"frozenset({'P11362', 'P16885', 'IL4'})"
"frozenset({'Q8NBZ0', 'IL4', 'Q6PI98'})"
"frozenset({'Q9UQE7', 'Q7L5N1', 'IL4'})"
"frozenset({'Q8N1I0', 'O00212', 'IL4'})"
"frozenset({'Q49AN0', 'Q58FF7', 'IL4'})"
