negatives
"frozenset({'O14807', 'EGFR1', 'Q9P2W3'})"
"frozenset({'Q96PM5', 'EGFR1', 'O15151'})"
"frozenset({'P11142', 'EGFR1', 'Q99933'})"
"frozenset({'P04049', 'EGFR1', 'P10415'})"
"frozenset({'O00232', 'EGFR1', 'Q9P0J7'})"
"frozenset({'P31948', 'EGFR1', 'Q09666'})"
"frozenset({'P15559', 'EGFR1', 'P02751'})"
"frozenset({'P00519', 'EGFR1', 'P62993'})"
"frozenset({'Q9NWV8', 'P46736', 'EGFR1'})"
"frozenset({'P43361', 'EGFR1', 'O15481'})"
"frozenset({'P57078', 'EGFR1', 'P31946'})"
"frozenset({'EGFR1', 'Q5VZ18', 'Q9H3H1'})"
"frozenset({'P07910', 'EGFR1', 'P50222'})"
"frozenset({'Q9BYD6', 'Q9BQC6', 'EGFR1'})"
"frozenset({'Q13148', 'P15880', 'EGFR1'})"
"frozenset({'P22626', 'Q13617', 'EGFR1'})"
"frozenset({'Q8N8S7', 'EGFR1', 'Q96LA8'})"
"frozenset({'P52333', 'Q9ULV8', 'EGFR1'})"
"frozenset({'Q9UBU9', 'Q9Y5X2', 'EGFR1'})"
"frozenset({'P61247', 'P46783', 'EGFR1'})"
"frozenset({'O75147', 'EGFR1', 'P38646'})"
"frozenset({'O00562', 'Q12800', 'EGFR1'})"
"frozenset({'Q14232', 'O14980', 'EGFR1'})"
"frozenset({'P46379', 'EGFR1', 'Q9P2S5'})"
"frozenset({'Q8TEH3', 'O43166', 'EGFR1'})"
"frozenset({'Q9UBU9', 'P52746', 'EGFR1'})"
"frozenset({'Q14186', 'Q86VP6', 'EGFR1'})"
"frozenset({'Q4KMQ1', 'Q9NR12', 'EGFR1'})"
"frozenset({'P47756', 'Q9Y4E1', 'EGFR1'})"
"frozenset({'P21333', 'Q155Q3', 'EGFR1'})"
"frozenset({'Q8TBA6', 'EGFR1', 'Q53HC9'})"
"frozenset({'Q8NBR6', 'EGFR1', 'O75688'})"
"frozenset({'P60328', 'EGFR1', 'P15018'})"
"frozenset({'P26441', 'EGFR1', 'Q9UHF4'})"
"frozenset({'Q9BQ83', 'O14818', 'EGFR1'})"
"frozenset({'P18846', 'P17275', 'EGFR1'})"
"frozenset({'Q13485', 'EGFR1', 'Q13465'})"
"frozenset({'Q8IZQ1', 'EGFR1', 'Q99873'})"
"frozenset({'P39060', 'EGFR1', 'P04637'})"
"frozenset({'Q8NC42', 'O14763', 'EGFR1'})"
"frozenset({'Q96PK6', 'EGFR1', 'P35244'})"
"frozenset({'P33993', 'EGFR1', 'O75365'})"
"frozenset({'P31146', 'EGFR1', 'Q8TD16'})"
"frozenset({'O14964', 'Q2M3A8', 'EGFR1'})"
"frozenset({'Q14814', 'EGFR1', 'P05412'})"
"frozenset({'P34897', 'EGFR1', 'Q9Y478'})"
"frozenset({'Q15262', 'Q02447', 'EGFR1'})"
"frozenset({'P32249', 'Q9HCG8', 'EGFR1'})"
"frozenset({'P08572', 'P05556', 'EGFR1'})"
"frozenset({'Q99459', 'EGFR1', 'O75146'})"
"frozenset({'P25788', 'P54727', 'EGFR1'})"
"frozenset({'P01009', 'EGFR1', 'O75364'})"
"frozenset({'P63165', 'EGFR1', 'O15350'})"
"frozenset({'Q92541', 'O00267', 'EGFR1'})"
"frozenset({'EGFR1', 'Q8NGG5', 'P17612'})"
"frozenset({'O00571', 'EGFR1', 'Q9NZI8'})"
"frozenset({'O15498', 'EGFR1', 'Q9NYM9'})"
"frozenset({'Q9H845', 'P60953', 'EGFR1'})"
"frozenset({'Q9BUN8', 'EGFR1', 'A0FGR8'})"
"frozenset({'EGFR1', 'Q9BZE4', 'Q99575'})"
"frozenset({'P28566', 'EGFR1', 'Q9UK08'})"
"frozenset({'O60603', 'EGFR1', 'P01112'})"
"frozenset({'Q92905', 'EGFR1', 'P80723'})"
"frozenset({'Q71SY5', 'Q92734', 'EGFR1'})"
"frozenset({'Q8IX06', 'EGFR1', 'Q8N5M1'})"
"frozenset({'Q9C004', 'O43597', 'EGFR1'})"
"frozenset({'Q9NYY3', 'P06748', 'EGFR1'})"
"frozenset({'Q9H079', 'EGFR1', 'Q7Z3I7'})"
"frozenset({'O00213', 'EGFR1', 'Q9NRE2'})"
"frozenset({'Q92731', 'EGFR1', 'Q9P2J5'})"
"frozenset({'P24752', 'Q9BWD1', 'EGFR1'})"
"frozenset({'Q15554', 'Q16531', 'EGFR1'})"
"frozenset({'Q15654', 'Q13087', 'EGFR1'})"
"frozenset({'EGFR1', 'Q71UI9', 'Q9NV56'})"
"frozenset({'Q9ULU4', 'Q9GZR7', 'EGFR1'})"
"frozenset({'P00519', 'Q9NSY1', 'EGFR1'})"
"frozenset({'Q03060', 'Q68CJ9', 'EGFR1'})"
"frozenset({'Q9NS71', 'Q8IY26', 'EGFR1'})"
"frozenset({'Q08AM6', 'EGFR1', 'P53672'})"
"frozenset({'P51681', 'Q8NHW4', 'EGFR1'})"
"frozenset({'Q92466', 'EGFR1', 'P50991'})"
"frozenset({'Q9BPZ7', 'EGFR1', 'Q9UK80'})"
"frozenset({'Q16543', 'EGFR1', 'Q8N987'})"
"frozenset({'Q9H9Y2', 'Q16666', 'EGFR1'})"
"frozenset({'EGFR1', 'P63173', 'P62753'})"
"frozenset({'Q9Y265', 'P68133', 'EGFR1'})"
"frozenset({'P41236', 'EGFR1', 'Q96SB3'})"
"frozenset({'P43686', 'EGFR1', 'Q13200'})"
"frozenset({'Q6YN16', 'P51970', 'EGFR1'})"
"frozenset({'Q99496', 'P67812', 'EGFR1'})"
"frozenset({'Q15208', 'Q9Y5B0', 'EGFR1'})"
"frozenset({'P10809', 'Q9NTG7', 'EGFR1'})"
"frozenset({'O60701', 'EGFR1', 'Q13596'})"
"frozenset({'O95816', 'EGFR1', 'Q03933'})"
"frozenset({'P48775', 'Q8IYS1', 'EGFR1'})"
"frozenset({'EGFR1', 'P15121', 'Q9NNW7'})"
"frozenset({'Q14192', 'Q13011', 'EGFR1'})"
"frozenset({'O95714', 'EGFR1', 'O75044'})"
"frozenset({'Q9BSW7', 'EGFR1', 'Q59EK9'})"
"frozenset({'Q8IWL3', 'EGFR1', 'Q96I59'})"
"frozenset({'O95382', 'P31947', 'EGFR1'})"
"frozenset({'P05067', 'EGFR1', 'Q86WG3'})"
"frozenset({'Q9Y547', 'Q9BW83', 'EGFR1'})"
"frozenset({'P46934', 'EGFR1', 'O94941'})"
"frozenset({'P49736', 'P63173', 'EGFR1'})"
"frozenset({'Q99750', 'EGFR1', 'Q7L2K0'})"
"frozenset({'Q9NX01', 'O94906', 'EGFR1'})"
"frozenset({'P28066', 'EGFR1', 'Q92466'})"
"frozenset({'Q9Y5X4', 'EGFR1', 'Q12926'})"
"frozenset({'P57764', 'EGFR1', 'Q8NC69'})"
"frozenset({'P31943', 'EGFR1', 'Q96GG9'})"
"frozenset({'EGFR1', 'P46776', 'P09874'})"
"frozenset({'P08238', 'P18615', 'EGFR1'})"
"frozenset({'O00214', 'Q15583', 'EGFR1'})"
"frozenset({'Q96QZ7', 'EGFR1', 'Q5VZ89'})"
"frozenset({'P35226', 'O60934', 'EGFR1'})"
"frozenset({'P04626', 'Q96KQ4', 'EGFR1'})"
"frozenset({'Q92934', 'Q15323', 'EGFR1'})"
"frozenset({'EGFR1', 'P61088', 'Q96RN5'})"
"frozenset({'P62701', 'EGFR1', 'Q9Y230'})"
"frozenset({'Q9UJU2', 'P63165', 'EGFR1'})"
"frozenset({'EGFR1', 'P63218', 'O00222'})"
"frozenset({'Q99633', 'EGFR1', 'Q9NRD5'})"
"frozenset({'P47992', 'P51677', 'EGFR1'})"
"frozenset({'P49674', 'EGFR1', 'P17612'})"
"frozenset({'Q9UKB1', 'EGFR1', 'Q12933'})"
"frozenset({'O75439', 'Q6IN85', 'EGFR1'})"
"frozenset({'P22087', 'Q14690', 'EGFR1'})"
"frozenset({'Q96N21', 'EGFR1', 'Q96L93'})"
"frozenset({'Q05209', 'Q6EMK4', 'EGFR1'})"
"frozenset({'Q9Y3M8', 'EGFR1', 'Q96S53'})"
"frozenset({'Q06190', 'EGFR1', 'Q9BXT2'})"
"frozenset({'Q9BWU1', 'Q9H944', 'EGFR1'})"
"frozenset({'O14745', 'Q2Y0W8', 'EGFR1'})"
"frozenset({'Q12879', 'EGFR1', 'O14490'})"
"frozenset({'O14715', 'Q6EEV6', 'EGFR1'})"
"frozenset({'P49418', 'Q13393', 'EGFR1'})"
"frozenset({'P36952', 'EGFR1', 'P05091'})"
"frozenset({'O00483', 'EGFR1', 'O75616'})"
"frozenset({'Q96L08', 'EGFR1', 'P29508'})"
"frozenset({'O60341', 'EGFR1', 'P61244'})"
"frozenset({'Q9HCE1', 'P31930', 'EGFR1'})"
"frozenset({'EGFR1', 'O43464', 'Q8IUR7'})"
"frozenset({'P50897', 'EGFR1', 'Q16659'})"
"frozenset({'B2RXF5', 'P28482', 'EGFR1'})"
"frozenset({'Q92782', 'EGFR1', 'O94805'})"
"frozenset({'EGFR1', 'P56693', 'P25189'})"
"frozenset({'Q15560', 'EGFR1', 'P13196'})"
"frozenset({'Q9H7D7', 'EGFR1', 'P61006'})"
"frozenset({'P40925', 'EGFR1', 'P07900'})"
"frozenset({'Q6UWJ1', 'EGFR1', 'P00533'})"
"frozenset({'Q13371', 'P48643', 'EGFR1'})"
"frozenset({'O14787', 'Q96IQ7', 'EGFR1'})"
"frozenset({'P14921', 'P31152', 'EGFR1'})"
"frozenset({'Q86X19', 'O75489', 'EGFR1'})"
"frozenset({'P51784', 'Q8IWL3', 'EGFR1'})"
"frozenset({'Q13216', 'EGFR1', 'Q13888'})"
"frozenset({'P20585', 'Q9Y5X2', 'EGFR1'})"
"frozenset({'Q93009', 'Q9H568', 'EGFR1'})"
"frozenset({'P34932', 'P28562', 'EGFR1'})"
"frozenset({'Q96HB5', 'Q08379', 'EGFR1'})"
"frozenset({'Q8ND90', 'EGFR1', 'Q9H0C5'})"
"frozenset({'Q96FW1', 'EGFR1', 'P38646'})"
"frozenset({'Q16342', 'EGFR1', 'Q70CQ1'})"
"frozenset({'O60503', 'EGFR1', 'P26842'})"
"frozenset({'Q9NWX5', 'Q8N543', 'EGFR1'})"
"frozenset({'Q9Y337', 'EGFR1', 'O14965'})"
"frozenset({'P07900', 'EGFR1', 'O43318'})"
"frozenset({'Q8NH43', 'EGFR1', 'P22694'})"
"frozenset({'Q9NXF7', 'EGFR1', 'Q08830'})"
"frozenset({'Q13485', 'P36952', 'EGFR1'})"
"frozenset({'P18564', 'P56199', 'EGFR1'})"
"frozenset({'Q9P2A4', 'EGFR1', 'Q9BVL2'})"
"frozenset({'EGFR1', 'P24941', 'Q6PJG2'})"
"frozenset({'O60403', 'EGFR1', 'P17612'})"
"frozenset({'P68366', 'Q96CS3', 'EGFR1'})"
"frozenset({'Q86SG6', 'Q8IVD9', 'EGFR1'})"
"frozenset({'P62826', 'EGFR1', 'O60684'})"
"frozenset({'P35243', 'EGFR1', 'P43250'})"
"frozenset({'EGFR1', 'P09661', 'Q6P2Q9'})"
"frozenset({'P67809', 'EGFR1', 'O14879'})"
"frozenset({'P56746', 'P55040', 'EGFR1'})"
"frozenset({'Q9HD26', 'EGFR1', 'Q12882'})"
"frozenset({'P15311', 'EGFR1', 'P22612'})"
"frozenset({'O43609', 'P25490', 'EGFR1'})"
"frozenset({'O15553', 'P27348', 'EGFR1'})"
"frozenset({'P01106', 'EGFR1', 'Q96KA5'})"
"frozenset({'Q02543', 'EGFR1', 'P62266'})"
"frozenset({'Q9H2C5', 'P62873', 'EGFR1'})"
"frozenset({'P20809', 'Q969J5', 'EGFR1'})"
"frozenset({'EGFR1', 'P17844', 'Q9HCE7'})"
"frozenset({'Q15797', 'Q8NAM6', 'EGFR1'})"
"frozenset({'P01106', 'EGFR1', 'Q8TAD4'})"
"frozenset({'Q53S58', 'P55809', 'EGFR1'})"
"frozenset({'P15735', 'EGFR1', 'O00483'})"
"frozenset({'P17987', 'EGFR1', 'Q9P0V3'})"
"frozenset({'Q86XK2', 'EGFR1', 'Q7L5N1'})"
"frozenset({'P01730', 'EGFR1', 'P24534'})"
"frozenset({'P57078', 'EGFR1', 'Q8TAF3'})"
"frozenset({'P23771', 'P14921', 'EGFR1'})"
"frozenset({'Q9Y2R0', 'EGFR1', 'Q9BSH4'})"
"frozenset({'Q92905', 'EGFR1', 'P09874'})"
"frozenset({'Q16520', 'O75971', 'EGFR1'})"
"frozenset({'O00567', 'Q96QE3', 'EGFR1'})"
"frozenset({'P55196', 'Q9ULB1', 'EGFR1'})"
"frozenset({'Q9UBN4', 'Q8TEL6', 'EGFR1'})"
"frozenset({'Q9C086', 'EGFR1', 'Q9UN79'})"
"frozenset({'Q15459', 'P07910', 'EGFR1'})"
"frozenset({'Q15645', 'O95231', 'EGFR1'})"
"frozenset({'A1E959', 'EGFR1', 'O00560'})"
"frozenset({'P51116', 'O95751', 'EGFR1'})"
"frozenset({'EGFR1', 'P29992', 'P46663'})"
"frozenset({'EGFR1', 'P07360', 'P10643'})"
"frozenset({'EGFR1', 'Q9UKV3', 'Q9BZZ5'})"
"frozenset({'P15884', 'Q5JT25', 'EGFR1'})"
"frozenset({'Q07666', 'Q9H0W5', 'EGFR1'})"
"frozenset({'O43557', 'EGFR1', 'O00526'})"
"frozenset({'Q16566', 'EGFR1', 'Q06330'})"
"frozenset({'P16234', 'EGFR1', 'Q9H875'})"
"frozenset({'P47755', 'P23528', 'EGFR1'})"
"frozenset({'P25788', 'Q15291', 'EGFR1'})"
"frozenset({'P19320', 'EGFR1', 'P09486'})"
"frozenset({'P29590', 'EGFR1', 'Q99856'})"
"frozenset({'Q15051', 'P01857', 'EGFR1'})"
"frozenset({'O00716', 'Q01892', 'EGFR1'})"
"frozenset({'P17252', 'EGFR1', 'O75351'})"
"frozenset({'Q96S44', 'EGFR1', 'Q99961'})"
"frozenset({'Q14999', 'EGFR1', 'Q13501'})"
"frozenset({'Q9H9D4', 'Q9Y333', 'EGFR1'})"
"frozenset({'Q8TCS8', 'EGFR1', 'P57740'})"
"frozenset({'Q8IU60', 'Q13315', 'EGFR1'})"
"frozenset({'P0DMV8', 'Q16543', 'EGFR1'})"
"frozenset({'Q9UNM6', 'EGFR1', 'P62241'})"
"frozenset({'P21980', 'EGFR1', 'P63104'})"
"frozenset({'P23771', 'EGFR1', 'O15520'})"
"frozenset({'Q15021', 'EGFR1', 'P49790'})"
"frozenset({'O15335', 'EGFR1', 'P26012'})"
"frozenset({'P35579', 'EGFR1', 'Q96FS4'})"
"frozenset({'Q9BQ67', 'Q9UKS6', 'EGFR1'})"
"frozenset({'O95813', 'EGFR1', 'Q93097'})"
"frozenset({'P54709', 'EGFR1', 'P36543'})"
"frozenset({'Q5VT52', 'Q9NWT6', 'EGFR1'})"
"frozenset({'P05556', 'EGFR1', 'O75369'})"
"frozenset({'P21673', 'EGFR1', 'Q13330'})"
"frozenset({'P05106', 'EGFR1', 'P08670'})"
"frozenset({'Q13423', 'Q14318', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9BSJ8', 'P63104'})"
"frozenset({'Q9UN75', 'P46108', 'EGFR1'})"
"frozenset({'EGFR1', 'P05166', 'Q7Z6Z7'})"
"frozenset({'Q53EL6', 'EGFR1', 'Q9UKB1'})"
"frozenset({'O75344', 'Q96P47', 'EGFR1'})"
"frozenset({'Q13535', 'Q9UNF1', 'EGFR1'})"
"frozenset({'P04629', 'EGFR1', 'Q02218'})"
"frozenset({'O00308', 'O43516', 'EGFR1'})"
"frozenset({'O00400', 'EGFR1', 'Q06609'})"
"frozenset({'Q99460', 'EGFR1', 'P25942'})"
"frozenset({'Q8NG85', 'EGFR1', 'P25098'})"
"frozenset({'Q86TC9', 'EGFR1', 'P35609'})"
"frozenset({'O43390', 'Q9Y383', 'EGFR1'})"
"frozenset({'P15311', 'EGFR1', 'P07332'})"
"frozenset({'P25685', 'EGFR1', 'P01111'})"
"frozenset({'Q92793', 'P20962', 'EGFR1'})"
"frozenset({'Q6GPH4', 'P55072', 'EGFR1'})"
"frozenset({'EGFR1', 'Q96J02', 'P04062'})"
"frozenset({'Q9C0B0', 'EGFR1', 'Q99729'})"
"frozenset({'Q9NVF7', 'P63208', 'EGFR1'})"
"frozenset({'EGFR1', 'Q9H2U1', 'Q8WXK4'})"
"frozenset({'Q13148', 'EGFR1', 'P05141'})"
"frozenset({'P35226', 'P19338', 'EGFR1'})"
"frozenset({'P43243', 'P60520', 'EGFR1'})"
"frozenset({'P49716', 'P55289', 'EGFR1'})"
"frozenset({'P22004', 'Q9H2X0', 'EGFR1'})"
"frozenset({'Q6L8H4', 'Q9BQ66', 'EGFR1'})"
"frozenset({'P35968', 'P16333', 'EGFR1'})"
"frozenset({'EGFR1', 'Q12972', 'O76061'})"
"frozenset({'Q96RQ3', 'EGFR1', 'P60484'})"
"frozenset({'EGFR1', 'P40189', 'P01567'})"
"frozenset({'O95071', 'EGFR1', 'Q14106'})"
"frozenset({'EGFR1', 'O43639', 'Q13480'})"
"frozenset({'Q7Z5L2', 'Q8IW40', 'EGFR1'})"
"frozenset({'O00571', 'O00303', 'EGFR1'})"
"frozenset({'Q13177', 'Q7L0Q8', 'EGFR1'})"
"frozenset({'P51684', 'P02778', 'EGFR1'})"
"frozenset({'EGFR1', 'O43772', 'O14498'})"
"frozenset({'P55795', 'Q9UJV9', 'EGFR1'})"
"frozenset({'O95139', 'Q9P0J0', 'EGFR1'})"
"frozenset({'EGFR1', 'P35523', 'Q96SW2'})"
"frozenset({'P60033', 'Q969P0', 'EGFR1'})"
"frozenset({'Q5JR59', 'O60941', 'EGFR1'})"
"frozenset({'Q96L08', 'P01859', 'EGFR1'})"
"frozenset({'O14775', 'P40145', 'EGFR1'})"
"frozenset({'EGFR1', 'P26358', 'P83916'})"
"frozenset({'Q8IWL3', 'EGFR1', 'Q8N8L6'})"
"frozenset({'O14974', 'EGFR1', 'O14717'})"
"frozenset({'EGFR1', 'P25098', 'P30556'})"
"frozenset({'Q9NZT1', 'EGFR1', 'Q8NFM4'})"
"frozenset({'Q13489', 'EGFR1', 'Q9Y572'})"
"frozenset({'P47985', 'EGFR1', 'P78417'})"
"frozenset({'A6NC98', 'EGFR1', 'Q13526'})"
"frozenset({'P40692', 'Q5VWN6', 'EGFR1'})"
"frozenset({'Q9ULQ0', 'Q9P2B4', 'EGFR1'})"
"frozenset({'O60506', 'EGFR1', 'Q9NVH2'})"
"frozenset({'O14744', 'EGFR1', 'Q96HA8'})"
"frozenset({'Q93034', 'EGFR1', 'P22102'})"
"frozenset({'P50548', 'EGFR1', 'Q16539'})"
"frozenset({'Q15717', 'Q01968', 'EGFR1'})"
"frozenset({'Q03135', 'EGFR1', 'Q13501'})"
"frozenset({'Q9H0I9', 'P35241', 'EGFR1'})"
"frozenset({'P42226', 'Q13642', 'EGFR1'})"
"frozenset({'Q9Y3C4', 'EGFR1', 'Q9NPF4'})"
"frozenset({'Q9NVX0', 'EGFR1', 'Q6ZU80'})"
"frozenset({'P22090', 'EGFR1', 'P46781'})"
"frozenset({'Q96KQ4', 'EGFR1', 'Q9BRT9'})"
"frozenset({'Q9UGR2', 'EGFR1', 'Q04637'})"
"frozenset({'Q8IVT5', 'P43246', 'EGFR1'})"
"frozenset({'P15559', 'EGFR1', 'P17174'})"
"frozenset({'Q14134', 'EGFR1', 'P61254'})"
"frozenset({'P53667', 'EGFR1', 'P49918'})"
"frozenset({'Q9UQN3', 'EGFR1', 'Q7Z406'})"
"frozenset({'Q9UI17', 'EGFR1', 'Q9NQW7'})"
"frozenset({'Q99832', 'EGFR1', 'Q9Y572'})"
"frozenset({'P35251', 'EGFR1', 'P05412'})"
"frozenset({'O75925', 'EGFR1', 'Q99607'})"
"frozenset({'O15482', 'Q01850', 'EGFR1'})"
"frozenset({'Q15653', 'P30304', 'EGFR1'})"
"frozenset({'Q92796', 'EGFR1', 'Q96PV0'})"
"frozenset({'P40925', 'EGFR1', 'P00533'})"
"frozenset({'Q15365', 'Q9Y4K3', 'EGFR1'})"
"frozenset({'EGFR1', 'Q5VWQ0', 'Q8NAP3'})"
"frozenset({'O14818', 'EGFR1', 'Q8NA19'})"
"frozenset({'EGFR1', 'O95376', 'Q2NL67'})"
"frozenset({'EGFR1', 'P49137', 'P33241'})"
"frozenset({'P61289', 'EGFR1', 'Q9UPN9'})"
"frozenset({'P26196', 'EGFR1', 'Q59EK9'})"
"frozenset({'Q96BF6', 'Q9BZS1', 'EGFR1'})"
"frozenset({'P53708', 'P55268', 'EGFR1'})"
"frozenset({'P39023', 'P98175', 'EGFR1'})"
"frozenset({'P13612', 'EGFR1', 'Q5T4S7'})"
"frozenset({'Q96EG3', 'Q8NEC5', 'EGFR1'})"
"frozenset({'Q12796', 'EGFR1', 'P10826'})"
"frozenset({'Q8N5M1', 'EGFR1', 'O14561'})"
"frozenset({'O60260', 'Q96RE7', 'EGFR1'})"
"frozenset({'O14654', 'P55072', 'EGFR1'})"
"frozenset({'O95073', 'EGFR1', 'Q9P2P5'})"
"frozenset({'P62136', 'EGFR1', 'P30307'})"
"frozenset({'P16104', 'EGFR1', 'Q03111'})"
"frozenset({'Q15365', 'EGFR1', 'P51513'})"
"frozenset({'O75431', 'P35232', 'EGFR1'})"
"frozenset({'Q9NRW1', 'EGFR1', 'Q9Y2V7'})"
"frozenset({'P54646', 'EGFR1', 'Q15831'})"
"frozenset({'Q93008', 'EGFR1', 'Q58WW2'})"
"frozenset({'Q96CD2', 'EGFR1', 'Q9H8W4'})"
"frozenset({'P38606', 'O43324', 'EGFR1'})"
"frozenset({'O43242', 'EGFR1', 'Q16401'})"
"frozenset({'Q15437', 'EGFR1', 'Q9NQW1'})"
"frozenset({'O14802', 'P49411', 'EGFR1'})"
"frozenset({'Q92598', 'EGFR1', 'Q71U36'})"
"frozenset({'EGFR1', 'Q99988', 'Q9NVD3'})"
"frozenset({'P0CB38', 'Q9UN81', 'EGFR1'})"
"frozenset({'Q8IY81', 'EGFR1', 'Q9NY93'})"
"frozenset({'Q15287', 'Q9Y2W1', 'EGFR1'})"
"frozenset({'EGFR1', 'Q99729', 'Q9GZS1'})"
"frozenset({'Q12774', 'EGFR1', 'Q9BYV2'})"
"frozenset({'Q9Y272', 'EGFR1', 'P63218'})"
"frozenset({'Q9Y6E0', 'P15924', 'EGFR1'})"
"frozenset({'Q9BW11', 'A8MQ03', 'EGFR1'})"
"frozenset({'EGFR1', 'P14625', 'O15264'})"
"frozenset({'Q9UBN7', 'EGFR1', 'Q6P5Z2'})"
"frozenset({'Q9ULZ3', 'P49916', 'EGFR1'})"
"frozenset({'Q07666', 'EGFR1', 'Q9UKA9'})"
"frozenset({'P49736', 'EGFR1', 'P62906'})"
"frozenset({'P62847', 'EGFR1', 'P62917'})"
"frozenset({'Q86VU5', 'O14893', 'EGFR1'})"
"frozenset({'EGFR1', 'Q15843', 'P33991'})"
"frozenset({'Q8NEY8', 'Q9BZW7', 'EGFR1'})"
"frozenset({'EGFR1', 'P08887', 'P40763'})"
"frozenset({'Q8IV13', 'Q2VPB7', 'EGFR1'})"
"frozenset({'Q00987', 'Q02218', 'EGFR1'})"
"frozenset({'Q03112', 'Q9UQE7', 'EGFR1'})"
"frozenset({'P62841', 'EGFR1', 'P62854'})"
"frozenset({'Q00978', 'EGFR1', 'Q13568'})"
"frozenset({'Q96NL3', 'P60411', 'EGFR1'})"
"frozenset({'P13612', 'Q01955', 'EGFR1'})"
"frozenset({'P20290', 'EGFR1', 'P40222'})"
"frozenset({'EGFR1', 'Q8WW24', 'Q96PY6'})"
"frozenset({'Q9ULV4', 'EGFR1', 'Q9BR76'})"
"frozenset({'Q99496', 'P23921', 'EGFR1'})"
"frozenset({'EGFR1', 'Q12882', 'Q8WUX2'})"
"frozenset({'Q15047', 'Q13111', 'EGFR1'})"
"frozenset({'P48556', 'EGFR1', 'Q08211'})"
"frozenset({'Q9NR11', 'EGFR1', 'Q86YD3'})"
"frozenset({'P01876', 'Q96NZ9', 'EGFR1'})"
"frozenset({'Q9UL18', 'P35226', 'EGFR1'})"
"frozenset({'Q86T65', 'Q99750', 'EGFR1'})"
"frozenset({'P60411', 'EGFR1', 'Q15973'})"
"frozenset({'Q14680', 'P23588', 'EGFR1'})"
"frozenset({'O76003', 'EGFR1', 'Q13422'})"
"frozenset({'P30041', 'EGFR1', 'O43708'})"
"frozenset({'P26371', 'EGFR1', 'Q5T7P3'})"
"frozenset({'EGFR1', 'P25789', 'Q0PNE2'})"
"frozenset({'EGFR1', 'Q16659', 'Q9H1R3'})"
"frozenset({'P07339', 'P05026', 'EGFR1'})"
"frozenset({'P60842', 'EGFR1', 'Q99873'})"
"frozenset({'P84022', 'EGFR1', 'Q12955'})"
"frozenset({'P00813', 'Q6IQ23', 'EGFR1'})"
"frozenset({'P25024', 'EGFR1', 'Q16627'})"
"frozenset({'P62857', 'EGFR1', 'Q15717'})"
"frozenset({'EGFR1', 'Q14197', 'P82664'})"
"frozenset({'EGFR1', 'P60660', 'O60237'})"
"frozenset({'O15516', 'EGFR1', 'Q5R372'})"
"frozenset({'Q96HC4', 'EGFR1', 'P60981'})"
"frozenset({'Q9Y490', 'Q9UKX5', 'EGFR1'})"
"frozenset({'P01137', 'Q8TEU8', 'EGFR1'})"
"frozenset({'Q9H788', 'P07948', 'EGFR1'})"
"frozenset({'P23771', 'O75626', 'EGFR1'})"
"frozenset({'O96019', 'EGFR1', 'P78371'})"
"frozenset({'Q15717', 'Q9H1E3', 'EGFR1'})"
"frozenset({'P51161', 'EGFR1', 'P25116'})"
"frozenset({'Q9BWH2', 'EGFR1', 'O43809'})"
"frozenset({'P32121', 'A6NM76', 'EGFR1'})"
"frozenset({'O75792', 'EGFR1', 'O15230'})"
"frozenset({'EGFR1', 'P19634', 'P12830'})"
"frozenset({'P56279', 'Q9Y243', 'EGFR1'})"
"frozenset({'P39019', 'EGFR1', 'P22392'})"
"frozenset({'O14807', 'O95294', 'EGFR1'})"
"frozenset({'P62987', 'EGFR1', 'Q30201'})"
"frozenset({'Q9P2M7', 'EGFR1', 'O60573'})"
"frozenset({'P25788', 'O94910', 'EGFR1'})"
"frozenset({'P06748', 'Q12996', 'EGFR1'})"
"frozenset({'P20618', 'EGFR1', 'Q9Y468'})"
"frozenset({'P41182', 'EGFR1', 'Q53G59'})"
"frozenset({'Q86YB7', 'O60732', 'EGFR1'})"
"frozenset({'Q9P275', 'EGFR1', 'P04179'})"
"frozenset({'Q15208', 'EGFR1', 'P63104'})"
"frozenset({'O43542', 'EGFR1', 'Q5T4S7'})"
"frozenset({'P25786', 'Q86U70', 'EGFR1'})"
"frozenset({'P17252', 'EGFR1', 'P43629'})"
"frozenset({'Q00987', 'EGFR1', 'Q8NBZ0'})"
"frozenset({'O94776', 'EGFR1', 'Q02880'})"
"frozenset({'Q8IXH7', 'EGFR1', 'Q03013'})"
"frozenset({'P31942', 'Q32P51', 'EGFR1'})"
"frozenset({'P08865', 'EGFR1', 'Q8WUY3'})"
"frozenset({'Q9BUN8', 'EGFR1', 'P02768'})"
"frozenset({'Q6NUN9', 'O43143', 'EGFR1'})"
"frozenset({'O43172', 'EGFR1', 'P40227'})"
"frozenset({'Q8IYB3', 'P50914', 'EGFR1'})"
"frozenset({'P29590', 'Q6VMQ6', 'EGFR1'})"
"frozenset({'Q06609', 'Q9UBU8', 'EGFR1'})"
"frozenset({'Q6NZI2', 'EGFR1', 'Q16643'})"
"frozenset({'EGFR1', 'Q9Y3D0', 'Q9UL15'})"
"frozenset({'Q99623', 'EGFR1', 'Q5T3F8'})"
"frozenset({'Q8N2G8', 'EGFR1', 'Q96T55'})"
"frozenset({'P60709', 'P35579', 'EGFR1'})"
"frozenset({'P05067', 'EGFR1', 'Q12792'})"
