negatives
"frozenset({'Q6NUK4', 'P31947', 'Notch'})"
"frozenset({'Notch', 'P05771', 'P15336'})"
"frozenset({'Notch', 'Q9Y5A9', 'P27635'})"
"frozenset({'Notch', 'P03971', 'Q13873'})"
"frozenset({'P05412', 'P63010', 'Notch'})"
"frozenset({'P05412', 'Notch', 'Q32P51'})"
"frozenset({'Notch', 'Q9UFN0', 'Q9P0J7'})"
"frozenset({'Notch', 'O43513', 'Q14134'})"
"frozenset({'Notch', 'Q5BKU9', 'Q9HA77'})"
"frozenset({'Q13508', 'Notch', 'Q8TEQ8'})"
"frozenset({'Notch', 'P52306', 'Q9BUJ0'})"
"frozenset({'Notch', 'Q8N3C0', 'P04629'})"
"frozenset({'Notch', 'O94979', 'P21283'})"
"frozenset({'Notch', 'Q6PF06', 'Q9UNX3'})"
"frozenset({'Notch', 'P55209', 'P49356'})"
"frozenset({'Notch', 'Q12923', 'P25054'})"
"frozenset({'Notch', 'Q99877', 'P51610'})"
"frozenset({'Notch', 'P78527', 'P10827'})"
"frozenset({'P46940', 'P58107', 'Notch'})"
"frozenset({'Notch', 'P12755', 'Q7L9L4'})"
"frozenset({'Notch', 'Q92542', 'Q16891'})"
"frozenset({'Notch', 'Q13535', 'Q8TAD8'})"
"frozenset({'Notch', 'Q9NRN7', 'Q96EP5'})"
"frozenset({'Notch', 'Q96QF0', 'P0DMV9'})"
"frozenset({'Notch', 'P01137', 'P02458'})"
"frozenset({'Notch', 'Q9BRG1', 'P16298'})"
"frozenset({'Notch', 'Q13882', 'Q92841'})"
"frozenset({'Notch', 'P63279', 'P18754'})"
"frozenset({'Q9UPQ0', 'P07947', 'Notch'})"
"frozenset({'Notch', 'Q15717', 'Q9Y5M8'})"
"frozenset({'Notch', 'Q9UK17', 'Q13948'})"
"frozenset({'Q9NWQ9', 'Q9H668', 'Notch'})"
"frozenset({'Notch', 'Q01113', 'P01569'})"
"frozenset({'Notch', 'P42766', 'P36578'})"
"frozenset({'Q13045', 'Notch', 'Q9UKB1'})"
"frozenset({'Notch', 'Q8NI36', 'Q9BSC4'})"
"frozenset({'Q7KZ85', 'Q86WV1', 'Notch'})"
"frozenset({'Notch', 'O14828', 'Q86X19'})"
"frozenset({'O43524', 'P31946', 'Notch'})"
"frozenset({'Notch', 'O76064', 'Q9Y6D9'})"
"frozenset({'Notch', 'P19338', 'Q93034'})"
"frozenset({'Notch', 'Q15554', 'Q9UQ35'})"
"frozenset({'Notch', 'P78318', 'P04792'})"
"frozenset({'Notch', 'Q8IY92', 'P02768'})"
"frozenset({'Notch', 'Q96DN0', 'P29692'})"
"frozenset({'Notch', 'Q15796', 'Q8NFD5'})"
"frozenset({'Notch', 'O60216', 'P29692'})"
"frozenset({'P19404', 'Q8N4V1', 'Notch'})"
"frozenset({'P51965', 'P51668', 'Notch'})"
"frozenset({'P18146', 'Notch', 'P21860'})"
"frozenset({'Notch', 'Q14129', 'Q8IX15'})"
"frozenset({'Notch', 'P54257', 'Q8IYE1'})"
"frozenset({'Notch', 'Q9UBU7', 'P33992'})"
"frozenset({'Q08170', 'P54257', 'Notch'})"
"frozenset({'Notch', 'O15165', 'P48730'})"
"frozenset({'Notch', 'Q14683', 'P16455'})"
"frozenset({'Notch', 'Q86VP6', 'Q15020'})"
"frozenset({'Notch', 'P04183', 'P60510'})"
"frozenset({'Notch', 'Q9NZS2', 'Q00765'})"
"frozenset({'Notch', 'Q06546', 'P10599'})"
"frozenset({'Q9BQG0', 'P33992', 'Notch'})"
"frozenset({'O43615', 'Q8WYQ3', 'Notch'})"
"frozenset({'Notch', 'Q96GQ7', 'Q9BVJ6'})"
"frozenset({'Notch', 'P49593', 'O60610'})"
"frozenset({'Notch', 'Q9UKM9', 'P49792'})"
"frozenset({'Notch', 'Q9Y4E8', 'Q16777'})"
"frozenset({'O43524', 'P28749', 'Notch'})"
"frozenset({'Notch', 'Q01130', 'P19338'})"
"frozenset({'Notch', 'O43670', 'O95071'})"
"frozenset({'Notch', 'P78556', 'P10600'})"
"frozenset({'Notch', 'Q9Y490', 'Q00535'})"
"frozenset({'Q969R5', 'Q9NRD5', 'Notch'})"
"frozenset({'Notch', 'Q9HCE7', 'P22607'})"
"frozenset({'Q7Z6L0', 'P56181', 'Notch'})"
"frozenset({'Notch', 'O95400', 'O43390'})"
"frozenset({'Notch', 'Q8IUH5', 'Q9Y3D2'})"
"frozenset({'Notch', 'Q8IU57', 'P20809'})"
"frozenset({'P40763', 'Notch', 'Q00653'})"
"frozenset({'Notch', 'P00558', 'P02751'})"
"frozenset({'Notch', 'Q15038', 'A5D8V6'})"
"frozenset({'Notch', 'O75915', 'Q9UBY8'})"
"frozenset({'Notch', 'Q02045', 'Q86YV6'})"
"frozenset({'P46060', 'Notch', 'O14980'})"
"frozenset({'O95561', 'Q9UGP4', 'Notch'})"
"frozenset({'Notch', 'Q03431', 'P0DP25'})"
"frozenset({'Notch', 'Q8TDH9', 'Q6QNY1'})"
"frozenset({'Notch', 'P23508', 'Q9Y3B4'})"
"frozenset({'Q13885', 'Q9UKE5', 'Notch'})"
"frozenset({'Notch', 'P15121', 'Q6ZVZ8'})"
"frozenset({'Notch', 'Q7Z3Z2', 'P61224'})"
"frozenset({'Q86VP1', 'Notch', 'O15111'})"
"frozenset({'Notch', 'Q9UJX2', 'Q3B7T1'})"
"frozenset({'Notch', 'P08238', 'P33993'})"
"frozenset({'Notch', 'P58753', 'Q99836'})"
"frozenset({'O95343', 'Q5BKZ1', 'Notch'})"
"frozenset({'Notch', 'Q13630', 'O14980'})"
"frozenset({'Notch', 'Q96S55', 'O95786'})"
"frozenset({'Notch', 'Q5UE93', 'P35568'})"
"frozenset({'Notch', 'O75556', 'Q96L08'})"
"frozenset({'Notch', 'Q9BXJ9', 'Q9UKE5'})"
"frozenset({'Notch', 'P05141', 'Q9Y3D3'})"
"frozenset({'Notch', 'Q15047', 'P07900'})"
"frozenset({'Notch', 'P98194', 'P51148'})"
"frozenset({'Notch', 'P13796', 'Q9ULK4'})"
"frozenset({'Notch', 'Q9H000', 'Q9BQ04'})"
"frozenset({'Notch', 'Q9Y297', 'O14640'})"
"frozenset({'Notch', 'P05067', 'Q8TBM8'})"
"frozenset({'P52298', 'P35226', 'Notch'})"
"frozenset({'P19320', 'Notch', 'P62316'})"
"frozenset({'Notch', 'P61313', 'Q12905'})"
"frozenset({'Notch', 'Q9BYQ0', 'Q9BYP8'})"
"frozenset({'Notch', 'P08243', 'P35520'})"
"frozenset({'Notch', 'Q03468', 'Q92889'})"
"frozenset({'Notch', 'Q6PK04', 'P56134'})"
"frozenset({'Notch', 'P04908', 'P13612'})"
"frozenset({'Notch', 'P50851', 'Q13315'})"
"frozenset({'Notch', 'P06400', 'P45983'})"
"frozenset({'Notch', 'P11142', 'Q9BXA7'})"
"frozenset({'Notch', 'O00232', 'P35637'})"
"frozenset({'Notch', 'P13612', 'P09874'})"
"frozenset({'Notch', 'Q9Y6K0', 'Q9NZD8'})"
"frozenset({'Notch', 'O75439', 'Q8WV93'})"
"frozenset({'Notch', 'O43707', 'P63261'})"
"frozenset({'Notch', 'O76014', 'P29972'})"
"frozenset({'Notch', 'Q16531', 'P23025'})"
"frozenset({'Notch', 'Q9UET6', 'Q9Y5M8'})"
"frozenset({'Notch', 'Q14814', 'P35637'})"
"frozenset({'P60520', 'P04792', 'Notch'})"
"frozenset({'Notch', 'Q3MJ62', 'O00560'})"
"frozenset({'Notch', 'Q9NP77', 'Q96RL1'})"
"frozenset({'Q8NCR0', 'Notch', 'P22304'})"
"frozenset({'Notch', 'Q9NXF7', 'Q99873'})"
"frozenset({'Notch', 'Q7Z624', 'Q9NVN3'})"
"frozenset({'Notch', 'O00411', 'P48681'})"
"frozenset({'Notch', 'P42345', 'Q8N122'})"
"frozenset({'P43629', 'P41227', 'Notch'})"
"frozenset({'Notch', 'Q13136', 'P40222'})"
"frozenset({'Notch', 'P09493', 'O95295'})"
"frozenset({'Notch', 'P17980', 'O75558'})"
"frozenset({'Notch', 'Q9H0W5', 'Q14999'})"
"frozenset({'Notch', 'P28370', 'O75530'})"
"frozenset({'Notch', 'Q96AY2', 'Q9H816'})"
"frozenset({'Notch', 'O75478', 'Q13243'})"
"frozenset({'Q5W0B1', 'P25942', 'Notch'})"
"frozenset({'Notch', 'O43172', 'P61978'})"
"frozenset({'Notch', 'P05023', 'Q14999'})"
"frozenset({'Q9BZG1', 'P11233', 'Notch'})"
"frozenset({'Notch', 'Q01196', 'P31152'})"
"frozenset({'Notch', 'Q12874', 'Q9NZC7'})"
"frozenset({'Notch', 'P49903', 'Q13432'})"
"frozenset({'Notch', 'Q8N4P2', 'Q8NBM4'})"
"frozenset({'Q8N2Y8', 'Notch', 'Q9H0U4'})"
"frozenset({'Notch', 'P63279', 'P62826'})"
"frozenset({'P60763', 'Notch', 'P13498'})"
"frozenset({'Notch', 'O14879', 'P02649'})"
"frozenset({'O15400', 'Notch', 'Q9P253'})"
"frozenset({'Notch', 'P51398', 'P35869'})"
"frozenset({'Notch', 'Q15014', 'Q8N7W2'})"
"frozenset({'Notch', 'Q9UHF1', 'P48059'})"
"frozenset({'Notch', 'O75607', 'Q01844'})"
"frozenset({'Notch', 'P02751', 'P04003'})"
"frozenset({'Notch', 'P61218', 'Q9UL15'})"
"frozenset({'Notch', 'Q53QZ3', 'P84095'})"
"frozenset({'Notch', 'O15381', 'Q96HE9'})"
"frozenset({'Notch', 'Q8TDR4', 'Q8TCJ0'})"
"frozenset({'Notch', 'Q15649', 'Q92731'})"
"frozenset({'P17480', 'Notch', 'Q92993'})"
"frozenset({'Notch', 'P12830', 'P61313'})"
"frozenset({'P01308', 'Notch', 'P01275'})"
"frozenset({'Notch', 'Q9Y3F4', 'Q6IQ23'})"
"frozenset({'Q99650', 'P01568', 'Notch'})"
"frozenset({'Notch', 'P62136', 'Q9NQ87'})"
"frozenset({'Q14203', 'O60244', 'Notch'})"
"frozenset({'Notch', 'P26373', 'P01106'})"
"frozenset({'Notch', 'P35228', 'P60900'})"
"frozenset({'Q9BUL8', 'Notch', 'Q8IVT5'})"
"frozenset({'Q2NL82', 'Notch', 'Q13895'})"
"frozenset({'Notch', 'O95684', 'Q9NZQ3'})"
"frozenset({'P08567', 'Notch', 'P26038'})"
"frozenset({'Notch', 'P17844', 'Q15393'})"
"frozenset({'Notch', 'P26927', 'Q8WWW0'})"
"frozenset({'Notch', 'O75604', 'P14555'})"
"frozenset({'P54253', 'Notch', 'Q6DKK2'})"
"frozenset({'Notch', 'Q93008', 'Q07820'})"
"frozenset({'Notch', 'P48431', 'Q13610'})"
"frozenset({'Notch', 'O75964', 'Q15154'})"
"frozenset({'Notch', 'Q6PEX3', 'P78337'})"
"frozenset({'Notch', 'P06748', 'O95707'})"
"frozenset({'Notch', 'P61086', 'Q9H4P4'})"
"frozenset({'Notch', 'O76071', 'P35606'})"
"frozenset({'Notch', 'Q9Y262', 'Q8NDD1'})"
"frozenset({'Q16637', 'P35226', 'Notch'})"
"frozenset({'Notch', 'Q13243', 'Q16539'})"
"frozenset({'Notch', 'Q9NWA0', 'P03372'})"
"frozenset({'Notch', 'Q96LR5', 'Q99496'})"
"frozenset({'Notch', 'O14979', 'P08559'})"
"frozenset({'Q92731', 'Notch', 'Q96R72'})"
"frozenset({'Notch', 'Q9BYX2', 'Q9H0R8'})"
"frozenset({'Notch', 'P62805', 'Q8NBZ0'})"
"frozenset({'Q96ST3', 'P35232', 'Notch'})"
"frozenset({'Q66K74', 'Notch', 'Q13315'})"
"frozenset({'Notch', 'P12830', 'Q01094'})"
"frozenset({'Notch', 'Q15287', 'P52272'})"
"frozenset({'P60520', 'Notch', 'P46781'})"
"frozenset({'Notch', 'P02751', 'P01619'})"
"frozenset({'Notch', 'P16871', 'P23528'})"
"frozenset({'Q6DN90', 'P02649', 'Notch'})"
"frozenset({'Notch', 'Q9NQM4', 'Q9Y2S7'})"
"frozenset({'Notch', 'P48556', 'O43396'})"
"frozenset({'P09936', 'Notch', 'Q6K0P9'})"
"frozenset({'Notch', 'P19838', 'Q12873'})"
"frozenset({'Notch', 'Q6ZVK8', 'Q9UI14'})"
"frozenset({'Notch', 'P04183', 'Q9Y5U9'})"
"frozenset({'Q96N11', 'Notch', 'Q6P9B9'})"
"frozenset({'Notch', 'Q8WVC0', 'P68431'})"
"frozenset({'Notch', 'Q13033', 'O14980'})"
"frozenset({'Q9UPN3', 'Q6VMQ6', 'Notch'})"
"frozenset({'Notch', 'O14497', 'Q92922'})"
"frozenset({'Q8NHV4', 'Notch', 'Q5TB80'})"
"frozenset({'Notch', 'Q13084', 'Q9BYD1'})"
"frozenset({'Notch', 'P62993', 'P46736'})"
"frozenset({'Notch', 'O95071', 'Q99828'})"
"frozenset({'Notch', 'P38936', 'P45984'})"
"frozenset({'Notch', 'O00716', 'P23396'})"
"frozenset({'Notch', 'P62910', 'P60866'})"
"frozenset({'Notch', 'Q6IQ23', 'O60292'})"
"frozenset({'Notch', 'Q6ZRI6', 'Q8IV13'})"
"frozenset({'Notch', 'Q8N488', 'P46108'})"
"frozenset({'Notch', 'O43237', 'Q9Y6G9'})"
"frozenset({'Notch', 'Q14653', 'O15379'})"
"frozenset({'Q9UL03', 'Notch', 'Q9NVM9'})"
"frozenset({'Notch', 'Q9UBX3', 'P35226'})"
"frozenset({'Notch', 'Q15723', 'Q92560'})"
"frozenset({'Notch', 'O14980', 'P23490'})"
"frozenset({'Notch', 'P09622', 'Q7L3T8'})"
"frozenset({'Q8N128', 'Notch', 'Q9UH62'})"
"frozenset({'Notch', 'P84243', 'O00189'})"
"frozenset({'Q9NSG2', 'Q8WUH6', 'Notch'})"
"frozenset({'Notch', 'O14543', 'P08887'})"
"frozenset({'Notch', 'P04350', 'Q99558'})"
"frozenset({'Notch', 'Q08050', 'Q9UKC9'})"
"frozenset({'Notch', 'Q9Y3F4', 'Q9GZN1'})"
"frozenset({'Notch', 'O00629', 'Q9GZX7'})"
"frozenset({'P55036', 'Notch', 'P61289'})"
"frozenset({'Notch', 'O60934', 'P08218'})"
"frozenset({'Notch', 'Q658Y4', 'Q9P0N5'})"
"frozenset({'Notch', 'A0JLT2', 'Q9BQ39'})"
"frozenset({'Notch', 'O60341', 'Q9BPU9'})"
"frozenset({'Notch', 'P05141', 'Q9Y6E7'})"
"frozenset({'Notch', 'P55072', 'Q8NHG7'})"
"frozenset({'Notch', 'Q9NS69', 'Q12905'})"
"frozenset({'Notch', 'P04792', 'Q9BQA5'})"
"frozenset({'Notch', 'P45983', 'Q12933'})"
"frozenset({'Notch', 'Q96JB3', 'Q99853'})"
"frozenset({'Q9H341', 'P38405', 'Notch'})"
"frozenset({'Notch', 'Q9Y6H1', 'Q9NQH7'})"
"frozenset({'Notch', 'Q14186', 'Q92793'})"
"frozenset({'Notch', 'Q9Y266', 'P04406'})"
"frozenset({'O15287', 'Notch', 'O15360'})"
"frozenset({'Notch', 'Q15051', 'O15123'})"
"frozenset({'Notch', 'Q8WTV0', 'Q6UX41'})"
"frozenset({'P00492', 'Notch', 'Q92956'})"
"frozenset({'Q8NER5', 'P08238', 'Notch'})"
"frozenset({'P12931', 'Notch', 'P35326'})"
"frozenset({'Notch', 'Q92870', 'Q04656'})"
"frozenset({'Notch', 'Q5T5X7', 'Q9C005'})"
"frozenset({'Notch', 'Q9Y597', 'P55196'})"
"frozenset({'P46459', 'Notch', 'Q01968'})"
"frozenset({'Notch', 'Q9UPY8', 'P50222'})"
"frozenset({'Notch', 'P23443', 'Q15633'})"
"frozenset({'Notch', 'Q38SD2', 'P08238'})"
"frozenset({'Notch', 'P46092', 'Q07325'})"
"frozenset({'Notch', 'Q15717', 'P19338'})"
"frozenset({'Q9UKJ5', 'Notch', 'P26368'})"
"frozenset({'Notch', 'O60841', 'Q12800'})"
"frozenset({'Notch', 'Q16594', 'P42766'})"
"frozenset({'Notch', 'Q9P2D0', 'Q7L2E3'})"
"frozenset({'P05412', 'Q4G0J3', 'Notch'})"
"frozenset({'Q8WU58', 'Q5JUK2', 'Notch'})"
"frozenset({'Notch', 'P15735', 'Q7Z7K6'})"
"frozenset({'Notch', 'P10809', 'O95433'})"
"frozenset({'Notch', 'P11161', 'Q9H910'})"
"frozenset({'Notch', 'Q9Y2X0', 'Q9UBK2'})"
"frozenset({'P61764', 'Q8N4C7', 'Notch'})"
"frozenset({'P61981', 'Notch', 'Q9UJ41'})"
"frozenset({'Notch', 'P10415', 'Q00005'})"
"frozenset({'Notch', 'P62993', 'Q16586'})"
"frozenset({'Notch', 'Q9Y6I4', 'Q6FIF0'})"
"frozenset({'Notch', 'Q14999', 'P46781'})"
"frozenset({'Notch', 'Q9NQ29', 'Q9ULK5'})"
"frozenset({'Q01082', 'Notch', 'P61326'})"
"frozenset({'Q9ULV8', 'Notch', 'Q96EP1'})"
"frozenset({'Q96GX1', 'Notch', 'P61009'})"
"frozenset({'Notch', 'Q8N4X5', 'P16220'})"
"frozenset({'Notch', 'Q03518', 'Q86V81'})"
"frozenset({'Notch', 'P25098', 'Q9H344'})"
"frozenset({'Q15654', 'Notch', 'Q15678'})"
"frozenset({'Notch', 'P08238', 'P68400'})"
"frozenset({'Notch', 'Q2KHN1', 'Q6ZUT1'})"
"frozenset({'Notch', 'Q96AW1', 'P08588'})"
"frozenset({'Notch', 'P05388', 'Q00839'})"
"frozenset({'Notch', 'Q15572', 'Q01105'})"
"frozenset({'Q9UHV7', 'Notch', 'Q71SY5'})"
"frozenset({'Q06455', 'Q9Y2D9', 'Notch'})"
"frozenset({'Notch', 'Q02246', 'Q9UHC6'})"
"frozenset({'Notch', 'P00367', 'O15131'})"
"frozenset({'O76083', 'Q9BRU9', 'Notch'})"
"frozenset({'Notch', 'Q13797', 'P04004'})"
"frozenset({'Notch', 'Q92887', 'P14923'})"
"frozenset({'Notch', 'Q14103', 'P31483'})"
"frozenset({'Notch', 'Q8N140', 'Q15003'})"
"frozenset({'Q9BQG0', 'Notch', 'Q92731'})"
"frozenset({'Notch', 'P62714', 'Q9P289'})"
"frozenset({'Notch', 'Q8NFB2', 'Q8NB49'})"
"frozenset({'P27694', 'Notch', 'Q8IY92'})"
"frozenset({'Notch', 'Q8WZ55', 'P36404'})"
"frozenset({'Notch', 'P53999', 'Q13127'})"
"frozenset({'Notch', 'Q9BZF1', 'O43291'})"
"frozenset({'Notch', 'O95452', 'Q6PJW8'})"
"frozenset({'Notch', 'O95154', 'Q9NYB0'})"
"frozenset({'Notch', 'Q9H9D4', 'Q96JN2'})"
"frozenset({'P10301', 'P29323', 'Notch'})"
"frozenset({'Q9Y3T9', 'Notch', 'Q16695'})"
"frozenset({'Notch', 'Q96AG4', 'O75815'})"
"frozenset({'Notch', 'Q96BD5', 'P84243'})"
"frozenset({'Q8IXL6', 'O43852', 'Notch'})"
"frozenset({'Notch', 'Q92796', 'Q8NFZ4'})"
"frozenset({'Notch', 'Q92830', 'P14316'})"
"frozenset({'Notch', 'Q07955', 'Q13242'})"
"frozenset({'Notch', 'P17735', 'Q05086'})"
"frozenset({'Q6UXN9', 'Q16821', 'Notch'})"
"frozenset({'Notch', 'Q96CM3', 'P18887'})"
"frozenset({'Q96T55', 'Q8TAT6', 'Notch'})"
"frozenset({'Notch', 'Q13838', 'Q13485'})"
"frozenset({'Notch', 'P05787', 'P36507'})"
"frozenset({'Notch', 'Q16620', 'Q9UQQ2'})"
"frozenset({'Notch', 'Q9UBC2', 'P61962'})"
"frozenset({'Notch', 'O43306', 'Q8N0X2'})"
"frozenset({'P19320', 'P27105', 'Notch'})"
"frozenset({'Notch', 'Q9H9T3', 'Q9BSM1'})"
"frozenset({'Notch', 'Q8IY81', 'O60841'})"
"frozenset({'P0C1H6', 'Notch', 'Q16777'})"
"frozenset({'P22694', 'Notch', 'Q12879'})"
"frozenset({'Notch', 'P22612', 'Q8NGK0'})"
"frozenset({'Notch', 'Q15319', 'Q92858'})"
"frozenset({'Q53TN4', 'P51149', 'Notch'})"
"frozenset({'P09936', 'Q16637', 'Notch'})"
"frozenset({'Notch', 'Q14999', 'Q8TEM1'})"
"frozenset({'A0PJY2', 'Notch', 'Q07627'})"
"frozenset({'Notch', 'O43837', 'Q14999'})"
"frozenset({'Notch', 'Q99728', 'Q13243'})"
"frozenset({'Notch', 'Q07889', 'P17081'})"
"frozenset({'Notch', 'P24863', 'Q13315'})"
"frozenset({'Notch', 'Q14191', 'P46100'})"
"frozenset({'Notch', 'Q6NZ36', 'Q9NPI8'})"
"frozenset({'Q9NVK5', 'O43815', 'Notch'})"
"frozenset({'Notch', 'O94966', 'P21333'})"
"frozenset({'Notch', 'O00141', 'Q14697'})"
"frozenset({'Notch', 'O00231', 'P51681'})"
"frozenset({'Notch', 'Q86VP6', 'Q15365'})"
"frozenset({'Notch', 'P24588', 'O75762'})"
"frozenset({'Notch', 'P52294', 'Q8WWY3'})"
"frozenset({'Notch', 'Q6ZSS3', 'P45973'})"
"frozenset({'Q8N283', 'P78362', 'Notch'})"
"frozenset({'Notch', 'Q06265', 'P04629'})"
"frozenset({'Notch', 'Q7KZI7', 'O94915'})"
"frozenset({'O14746', 'Notch', 'P07900'})"
"frozenset({'Notch', 'O15169', 'Q12933'})"
"frozenset({'Notch', 'P38435', 'Q9NRD1'})"
"frozenset({'O60307', 'Notch', 'P68400'})"
"frozenset({'Q9GZM8', 'P06493', 'Notch'})"
"frozenset({'Notch', 'Q9P258', 'P56537'})"
"frozenset({'Notch', 'O60907', 'Q96GM5'})"
"frozenset({'Notch', 'P35998', 'Q9Y244'})"
"frozenset({'Notch', 'Q96EF6', 'O43678'})"
"frozenset({'P19320', 'Q9UKM9', 'Notch'})"
"frozenset({'Notch', 'Q9UGP8', 'Q6P1K2'})"
"frozenset({'Notch', 'P40227', 'Q9Y2T4'})"
"frozenset({'Notch', 'O14641', 'Q96RL1'})"
"frozenset({'Notch', 'Q15047', 'A6NKD9'})"
"frozenset({'Notch', 'P01100', 'Q09472'})"
"frozenset({'Q9NX47', 'Q9Y3D6', 'Notch'})"
"frozenset({'Q96T76', 'Q9BZG8', 'Notch'})"
"frozenset({'Notch', 'P09669', 'P0C7P0'})"
"frozenset({'Notch', 'P05067', 'Q9Y617'})"
"frozenset({'Notch', 'P33992', 'P38646'})"
"frozenset({'Notch', 'Q15020', 'Q99496'})"
"frozenset({'Notch', 'Q9Y2I6', 'Q9NVX0'})"
"frozenset({'Notch', 'P35240', 'P42167'})"
"frozenset({'O43809', 'P52948', 'Notch'})"
"frozenset({'Notch', 'Q8IWB7', 'O95210'})"
"frozenset({'O95817', 'Notch', 'Q9P219'})"
"frozenset({'Notch', 'Q86Y07', 'O14733'})"
"frozenset({'Q9NYF0', 'Q6ZNE5', 'Notch'})"
"frozenset({'Notch', 'A5YKK6', 'P78543'})"
"frozenset({'Notch', 'Q9NPL8', 'P03886'})"
"frozenset({'P02686', 'Notch', 'P27361'})"
"frozenset({'Notch', 'Q14978', 'P01106'})"
"frozenset({'Notch', 'Q01105', 'Q92598'})"
"frozenset({'Notch', 'P49447', 'P52803'})"
"frozenset({'Notch', 'P32248', 'O60674'})"
"frozenset({'Notch', 'Q9Y6X2', 'P35520'})"
"frozenset({'Q9NX70', 'Notch', 'P68104'})"
"frozenset({'Notch', 'O75575', 'Q9H1D9'})"
"frozenset({'Notch', 'O15111', 'Q92905'})"
"frozenset({'Notch', 'P30711', 'P35609'})"
"frozenset({'Notch', 'P08887', 'Q96EQ0'})"
"frozenset({'Notch', 'Q6PKC3', 'Q2WGJ6'})"
"frozenset({'Q16576', 'P62993', 'Notch'})"
"frozenset({'Notch', 'Q12792', 'Q16643'})"
"frozenset({'Notch', 'Q9P0T4', 'Q8WUH1'})"
"frozenset({'Notch', 'P09661', 'O95926'})"
"frozenset({'Notch', 'Q9BRK4', 'Q8TAU3'})"
"frozenset({'Notch', 'Q12888', 'P42167'})"
"frozenset({'Q9C099', 'Notch', 'Q13158'})"
"frozenset({'Notch', 'P49207', 'P05067'})"
"frozenset({'Notch', 'Q70YC4', 'Q13315'})"
"frozenset({'Notch', 'Q9UBC2', 'P41235'})"
"frozenset({'Notch', 'Q05655', 'P04406'})"
"frozenset({'Notch', 'Q9UK08', 'P08908'})"
"frozenset({'Q96PD4', 'Q8NAC3', 'Notch'})"
"frozenset({'Notch', 'Q8NGT5', 'P35626'})"
"frozenset({'Notch', 'P25685', 'Q9UNE7'})"
"frozenset({'Notch', 'O60645', 'Q86VI4'})"
"frozenset({'Notch', 'P05067', 'P0C1Z6'})"
"frozenset({'Notch', 'Q13263', 'Q9H0K1'})"
"frozenset({'Notch', 'Q08945', 'P58876'})"
"frozenset({'Notch', 'P04637', 'Q00978'})"
"frozenset({'Notch', 'P27824', 'P08519'})"
"frozenset({'Notch', 'P22314', 'Q96B02'})"
"frozenset({'Notch', 'P63104', 'Q9P2J5'})"
"frozenset({'O14593', 'Q03252', 'Notch'})"
"frozenset({'P05107', 'Q9Y4G6', 'Notch'})"
"frozenset({'Notch', 'P24928', 'O76061'})"
"frozenset({'Notch', 'Q6P6C2', 'Q9P2P5'})"
"frozenset({'Notch', 'Q13535', 'Q6PJT7'})"
"frozenset({'Notch', 'P55072', 'Q99757'})"
"frozenset({'Q9BWG6', 'Q9H0C1', 'Notch'})"
"frozenset({'Notch', 'Q06787', 'Q9UM11'})"
"frozenset({'Notch', 'P08684', 'P11473'})"
"frozenset({'Notch', 'Q9H6D7', 'Q2KHM9'})"
"frozenset({'Notch', 'O00443', 'Q9P2R3'})"
"frozenset({'Notch', 'P46527', 'P78396'})"
"frozenset({'Notch', 'Q6NXE6', 'O15269'})"
"frozenset({'Notch', 'Q9Y297', 'O75052'})"
"frozenset({'Notch', 'Q92845', 'P18583'})"
"frozenset({'Notch', 'P00736', 'P02746'})"
"frozenset({'Notch', 'O75489', 'O43464'})"
"frozenset({'P13646', 'P29353', 'Notch'})"
"frozenset({'Notch', 'P02751', 'Q15404'})"
"frozenset({'Notch', 'O75340', 'Q9UBV8'})"
"frozenset({'Notch', 'Q14004', 'P32121'})"
"frozenset({'Notch', 'Q15788', 'O95071'})"
"frozenset({'Notch', 'P19438', 'O60641'})"
"frozenset({'Notch', 'P58107', 'Q00653'})"
"frozenset({'Q8NHV4', 'Q5SW79', 'Notch'})"
"frozenset({'P05412', 'P09211', 'Notch'})"
"frozenset({'P10916', 'Notch', 'P35125'})"
"frozenset({'Notch', 'O15131', 'Q53H96'})"
"frozenset({'Notch', 'P40429', 'P11940'})"
"frozenset({'Notch', 'P35240', 'P05109'})"
"frozenset({'Q8NBD8', 'Notch', 'Q96BA8'})"
"frozenset({'P40763', 'P42345', 'Notch'})"
"frozenset({'Notch', 'P05067', 'P15514'})"
"frozenset({'Notch', 'Q9BYR8', 'P27918'})"
"frozenset({'Notch', 'P68366', 'Q14204'})"
"frozenset({'Q6Y7W6', 'Notch', 'Q6IQ23'})"
"frozenset({'Notch', 'P22059', 'Q9BR76'})"
"frozenset({'Notch', 'Q14999', 'O00410'})"
"frozenset({'Notch', 'P63104', 'Q9NPB6'})"
"frozenset({'Notch', 'Q66GS9', 'Q9C0F1'})"
"frozenset({'P57078', 'P53041', 'Notch'})"
"frozenset({'Notch', 'P27658', 'Q9BYQ3'})"
"frozenset({'Notch', 'Q9H492', 'O75340'})"
"frozenset({'Notch', 'O00268', 'Q99733'})"
"frozenset({'Notch', 'Q96HD1', 'Q92993'})"
"frozenset({'Notch', 'P08631', 'Q03405'})"
"frozenset({'Notch', 'P35232', 'Q13286'})"
"frozenset({'Q96TA2', 'Q86Y39', 'Notch'})"
"frozenset({'A5PLL7', 'P49821', 'Notch'})"
"frozenset({'P54253', 'Notch', 'Q8N2M8'})"
"frozenset({'Notch', 'Q9BS26', 'P25942'})"
