negatives
"frozenset({'Q8IWR0', 'Q13153', 'BCR'})"
"frozenset({'Q14CZ7', 'BCR', 'P43365'})"
"frozenset({'BCR', 'Q96EP5', 'Q9GZQ8'})"
"frozenset({'BCR', 'Q969G5', 'O95810'})"
"frozenset({'P14923', 'BCR', 'Q92905'})"
"frozenset({'P59047', 'BCR', 'Q9NX02'})"
"frozenset({'Q02790', 'BCR', 'Q6P1J9'})"
"frozenset({'O95292', 'BCR', 'P46379'})"
"frozenset({'BCR', 'O15020', 'Q9BR76'})"
"frozenset({'BCR', 'P31937', 'P40925'})"
"frozenset({'BCR', 'Q9BSI4', 'P12277'})"
"frozenset({'BCR', 'Q96NL6', 'Q641Q2'})"
"frozenset({'P38936', 'Q13425', 'BCR'})"
"frozenset({'BCR', 'Q03164', 'P19784'})"
"frozenset({'P46439', 'BCR', 'P36873'})"
"frozenset({'Q6NXE6', 'BCR', 'O15269'})"
"frozenset({'P67870', 'Q16526', 'BCR'})"
"frozenset({'BCR', 'P51692', 'Q13469'})"
"frozenset({'BCR', 'Q9NUQ8', 'P21281'})"
"frozenset({'BCR', 'P56750', 'O00501'})"
"frozenset({'BCR', 'Q9NRX2', 'Q9NW08'})"
"frozenset({'O15156', 'BCR', 'P52292'})"
"frozenset({'Q8NFZ0', 'BCR', 'Q96E11'})"
"frozenset({'Q13617', 'P50502', 'BCR'})"
"frozenset({'BCR', 'Q96KR4', 'Q96BK5'})"
"frozenset({'O43795', 'BCR', 'Q504Q3'})"
"frozenset({'BCR', 'P18146', 'Q99705'})"
"frozenset({'BCR', 'P00390', 'O95831'})"
"frozenset({'P54253', 'Q14157', 'BCR'})"
"frozenset({'BCR', 'P61024', 'O00233'})"
"frozenset({'Q15751', 'BCR', 'Q4V328'})"
"frozenset({'Q99714', 'BCR', 'P52565'})"
"frozenset({'BCR', 'Q9Y3P9', 'P43631'})"
"frozenset({'BCR', 'O75161', 'O75153'})"
"frozenset({'BCR', 'O75554', 'P09012'})"
"frozenset({'BCR', 'P16671', 'P04628'})"
"frozenset({'BCR', 'P50222', 'Q92688'})"
"frozenset({'O00267', 'BCR', 'P52434'})"
"frozenset({'O00329', 'BCR', 'P19174'})"
"frozenset({'Q9UMX0', 'BCR', 'Q13616'})"
"frozenset({'BCR', 'P05787', 'O76015'})"
"frozenset({'BCR', 'P04629', 'Q8NBF6'})"
"frozenset({'Q9UPP5', 'Q9UBV7', 'BCR'})"
"frozenset({'BCR', 'P04629', 'Q14160'})"
"frozenset({'BCR', 'Q6FHJ7', 'Q9UP38'})"
"frozenset({'Q8WWX9', 'BCR', 'Q7Z3S9'})"
"frozenset({'BCR', 'P07108', 'O75376'})"
"frozenset({'O43251', 'BCR', 'Q9NWB1'})"
"frozenset({'BCR', 'Q9BRJ7', 'Q15323'})"
"frozenset({'P47755', 'BCR', 'Q9Y5K6'})"
"frozenset({'Q5VZ89', 'BCR', 'P30307'})"
"frozenset({'BCR', 'Q9NZN5', 'P60953'})"
"frozenset({'Q8N8E2', 'BCR', 'Q9NPA5'})"
"frozenset({'Q9UMX0', 'BCR', 'P20333'})"
"frozenset({'Q9BWE0', 'BCR', 'Q9UJX2'})"
"frozenset({'BCR', 'P26010', 'P04004'})"
"frozenset({'BCR', 'P40123', 'P33991'})"
"frozenset({'P30044', 'BCR', 'P22392'})"
"frozenset({'BCR', 'P05412', 'Q15424'})"
"frozenset({'BCR', 'Q9P2A4', 'Q86YM7'})"
"frozenset({'Q9BZK7', 'BCR', 'P04629'})"
"frozenset({'BCR', 'O95347', 'Q99459'})"
"frozenset({'P35244', 'BCR', 'P14678'})"
"frozenset({'Q93034', 'BCR', 'Q12849'})"
"frozenset({'Q9NT62', 'BCR', 'O95379'})"
"frozenset({'BCR', 'Q14191', 'P12956'})"
"frozenset({'P23396', 'BCR', 'P62854'})"
"frozenset({'P86479', 'BCR', 'Q9NVV9'})"
"frozenset({'BCR', 'P04629', 'O00410'})"
"frozenset({'Q8WUI4', 'BCR', 'Q9C0D3'})"
"frozenset({'BCR', 'P49238', 'P43250'})"
"frozenset({'Q14766', 'BCR', 'P18084'})"
"frozenset({'Q14164', 'BCR', 'P61106'})"
"frozenset({'BCR', 'Q92698', 'P16333'})"
"frozenset({'BCR', 'Q9GZQ8', 'Q86VR2'})"
"frozenset({'BCR', 'Q92782', 'Q6STE5'})"
"frozenset({'P28562', 'BCR', 'P04637'})"
"frozenset({'BCR', 'Q9HC98', 'Q13200'})"
"frozenset({'P30968', 'BCR', 'P13521'})"
"frozenset({'BCR', 'P43115', 'Q58EX7'})"
"frozenset({'Q13547', 'BCR', 'Q9NVX0'})"
"frozenset({'BCR', 'P10809', 'P04049'})"
"frozenset({'BCR', 'O75964', 'P08574'})"
"frozenset({'BCR', 'P13569', 'P25685'})"
"frozenset({'P30450', 'BCR', 'P61769'})"
"frozenset({'BCR', 'P62241', 'Q9HD33'})"
"frozenset({'BCR', 'Q9UM11', 'Q9UJX2'})"
"frozenset({'P05014', 'BCR', 'Q6UXL0'})"
"frozenset({'BCR', 'P06213', 'Q16827'})"
"frozenset({'BCR', 'Q07021', 'Q9H5Q4'})"
"frozenset({'P68543', 'BCR', 'Q96A32'})"
"frozenset({'BCR', 'P26196', 'Q5JST6'})"
"frozenset({'P45984', 'BCR', 'P16401'})"
"frozenset({'BCR', 'O43463', 'Q96I34'})"
"frozenset({'Q9H0W9', 'BCR', 'P29508'})"
"frozenset({'Q9H1A4', 'BCR', 'O60729'})"
"frozenset({'P52294', 'BCR', 'Q13620'})"
"frozenset({'BCR', 'P56377', 'Q96CW1'})"
"frozenset({'Q15022', 'BCR', 'P03372'})"
"frozenset({'BCR', 'P06753', 'P12277'})"
"frozenset({'BCR', 'Q96N67', 'Q07889'})"
"frozenset({'BCR', 'Q9NZM3', 'Q6ZUJ8'})"
"frozenset({'BCR', 'O95718', 'P49411'})"
"frozenset({'BCR', 'P29034', 'Q00987'})"
"frozenset({'Q96D05', 'BCR', 'Q401N2'})"
"frozenset({'BCR', 'P62263', 'P62854'})"
"frozenset({'BCR', 'Q9Y4P1', 'Q9BXW4'})"
"frozenset({'Q9UPV9', 'BCR', 'Q00534'})"
"frozenset({'BCR', 'Q9P2W3', 'Q8NGQ5'})"
"frozenset({'BCR', 'P62136', 'Q9Y2W3'})"
"frozenset({'Q9GZT8', 'BCR', 'P55210'})"
"frozenset({'Q9H9B4', 'BCR', 'Q15388'})"
"frozenset({'Q9H444', 'BCR', 'Q10589'})"
"frozenset({'BCR', 'O00629', 'O00505'})"
"frozenset({'Q13387', 'BCR', 'Q9BWF3'})"
"frozenset({'BCR', 'Q16695', 'O14965'})"
"frozenset({'BCR', 'P30043', 'P62899'})"
"frozenset({'BCR', 'P78368', 'P16333'})"
"frozenset({'O60216', 'BCR', 'O15066'})"
"frozenset({'O15111', 'BCR', 'P61353'})"
"frozenset({'Q9Y5Y2', 'BCR', 'Q9HA47'})"
"frozenset({'BCR', 'P78364', 'O75530'})"
"frozenset({'BCR', 'Q8WX92', 'Q00839'})"
"frozenset({'P62312', 'BCR', 'P62310'})"
"frozenset({'BCR', 'O95751', 'Q8TBZ8'})"
"frozenset({'P22415', 'BCR', 'P00966'})"
"frozenset({'BCR', 'P05067', 'O95256'})"
"frozenset({'P15018', 'BCR', 'P10912'})"
"frozenset({'Q8TAE8', 'BCR', 'Q63ZY3'})"
"frozenset({'BCR', 'Q08828', 'P17252'})"
"frozenset({'BCR', 'Q32P28', 'Q9Y3C4'})"
"frozenset({'BCR', 'P04629', 'Q13098'})"
"frozenset({'P67870', 'P27708', 'BCR'})"
"frozenset({'BCR', 'P12956', 'Q96AP0'})"
"frozenset({'BCR', 'P05067', 'P42772'})"
"frozenset({'BCR', 'Q9P2R3', 'Q9BW61'})"
"frozenset({'Q96EY7', 'BCR', 'Q92665'})"
"frozenset({'P43243', 'BCR', 'Q9UJZ1'})"
"frozenset({'BCR', 'O43597', 'P60410'})"
"frozenset({'BCR', 'P07910', 'Q7L2J0'})"
"frozenset({'Q13547', 'BCR', 'P18847'})"
"frozenset({'Q9Y282', 'BCR', 'Q9NR77'})"
"frozenset({'P68366', 'BCR', 'Q15797'})"
"frozenset({'BCR', 'Q96J02', 'Q9H0E2'})"
"frozenset({'BCR', 'P62277', 'P62913'})"
"frozenset({'BCR', 'Q96PY6', 'Q15172'})"
"frozenset({'BCR', 'Q9UMR2', 'Q9Y6R7'})"
"frozenset({'BCR', 'P04183', 'Q5UIP0'})"
"frozenset({'BCR', 'P25490', 'Q9UJW3'})"
"frozenset({'BCR', 'P56545', 'P20749'})"
"frozenset({'P36578', 'BCR', 'P62269'})"
"frozenset({'O43298', 'BCR', 'Q96SQ5'})"
"frozenset({'Q53FE4', 'BCR', 'O60341'})"
"frozenset({'P27635', 'BCR', 'P62913'})"
"frozenset({'P00533', 'BCR', 'Q8TEW6'})"
"frozenset({'Q99623', 'BCR', 'O14593'})"
"frozenset({'BCR', 'Q9Y241', 'P14678'})"
"frozenset({'BCR', 'Q9NR45', 'Q06830'})"
"frozenset({'Q9UKI9', 'BCR', 'P68400'})"
"frozenset({'P84022', 'BCR', 'P10070'})"
"frozenset({'P53567', 'Q16649', 'BCR'})"
"frozenset({'BCR', 'P62244', 'P62736'})"
"frozenset({'Q12800', 'BCR', 'Q00526'})"
"frozenset({'Q15022', 'BCR', 'Q92945'})"
"frozenset({'BCR', 'Q01130', 'Q8WXA9'})"
"frozenset({'P55854', 'BCR', 'Q8NFD5'})"
"frozenset({'BCR', 'P35453', 'Q99958'})"
"frozenset({'BCR', 'Q5HYA8', 'P62333'})"
"frozenset({'BCR', 'Q9NX08', 'Q8N668'})"
"frozenset({'P51170', 'Q9Y6Q5', 'BCR'})"
"frozenset({'BCR', 'Q9HB65', 'P42568'})"
"frozenset({'BCR', 'Q92905', 'Q2M2I5'})"
"frozenset({'O75955', 'BCR', 'P06241'})"
"frozenset({'P62826', 'BCR', 'P26368'})"
"frozenset({'Q9H307', 'BCR', 'Q92838'})"
"frozenset({'BCR', 'Q86X83', 'O60826'})"
"frozenset({'BCR', 'O95178', 'Q9NX14'})"
"frozenset({'BCR', 'Q0VDD7', 'Q9UFG5'})"
"frozenset({'Q5T7W0', 'BCR', 'P48729'})"
"frozenset({'Q15365', 'BCR', 'Q9BUF5'})"
"frozenset({'BCR', 'P46940', 'P35222'})"
"frozenset({'BCR', 'Q8TEP8', 'O00139'})"
"frozenset({'BCR', 'P11766', 'Q9H3D4'})"
"frozenset({'BCR', 'Q96S94', 'P06241'})"
"frozenset({'BCR', 'P16619', 'P49238'})"
"frozenset({'BCR', 'P01106', 'P11926'})"
"frozenset({'O76014', 'BCR', 'Q8N6Y0'})"
"frozenset({'P49674', 'P48730', 'BCR'})"
"frozenset({'Q14839', 'BCR', 'O94776'})"
"frozenset({'Q9H0I3', 'BCR', 'P54257'})"
"frozenset({'BCR', 'Q8IWZ3', 'Q9HCE1'})"
"frozenset({'P41743', 'BCR', 'Q7KZI7'})"
"frozenset({'P32314', 'BCR', 'Q15717'})"
"frozenset({'O43542', 'BCR', 'P10809'})"
"frozenset({'BCR', 'Q9HBE5', 'P0DML2'})"
"frozenset({'BCR', 'P0C869', 'P17252'})"
"frozenset({'BCR', 'P60981', 'P63261'})"
"frozenset({'P50552', 'BCR', 'Q13573'})"
"frozenset({'BCR', 'P62807', 'P48382'})"
"frozenset({'BCR', 'P10515', 'Q15118'})"
"frozenset({'BCR', 'Q9UM73', 'Q14980'})"
"frozenset({'Q9UK41', 'BCR', 'Q9NZ09'})"
"frozenset({'BCR', 'P06748', 'Q7L5N1'})"
"frozenset({'BCR', 'P10606', 'Q96MT4'})"
"frozenset({'BCR', 'Q16222', 'O75083'})"
"frozenset({'BCR', 'Q13077', 'Q8IYX3'})"
"frozenset({'Q9UKA9', 'Q99729', 'BCR'})"
"frozenset({'BCR', 'Q96FW1', 'Q8WWC4'})"
"frozenset({'Q9H255', 'BCR', 'P33764'})"
"frozenset({'Q96DH6', 'BCR', 'P48431'})"
"frozenset({'P26992', 'BCR', 'P16333'})"
"frozenset({'BCR', 'P62314', 'Q9BWJ5'})"
"frozenset({'BCR', 'Q13641', 'P62136'})"
"frozenset({'BCR', 'Q9NZJ7', 'Q9BQ15'})"
"frozenset({'BCR', 'Q49AN0', 'P43686'})"
"frozenset({'BCR', 'P56545', 'Q99594'})"
"frozenset({'P16144', 'BCR', 'Q9HBI1'})"
"frozenset({'BCR', 'Q06330', 'Q9HBE1'})"
"frozenset({'BCR', 'O95218', 'Q02040'})"
"frozenset({'BCR', 'Q8IV38', 'Q96AP0'})"
"frozenset({'Q9HCI7', 'BCR', 'Q71DI3'})"
"frozenset({'BCR', 'Q96T76', 'P30443'})"
"frozenset({'P43487', 'BCR', 'P16035'})"
"frozenset({'BCR', 'P15151', 'P63172'})"
"frozenset({'BCR', 'P62873', 'Q01970'})"
"frozenset({'Q8NHC7', 'BCR', 'P17612'})"
"frozenset({'BCR', 'Q96CW5', 'Q13748'})"
"frozenset({'P35268', 'BCR', 'P61353'})"
"frozenset({'P62273', 'BCR', 'P62888'})"
"frozenset({'Q9UNX3', 'BCR', 'P61326'})"
"frozenset({'BCR', 'Q8IYE1', 'Q9BR77'})"
"frozenset({'P17676', 'BCR', 'P19838'})"
"frozenset({'BCR', 'Q9H0M0', 'Q9H469'})"
"frozenset({'BCR', 'P23526', 'Q71UI9'})"
"frozenset({'BCR', 'O00418', 'P61160'})"
"frozenset({'BCR', 'P19429', 'Q969Q1'})"
"frozenset({'Q6AZY7', 'BCR', 'P04637'})"
"frozenset({'BCR', 'Q99622', 'P30626'})"
"frozenset({'BCR', 'P32249', 'Q9NR50'})"
"frozenset({'Q15464', 'BCR', 'O43639'})"
"frozenset({'O00267', 'BCR', 'P63272'})"
"frozenset({'Q3SY84', 'BCR', 'Q7Z3Y9'})"
"frozenset({'P30511', 'BCR', 'P01892'})"
"frozenset({'P49770', 'BCR', 'P52799'})"
"frozenset({'BCR', 'P62241', 'P54274'})"
"frozenset({'Q12873', 'BCR', 'O95983'})"
"frozenset({'BCR', 'P32121', 'Q8NGD3'})"
"frozenset({'BCR', 'Q9BZE0', 'Q9HCS7'})"
"frozenset({'Q9H0W5', 'BCR', 'Q93008'})"
"frozenset({'P08758', 'BCR', 'P54274'})"
"frozenset({'P61221', 'P63167', 'BCR'})"
"frozenset({'P50897', 'BCR', 'P32119'})"
"frozenset({'BCR', 'Q13573', 'O15042'})"
"frozenset({'BCR', 'Q9NWS0', 'Q96II8'})"
"frozenset({'Q9UBK9', 'BCR', 'Q86WV1'})"
"frozenset({'BCR', 'Q92930', 'P61006'})"
"frozenset({'Q96B26', 'BCR', 'Q6IQ23'})"
"frozenset({'Q8N1N4', 'BCR', 'Q14525'})"
"frozenset({'BCR', 'Q01844', 'Q6VAB6'})"
"frozenset({'BCR', 'P30048', 'P18859'})"
"frozenset({'BCR', 'O15400', 'P22307'})"
"frozenset({'BCR', 'Q15418', 'Q15349'})"
"frozenset({'BCR', 'P17612', 'Q15653'})"
"frozenset({'Q9HD33', 'BCR', 'Q6P1L8'})"
"frozenset({'BCR', 'Q13148', 'P62913'})"
"frozenset({'BCR', 'O60573', 'Q96C00'})"
"frozenset({'BCR', 'Q9BXF9', 'Q3LI76'})"
"frozenset({'P06493', 'P67870', 'BCR'})"
"frozenset({'BCR', 'A5D8T8', 'O76011'})"
"frozenset({'O15049', 'Q9NZD8', 'BCR'})"
"frozenset({'Q969T7', 'BCR', 'Q9UBU9'})"
"frozenset({'BCR', 'A6NKD9', 'Q15154'})"
"frozenset({'BCR', 'Q99633', 'O43447'})"
"frozenset({'BCR', 'Q92598', 'Q8NHW5'})"
"frozenset({'BCR', 'Q9BYQ6', 'O15162'})"
"frozenset({'Q03111', 'BCR', 'P62805'})"
"frozenset({'Q96B26', 'BCR', 'O95863'})"
"frozenset({'BCR', 'Q8N660', 'O60341'})"
"frozenset({'Q99436', 'BCR', 'P28066'})"
"frozenset({'BCR', 'Q06124', 'Q02763'})"
"frozenset({'P62328', 'BCR', 'Q5UIP0'})"
"frozenset({'BCR', 'P04156', 'P84077'})"
"frozenset({'BCR', 'P49748', 'Q9BQ95'})"
"frozenset({'BCR', 'Q96AQ6', 'O60477'})"
"frozenset({'BCR', 'P61247', 'Q96HE9'})"
"frozenset({'Q13136', 'BCR', 'Q99608'})"
"frozenset({'BCR', 'Q9BS26', 'Q6P1J9'})"
"frozenset({'BCR', 'Q13255', 'Q05586'})"
"frozenset({'BCR', 'Q03701', 'Q8N653'})"
"frozenset({'BCR', 'Q02818', 'P35520'})"
"frozenset({'P56192', 'BCR', 'P52789'})"
"frozenset({'Q13131', 'BCR', 'P62258'})"
"frozenset({'BCR', 'Q9P015', 'Q86U38'})"
"frozenset({'BCR', 'Q92905', 'O95429'})"
"frozenset({'BCR', 'P48556', 'P35998'})"
"frozenset({'BCR', 'O00560', 'Q7Z6W1'})"
"frozenset({'P06493', 'BCR', 'P25205'})"
"frozenset({'BCR', 'Q9Y675', 'Q9P2D0'})"
"frozenset({'Q12884', 'BCR', 'P16860'})"
"frozenset({'BCR', 'Q9NZI7', 'Q9UJU5'})"
"frozenset({'P37840', 'BCR', 'P07900'})"
"frozenset({'Q9Y295', 'BCR', 'P53999'})"
"frozenset({'Q9BZF3', 'O43166', 'BCR'})"
"frozenset({'P54646', 'BCR', 'Q13177'})"
"frozenset({'BCR', 'Q15072', 'Q9BTW9'})"
"frozenset({'P15884', 'BCR', 'Q86WQ0'})"
"frozenset({'P52198', 'BCR', 'Q8IWW6'})"
"frozenset({'BCR', 'P54274', 'P11086'})"
"frozenset({'P16144', 'BCR', 'P55268'})"
"frozenset({'BCR', 'Q8TF42', 'Q99569'})"
"frozenset({'Q04917', 'P61221', 'BCR'})"
"frozenset({'P84022', 'BCR', 'Q9UI36'})"
"frozenset({'Q99496', 'BCR', 'O75157'})"
"frozenset({'BCR', 'P61313', 'P27635'})"
"frozenset({'Q8N6P7', 'Q9P0W0', 'BCR'})"
"frozenset({'BCR', 'Q9Y4D2', 'P01106'})"
"frozenset({'P13637', 'BCR', 'Q17R55'})"
"frozenset({'BCR', 'Q9GZV5', 'P62136'})"
"frozenset({'BCR', 'P62258', 'Q15643'})"
"frozenset({'P35372', 'BCR', 'P32298'})"
"frozenset({'Q9H6L2', 'BCR', 'O14763'})"
"frozenset({'BCR', 'Q16539', 'P04150'})"
"frozenset({'Q9Y4B5', 'P63167', 'BCR'})"
"frozenset({'Q86VQ0', 'Q99733', 'BCR'})"
"frozenset({'BCR', 'O43390', 'P62072'})"
"frozenset({'BCR', 'P37108', 'O76094'})"
"frozenset({'BCR', 'O00116', 'P01106'})"
"frozenset({'Q96HA1', 'BCR', 'O95433'})"
"frozenset({'BCR', 'Q05513', 'O14920'})"
"frozenset({'P49736', 'BCR', 'Q13469'})"
"frozenset({'Q9H840', 'Q96TA2', 'BCR'})"
"frozenset({'Q9UQB8', 'P12830', 'BCR'})"
"frozenset({'P31943', 'Q9NYJ8', 'BCR'})"
"frozenset({'Q8TEC5', 'BCR', 'Q15046'})"
"frozenset({'Q6UXN7', 'BCR', 'Q9UHD9'})"
"frozenset({'O75027', 'BCR', 'P01106'})"
"frozenset({'O60828', 'BCR', 'Q9Y2W2'})"
"frozenset({'Q7Z3S9', 'BCR', 'O75716'})"
"frozenset({'BCR', 'Q02779', 'P61201'})"
"frozenset({'P06756', 'BCR', 'Q02763'})"
"frozenset({'BCR', 'P22607', 'P62993'})"
"frozenset({'BCR', 'P13612', 'Q9Y3U8'})"
"frozenset({'Q5VWN6', 'BCR', 'Q8TES7'})"
"frozenset({'BCR', 'P18031', 'P42229'})"
"frozenset({'BCR', 'Q9P0W2', 'Q06330'})"
"frozenset({'BCR', 'O15355', 'O60814'})"
"frozenset({'BCR', 'O95166', 'P56182'})"
"frozenset({'BCR', 'Q66GS9', 'Q15154'})"
"frozenset({'P09630', 'BCR', 'O75815'})"
"frozenset({'Q4VCS5', 'BCR', 'Q96FJ2'})"
"frozenset({'P11597', 'BCR', 'P02654'})"
"frozenset({'BCR', 'Q9Y3M2', 'Q8WWI1'})"
"frozenset({'Q7Z3S9', 'Q96PM5', 'BCR'})"
"frozenset({'BCR', 'P35968', 'P08581'})"
"frozenset({'BCR', 'Q00610', 'P18206'})"
"frozenset({'BCR', 'Q13114', 'Q96DC9'})"
"frozenset({'P49721', 'BCR', 'Q9H0R8'})"
"frozenset({'BCR', 'Q9UJU6', 'Q96JN8'})"
"frozenset({'BCR', 'Q07001', 'P02708'})"
"frozenset({'P43243', 'Q9UKM9', 'BCR'})"
"frozenset({'Q8N5A5', 'BCR', 'Q01860'})"
"frozenset({'BCR', 'P62714', 'Q6IQ23'})"
"frozenset({'BCR', 'P23508', 'Q96GE4'})"
"frozenset({'Q9HAV0', 'BCR', 'P03372'})"
"frozenset({'BCR', 'P43304', 'Q96CS3'})"
"frozenset({'A6NMY6', 'P35244', 'BCR'})"
"frozenset({'BCR', 'P01909', 'Q96H55'})"
"frozenset({'BCR', 'Q9H295', 'Q13438'})"
"frozenset({'Q4VCS5', 'BCR', 'Q9GZV5'})"
"frozenset({'BCR', 'P63096', 'P51684'})"
"frozenset({'Q9UL42', 'Q96SQ5', 'BCR'})"
"frozenset({'Q9HAV0', 'BCR', 'P28482'})"
"frozenset({'BCR', 'O95817', 'Q9H7C9'})"
"frozenset({'P00519', 'BCR', 'Q13233'})"
"frozenset({'O14733', 'BCR', 'P08238'})"
"frozenset({'BCR', 'Q9Y6M1', 'Q9UHX1'})"
"frozenset({'BCR', 'Q13618', 'P22102'})"
"frozenset({'Q9NRD1', 'BCR', 'Q14697'})"
"frozenset({'BCR', 'Q9H211', 'P45983'})"
"frozenset({'BCR', 'Q7L4I2', 'Q9ULK4'})"
"frozenset({'Q13526', 'BCR', 'Q15131'})"
"frozenset({'P84022', 'BCR', 'P16144'})"
"frozenset({'BCR', 'P31040', 'Q8IWT6'})"
"frozenset({'Q86SZ2', 'BCR', 'Q8WVT3'})"
"frozenset({'BCR', 'P46781', 'P61927'})"
"frozenset({'BCR', 'P22607', 'P05019'})"
"frozenset({'P03372', 'BCR', 'Q92688'})"
"frozenset({'P56279', 'BCR', 'Q8TBB1'})"
"frozenset({'P09972', 'P30044', 'BCR'})"
"frozenset({'Q86VQ0', 'BCR', 'Q9BT25'})"
"frozenset({'Q13127', 'P53350', 'BCR'})"
"frozenset({'Q12906', 'BCR', 'P24928'})"
"frozenset({'O60271', 'BCR', 'Q06945'})"
"frozenset({'O75116', 'BCR', 'P53671'})"
"frozenset({'P42338', 'BCR', 'P31751'})"
"frozenset({'BCR', 'Q7RTP6', 'Q9H8V3'})"
"frozenset({'Q96KS0', 'BCR', 'P11802'})"
"frozenset({'Q15910', 'BCR', 'P15531'})"
"frozenset({'BCR', 'Q9UBT7', 'O43852'})"
"frozenset({'Q12906', 'BCR', 'P62310'})"
"frozenset({'P98077', 'BCR', 'P43403'})"
"frozenset({'BCR', 'Q8NAP3', 'O95793'})"
"frozenset({'BCR', 'P04629', 'Q15155'})"
"frozenset({'BCR', 'P35637', 'P32322'})"
"frozenset({'Q5TC82', 'BCR', 'Q9ULX6'})"
"frozenset({'O43150', 'Q969Z0', 'BCR'})"
"frozenset({'BCR', 'Q9ULD6', 'P43686'})"
"frozenset({'P22612', 'BCR', 'Q8WZ92'})"
"frozenset({'BCR', 'Q8TAU3', 'Q2TAC2'})"
"frozenset({'BCR', 'Q9BYW2', 'O14965'})"
"frozenset({'BCR', 'P46782', 'P61978'})"
"frozenset({'BCR', 'O43747', 'Q9NYZ3'})"
"frozenset({'P06493', 'BCR', 'Q00537'})"
"frozenset({'Q9NRR5', 'BCR', 'Q13049'})"
"frozenset({'BCR', 'Q96IK5', 'O76003'})"
"frozenset({'BCR', 'Q92614', 'O15027'})"
"frozenset({'BCR', 'P01106', 'Q9H4L7'})"
"frozenset({'Q9NZD8', 'BCR', 'Q01581'})"
"frozenset({'BCR', 'Q9BYR9', 'Q969G9'})"
"frozenset({'BCR', 'P19367', 'P12004'})"
"frozenset({'BCR', 'Q9Y2L1', 'Q13868'})"
"frozenset({'BCR', 'Q07021', 'Q2MKA7'})"
"frozenset({'P03372', 'Q9NYJ8', 'BCR'})"
"frozenset({'P00533', 'BCR', 'O00410'})"
"frozenset({'P68431', 'BCR', 'Q13428'})"
"frozenset({'BCR', 'P46094', 'O15467'})"
"frozenset({'Q8NEC5', 'BCR', 'Q9NR12'})"
"frozenset({'P10644', 'BCR', 'Q7Z6Z7'})"
"frozenset({'Q12906', 'BCR', 'P34947'})"
"frozenset({'BCR', 'P38398', 'Q08211'})"
"frozenset({'BCR', 'Q96FW1', 'P35613'})"
"frozenset({'BCR', 'P63261', 'Q04864'})"
"frozenset({'BCR', 'Q9BQE3', 'Q16576'})"
"frozenset({'Q9H4P4', 'BCR', 'Q2KHT3'})"
"frozenset({'Q13153', 'BCR', 'Q99592'})"
"frozenset({'Q9Y240', 'BCR', 'Q5JSZ5'})"
"frozenset({'BCR', 'Q15831', 'P58340'})"
"frozenset({'BCR', 'P55081', 'O43395'})"
"frozenset({'BCR', 'P62979', 'Q9HC16'})"
"frozenset({'BCR', 'P07814', 'O14965'})"
"frozenset({'BCR', 'Q14765', 'O14508'})"
"frozenset({'Q9BYG5', 'Q9BXL8', 'BCR'})"
"frozenset({'P41214', 'BCR', 'Q13618'})"
"frozenset({'BCR', 'P19338', 'P60520'})"
"frozenset({'BCR', 'O00635', 'P62837'})"
"frozenset({'BCR', 'P32004', 'P49757'})"
"frozenset({'P46937', 'BCR', 'O14745'})"
"frozenset({'Q13315', 'O43543', 'BCR'})"
"frozenset({'BCR', 'O75208', 'Q9BVV7'})"
"frozenset({'BCR', 'Q99459', 'P11172'})"
"frozenset({'Q12952', 'BCR', 'P54577'})"
"frozenset({'BCR', 'Q9NYF3', 'Q9UQC2'})"
"frozenset({'BCR', 'Q96CW1', 'Q5XKE5'})"
"frozenset({'BCR', 'Q92747', 'Q15717'})"
"frozenset({'P06493', 'BCR', 'Q02952'})"
"frozenset({'BCR', 'P05129', 'P51828'})"
"frozenset({'BCR', 'Q6PF04', 'Q99750'})"
"frozenset({'BCR', 'Q6IQ23', 'O43426'})"
"frozenset({'BCR', 'O00471', 'Q969S3'})"
"frozenset({'Q92636', 'BCR', 'Q9GZQ8'})"
"frozenset({'BCR', 'Q15560', 'O00635'})"
"frozenset({'Q9H6U6', 'BCR', 'Q99816'})"
"frozenset({'Q8N7C3', 'BCR', 'Q9UBB9'})"
"frozenset({'BCR', 'Q9Y4K3', 'P36897'})"
"frozenset({'BCR', 'Q9UBG7', 'Q7RTS3'})"
"frozenset({'BCR', 'Q99848', 'Q6ZW49'})"
"frozenset({'O00591', 'BCR', 'O60296'})"
"frozenset({'BCR', 'P62714', 'P30154'})"
"frozenset({'BCR', 'Q92905', 'P31040'})"
"frozenset({'BCR', 'Q13490', 'O14757'})"
"frozenset({'BCR', 'P05412', 'P19525'})"
"frozenset({'BCR', 'Q99848', 'P07951'})"
"frozenset({'BCR', 'O00459', 'O14544'})"
"frozenset({'Q96FV9', 'BCR', 'Q9UI30'})"
"frozenset({'Q04759', 'BCR', 'Q9Y6K9'})"
"frozenset({'Q14689', 'BCR', 'P01106'})"
"frozenset({'BCR', 'P19237', 'Q969Q1'})"
"frozenset({'BCR', 'P34897', 'Q9H0D6'})"
"frozenset({'P27361', 'BCR', 'Q8IVT5'})"
"frozenset({'P54727', 'BCR', 'Q96H35'})"
"frozenset({'BCR', 'O14965', 'Q96RF0'})"
"frozenset({'P49736', 'BCR', 'Q08945'})"
"frozenset({'BCR', 'P22528', 'Q13185'})"
"frozenset({'BCR', 'O94953', 'P34932'})"
