negatives
"frozenset({'Q13285', 'IL6', 'P49675'})"
"frozenset({'IL6', 'P57737', 'Q15369'})"
"frozenset({'IL6', 'P58012', 'O95992'})"
"frozenset({'IL6', 'Q86VP6', 'P63220'})"
"frozenset({'IL6', 'Q9UHD2', 'O14980'})"
"frozenset({'P48431', 'IL6', 'Q01105'})"
"frozenset({'Q07889', 'P62316', 'IL6'})"
"frozenset({'P30450', 'IL6', 'P07766'})"
"frozenset({'P05166', 'IL6', 'Q14197'})"
"frozenset({'Q58FG0', 'IL6', 'Q9UQB9'})"
"frozenset({'Q14247', 'P27361', 'IL6'})"
"frozenset({'Q9P246', 'IL6', 'Q9BRQ5'})"
"frozenset({'IL6', 'Q8N7C3', 'Q9NRD5'})"
"frozenset({'Q9Y4K3', 'Q9NQC3', 'IL6'})"
"frozenset({'IL6', 'Q9UGL1', 'Q99958'})"
"frozenset({'IL6', 'Q6P087', 'A8MQ03'})"
"frozenset({'Q9BV73', 'IL6', 'P05067'})"
"frozenset({'IL6', 'Q04917', 'O95817'})"
"frozenset({'Q8TEW0', 'Q9Y624', 'IL6'})"
"frozenset({'Q9HCI7', 'IL6', 'Q71DI3'})"
"frozenset({'Q5JTC6', 'P18146', 'IL6'})"
"frozenset({'IL6', 'P07814', 'Q01201'})"
"frozenset({'Q7L2J0', 'IL6', 'P04632'})"
"frozenset({'IL6', 'Q9H9D4', 'Q9NY93'})"
"frozenset({'IL6', 'Q15286', 'P19320'})"
"frozenset({'P09619', 'IL6', 'P01308'})"
"frozenset({'Q9BT40', 'IL6', 'Q92988'})"
"frozenset({'P26641', 'IL6', 'P33240'})"
"frozenset({'IL6', 'Q99062', 'Q9NYY1'})"
"frozenset({'Q9Y4K3', 'IL6', 'Q9NRX1'})"
"frozenset({'IL6', 'P46087', 'P46379'})"
"frozenset({'IL6', 'P15336', 'P17275'})"
"frozenset({'IL6', 'Q9UHA4', 'P19532'})"
"frozenset({'IL6', 'Q9HAW4', 'Q13315'})"
"frozenset({'IL6', 'O76093', 'P17948'})"
"frozenset({'Q9Y4K3', 'IL6', 'Q14457'})"
"frozenset({'P13747', 'P01892', 'IL6'})"
"frozenset({'Q5SQN1', 'IL6', 'Q12846'})"
"frozenset({'Q9H8W4', 'IL6', 'Q14141'})"
"frozenset({'Q9BT40', 'Q5TA50', 'IL6'})"
"frozenset({'IL6', 'Q9H190', 'Q9UMS0'})"
"frozenset({'P53004', 'IL6', 'Q9Y5X3'})"
"frozenset({'Q8IXK0', 'IL6', 'P49137'})"
"frozenset({'Q15047', 'IL6', 'O43463'})"
"frozenset({'Q96AT9', 'P24941', 'IL6'})"
"frozenset({'IL6', 'Q8WWB3', 'Q9BT92'})"
"frozenset({'IL6', 'Q05397', 'P04406'})"
"frozenset({'Q96EV8', 'IL6', 'Q9UEU0'})"
"frozenset({'P06748', 'IL6', 'Q9UKL0'})"
"frozenset({'P61289', 'Q5THK1', 'IL6'})"
"frozenset({'Q9UMX0', 'Q53GQ0', 'IL6'})"
"frozenset({'IL6', 'P49736', 'P14866'})"
"frozenset({'IL6', 'P29466', 'Q676U5'})"
"frozenset({'IL6', 'P78344', 'P11021'})"
"frozenset({'IL6', 'O14862', 'Q96SI9'})"
"frozenset({'IL6', 'O14561', 'Q86Y39'})"
"frozenset({'P50542', 'IL6', 'P38398'})"
"frozenset({'IL6', 'Q8WX93', 'O94875'})"
"frozenset({'IL6', 'Q96AJ1', 'Q15717'})"
"frozenset({'P45984', 'IL6', 'Q9UK08'})"
"frozenset({'IL6', 'Q71DI3', 'Q9NPI1'})"
"frozenset({'IL6', 'P56470', 'P13569'})"
"frozenset({'P05388', 'IL6', 'P61313'})"
"frozenset({'IL6', 'Q9BZK7', 'O96019'})"
"frozenset({'Q96LJ8', 'P31040', 'IL6'})"
"frozenset({'P02751', 'P36578', 'IL6'})"
"frozenset({'Q99459', 'Q9H8V3', 'IL6'})"
"frozenset({'IL6', 'Q9C0G0', 'P0C862'})"
"frozenset({'IL6', 'P08134', 'O96013'})"
"frozenset({'IL6', 'P22083', 'P05161'})"
"frozenset({'Q9NWF9', 'IL6', 'O14980'})"
"frozenset({'P0C0S5', 'Q15059', 'IL6'})"
"frozenset({'Q04446', 'IL6', 'O43900'})"
"frozenset({'IL6', 'P28908', 'O00463'})"
"frozenset({'IL6', 'Q99575', 'Q92499'})"
"frozenset({'P02751', 'IL6', 'Q9BUL8'})"
"frozenset({'Q96F85', 'IL6', 'Q9NRG1'})"
"frozenset({'IL6', 'Q9ULT8', 'Q6IBW4'})"
"frozenset({'Q05193', 'P18146', 'IL6'})"
"frozenset({'IL6', 'O43390', 'P61254'})"
"frozenset({'IL6', 'Q15717', 'Q9P2P5'})"
"frozenset({'IL6', 'P62258', 'P48730'})"
"frozenset({'IL6', 'Q14562', 'Q9H492'})"
"frozenset({'IL6', 'P61326', 'Q07020'})"
"frozenset({'O15357', 'IL6', 'P49368'})"
"frozenset({'P29317', 'Q9UK45', 'IL6'})"
"frozenset({'O95751', 'Q9H5V7', 'IL6'})"
"frozenset({'Q8N831', 'IL6', 'Q52LG2'})"
"frozenset({'IL6', 'Q9BRJ2', 'Q9Y676'})"
"frozenset({'IL6', 'Q93034', 'Q13310'})"
"frozenset({'IL6', 'Q06413', 'Q15596'})"
"frozenset({'P62877', 'IL6', 'Q9Y4E8'})"
"frozenset({'IL6', 'P18428', 'Q03591'})"
"frozenset({'Q8TF46', 'IL6', 'P0DMV9'})"
"frozenset({'Q05586', 'P78352', 'IL6'})"
"frozenset({'Q8IXH7', 'Q9Y241', 'IL6'})"
"frozenset({'P78537', 'Q96NL6', 'IL6'})"
"frozenset({'IL6', 'Q9NQ50', 'Q86XR8'})"
"frozenset({'P63000', 'IL6', 'O60890'})"
"frozenset({'Q13547', 'Q8N2W9', 'IL6'})"
"frozenset({'IL6', 'Q9NWB1', 'Q92530'})"
"frozenset({'IL6', 'Q96SQ5', 'Q9H257'})"
"frozenset({'P60369', 'IL6', 'Q6ZT89'})"
"frozenset({'Q93050', 'Q9Y3E0', 'IL6'})"
"frozenset({'Q16690', 'Q15759', 'IL6'})"
"frozenset({'IL6', 'Q3SY00', 'Q9HBI0'})"
"frozenset({'IL6', 'O94880', 'Q00839'})"
"frozenset({'Q92731', 'IL6', 'Q15459'})"
"frozenset({'Q9H814', 'P27635', 'IL6'})"
"frozenset({'P11940', 'IL6', 'Q99558'})"
"frozenset({'IL6', 'P33240', 'Q8IYB3'})"
"frozenset({'P23276', 'IL6', 'P51811'})"
"frozenset({'Q9UNX3', 'P32969', 'IL6'})"
"frozenset({'IL6', 'P30281', 'P06493'})"
"frozenset({'IL6', 'P78509', 'P13612'})"
"frozenset({'P62314', 'IL6', 'Q9Y576'})"
"frozenset({'Q8NI37', 'Q96AQ6', 'IL6'})"
"frozenset({'P20138', 'IL6', 'P19174'})"
"frozenset({'Q8IXK0', 'IL6', 'Q99523'})"
"frozenset({'Q6NXE6', 'IL6', 'O60499'})"
"frozenset({'Q9UMX0', 'IL6', 'O75340'})"
"frozenset({'IL6', 'Q04206', 'O95999'})"
"frozenset({'IL6', 'Q86VP6', 'P62269'})"
"frozenset({'IL6', 'Q06323', 'O14818'})"
"frozenset({'IL6', 'Q4VCS5', 'Q13432'})"
"frozenset({'Q92543', 'IL6', 'Q15717'})"
"frozenset({'P62263', 'IL6', 'Q96JC1'})"
"frozenset({'IL6', 'Q9UGK3', 'P42229'})"
"frozenset({'P08238', 'IL6', 'Q9BXA7'})"
"frozenset({'IL6', 'Q14240', 'Q08AM6'})"
"frozenset({'IL6', 'P63211', 'P45983'})"
"frozenset({'P62841', 'IL6', 'P27635'})"
"frozenset({'P50222', 'IL6', 'O75132'})"
"frozenset({'P62937', 'IL6', 'Q7Z6Z7'})"
"frozenset({'O75347', 'P28702', 'IL6'})"
"frozenset({'Q99459', 'IL6', 'Q9UJX6'})"
"frozenset({'P08238', 'IL6', 'P22607'})"
"frozenset({'P61289', 'Q99460', 'IL6'})"
"frozenset({'Q7Z3S9', 'P57739', 'IL6'})"
"frozenset({'IL6', 'P53420', 'P53708'})"
"frozenset({'Q02833', 'IL6', 'P10398'})"
"frozenset({'IL6', 'Q16537', 'Q9UBN1'})"
"frozenset({'P13725', 'IL6', 'Q6UWB1'})"
"frozenset({'P47755', 'O95373', 'IL6'})"
"frozenset({'Q9NUX5', 'IL6', 'Q9NY33'})"
"frozenset({'P30153', 'IL6', 'Q00059'})"
"frozenset({'Q99459', 'IL6', 'Q14671'})"
"frozenset({'P80188', 'Q96EQ0', 'IL6'})"
"frozenset({'Q9BR61', 'IL6', 'P05067'})"
"frozenset({'IL6', 'P03372', 'P61218'})"
"frozenset({'IL6', 'O00560', 'Q8TC92'})"
"frozenset({'P62873', 'IL6', 'P11229'})"
"frozenset({'IL6', 'O95470', 'Q7Z7A1'})"
"frozenset({'Q96D46', 'P54727', 'IL6'})"
"frozenset({'O15258', 'IL6', 'P20036'})"
"frozenset({'F7VJQ1', 'IL6', 'Q08E93'})"
"frozenset({'IL6', 'Q12873', 'P21246'})"
"frozenset({'IL6', 'Q8NGC0', 'O60262'})"
"frozenset({'Q9NZT1', 'Q16566', 'IL6'})"
"frozenset({'P49459', 'IL6', 'Q6ZT12'})"
"frozenset({'Q6UWZ7', 'IL6', 'P34932'})"
"frozenset({'O95678', 'IL6', 'Q9HAQ2'})"
"frozenset({'Q9Y3C1', 'IL6', 'P78563'})"
"frozenset({'Q96AY3', 'IL6', 'O75312'})"
"frozenset({'Q13618', 'IL6', 'Q92804'})"
"frozenset({'P25101', 'IL6', 'O43521'})"
"frozenset({'Q9BPW5', 'Q01844', 'IL6'})"
"frozenset({'P52564', 'P40692', 'IL6'})"
"frozenset({'P62877', 'IL6', 'O43318'})"
"frozenset({'IL6', 'P51531', 'Q12873'})"
"frozenset({'Q15014', 'IL6', 'O75182'})"
"frozenset({'IL6', 'Q8IXJ9', 'P31269'})"
"frozenset({'IL6', 'P86480', 'Q9BZE0'})"
"frozenset({'IL6', 'Q9NQT8', 'Q8WUI4'})"
"frozenset({'P02751', 'IL6', 'P68036'})"
"frozenset({'IL6', 'P55773', 'P25025'})"
"frozenset({'Q8WYH8', 'IL6', 'Q9NQC1'})"
"frozenset({'P61457', 'Q9BWT3', 'IL6'})"
"frozenset({'P57078', 'Q63ZY3', 'IL6'})"
"frozenset({'IL6', 'P05067', 'Q8NCB2'})"
"frozenset({'P13667', 'IL6', 'Q14232'})"
"frozenset({'P51587', 'IL6', 'Q9P287'})"
"frozenset({'Q13573', 'IL6', 'Q86UV5'})"
"frozenset({'IL6', 'Q15788', 'Q96RI1'})"
"frozenset({'Q6NVU6', 'IL6', 'P78424'})"
"frozenset({'Q8NHH9', 'IL6', 'Q8IWL3'})"
"frozenset({'IL6', 'Q14568', 'Q7L5N1'})"
"frozenset({'IL6', 'Q15717', 'Q8IYX8'})"
"frozenset({'IL6', 'O60260', 'P05067'})"
"frozenset({'P36402', 'Q13761', 'IL6'})"
"frozenset({'IL6', 'P98170', 'P56202'})"
"frozenset({'P42858', 'IL6', 'Q9UIS9'})"
"frozenset({'IL6', 'Q86VR2', 'Q9H1B5'})"
"frozenset({'P12236', 'IL6', 'Q13423'})"
"frozenset({'IL6', 'P26038', 'P19320'})"
"frozenset({'P60896', 'Q8NB14', 'IL6'})"
"frozenset({'IL6', 'Q15717', 'O75173'})"
"frozenset({'IL6', 'Q8WW01', 'O75031'})"
"frozenset({'Q13976', 'IL6', 'Q76M96'})"
"frozenset({'O43257', 'O95619', 'IL6'})"
"frozenset({'IL6', 'Q9UBN6', 'Q13310'})"
"frozenset({'IL6', 'Q96D03', 'P0DP23'})"
"frozenset({'Q9GZM8', 'IL6', 'Q7Z3I7'})"
"frozenset({'P60896', 'IL6', 'O60318'})"
"frozenset({'Q8IV03', 'IL6', 'Q9Y5S2'})"
"frozenset({'IL6', 'O94906', 'P38919'})"
"frozenset({'O43181', 'IL6', 'O14548'})"
"frozenset({'P23297', 'Q9HB71', 'IL6'})"
"frozenset({'O60238', 'Q9H0R8', 'IL6'})"
"frozenset({'P63165', 'Q8N680', 'IL6'})"
"frozenset({'IL6', 'Q6UX06', 'Q9HBH1'})"
"frozenset({'IL6', 'P10398', 'Q6RW13'})"
"frozenset({'Q9NS71', 'IL6', 'P30260'})"
"frozenset({'Q9BXB5', 'IL6', 'O95292'})"
"frozenset({'Q8IXH7', 'Q96DB2', 'IL6'})"
"frozenset({'IL6', 'Q6NUS6', 'O43292'})"
"frozenset({'IL6', 'O43488', 'Q9Y2M0'})"
"frozenset({'P62249', 'IL6', 'Q93034'})"
"frozenset({'Q13618', 'IL6', 'Q96GG9'})"
"frozenset({'IL6', 'Q6PKC3', 'O75582'})"
"frozenset({'P62987', 'P24385', 'IL6'})"
"frozenset({'IL6', 'Q9BYV2', 'Q9UDX3'})"
"frozenset({'O75323', 'IL6', 'Q13501'})"
"frozenset({'P41235', 'O00257', 'IL6'})"
"frozenset({'Q00535', 'Q9Y295', 'IL6'})"
"frozenset({'P05019', 'IL6', 'P24593'})"
"frozenset({'IL6', 'Q9UNP9', 'Q9HCS7'})"
"frozenset({'Q15836', 'O00161', 'IL6'})"
"frozenset({'P31942', 'Q9NR56', 'IL6'})"
"frozenset({'P49901', 'IL6', 'Q9BQ66'})"
"frozenset({'Q9UGF5', 'P25098', 'IL6'})"
"frozenset({'O00744', 'IL6', 'Q92765'})"
"frozenset({'O75665', 'IL6', 'Q9HBM1'})"
"frozenset({'IL6', 'Q13188', 'P30154'})"
"frozenset({'P26368', 'P19338', 'IL6'})"
"frozenset({'Q9NZD8', 'Q9P0T4', 'IL6'})"
"frozenset({'P09651', 'IL6', 'Q7KZI7'})"
"frozenset({'Q5TB80', 'Q9Y4B6', 'IL6'})"
"frozenset({'O15145', 'P61764', 'IL6'})"
"frozenset({'IL6', 'Q9UQ35', 'Q13409'})"
"frozenset({'P10451', 'IL6', 'P61313'})"
"frozenset({'O94955', 'Q96SF7', 'IL6'})"
"frozenset({'Q9Y587', 'IL6', 'Q99594'})"
"frozenset({'IL6', 'Q96L34', 'Q5JR59'})"
"frozenset({'Q9UHQ9', 'A8MV81', 'IL6'})"
"frozenset({'P78310', 'IL6', 'Q8TBB1'})"
"frozenset({'Q15388', 'IL6', 'P10415'})"
"frozenset({'Q99661', 'Q9UIS9', 'IL6'})"
"frozenset({'O75689', 'IL6', 'Q02156'})"
"frozenset({'P56199', 'IL6', 'P02462'})"
"frozenset({'P52597', 'P80723', 'IL6'})"
"frozenset({'P62273', 'IL6', 'P42677'})"
"frozenset({'IL6', 'Q6DKK2', 'Q9P286'})"
"frozenset({'Q13191', 'IL6', 'Q14626'})"
"frozenset({'IL6', 'Q96HJ9', 'P09622'})"
"frozenset({'Q00610', 'O75530', 'IL6'})"
"frozenset({'Q6UVJ0', 'IL6', 'Q8IUD2'})"
"frozenset({'Q9H1D0', 'IL6', 'P18031'})"
"frozenset({'IL6', 'Q12778', 'P29590'})"
"frozenset({'P04040', 'IL6', 'P51532'})"
"frozenset({'Q9UHD9', 'IL6', 'P28066'})"
"frozenset({'IL6', 'Q7Z7G1', 'P06400'})"
"frozenset({'P57721', 'O75936', 'IL6'})"
"frozenset({'Q9P0M6', 'IL6', 'Q9UKV0'})"
"frozenset({'IL6', 'Q13972', 'O14807'})"
"frozenset({'IL6', 'Q9HC62', 'Q8WW34'})"
"frozenset({'Q96CS3', 'Q01813', 'IL6'})"
"frozenset({'Q14332', 'O14640', 'IL6'})"
"frozenset({'IL6', 'Q8NC51', 'Q14204'})"
"frozenset({'Q13283', 'Q15717', 'IL6'})"
"frozenset({'P08754', 'IL6', 'Q8TDS4'})"
"frozenset({'IL6', 'Q13619', 'P10242'})"
"frozenset({'P11940', 'IL6', 'Q9NYL9'})"
"frozenset({'Q03405', 'IL6', 'Q9UHG3'})"
"frozenset({'IL6', 'Q16630', 'Q9NXP7'})"
"frozenset({'IL6', 'Q9Y3D6', 'O00429'})"
"frozenset({'IL6', 'O15265', 'Q12805'})"
"frozenset({'P85298', 'IL6', 'Q9H4E5'})"
"frozenset({'IL6', 'Q9Y2X9', 'Q7Z589'})"
"frozenset({'IL6', 'P61619', 'P46782'})"
"frozenset({'P62837', 'IL6', 'Q8NHG8'})"
"frozenset({'IL6', 'P63208', 'Q02224'})"
"frozenset({'IL6', 'Q9BXK5', 'Q9UKR5'})"
"frozenset({'Q9UPN3', 'IL6', 'Q16401'})"
"frozenset({'Q96B49', 'IL6', 'P43220'})"
"frozenset({'Q99496', 'O43823', 'IL6'})"
"frozenset({'P04637', 'IL6', 'Q8NBN7'})"
"frozenset({'P37802', 'Q9UBU9', 'IL6'})"
"frozenset({'IL6', 'Q9H147', 'P61218'})"
"frozenset({'IL6', 'Q92567', 'O75177'})"
"frozenset({'IL6', 'P48147', 'P04075'})"
"frozenset({'IL6', 'Q99732', 'Q96J02'})"
"frozenset({'Q9UBD9', 'Q13651', 'IL6'})"
"frozenset({'Q71U36', 'IL6', 'Q15291'})"
"frozenset({'P54577', 'Q9HCE1', 'IL6'})"
"frozenset({'Q9UGI0', 'IL6', 'P59910'})"
"frozenset({'Q9NYB0', 'IL6', 'Q96A72'})"
"frozenset({'Q9H160', 'IL6', 'P84243'})"
"frozenset({'IL6', 'Q12905', 'P23396'})"
"frozenset({'P51991', 'Q15287', 'IL6'})"
"frozenset({'IL6', 'Q5T124', 'Q13946'})"
"frozenset({'Q15653', 'P62837', 'IL6'})"
"frozenset({'P06748', 'P47813', 'IL6'})"
"frozenset({'P10276', 'IL6', 'P13010'})"
"frozenset({'Q53S58', 'IL6', 'Q00325'})"
"frozenset({'P68371', 'IL6', 'P07900'})"
"frozenset({'O43504', 'IL6', 'Q9Y2Q5'})"
"frozenset({'Q9UQP3', 'IL6', 'P13612'})"
"frozenset({'Q9UQ84', 'IL6', 'P20585'})"
"frozenset({'IL6', 'P60900', 'P25686'})"
"frozenset({'IL6', 'Q96QF0', 'P48553'})"
"frozenset({'Q70IA6', 'IL6', 'Q9NT62'})"
"frozenset({'P16070', 'IL6', 'P11047'})"
"frozenset({'P62753', 'P55072', 'IL6'})"
"frozenset({'IL6', 'P53539', 'O43639'})"
"frozenset({'P06753', 'O14641', 'IL6'})"
"frozenset({'IL6', 'P52435', 'P24928'})"
"frozenset({'Q15025', 'IL6', 'Q08426'})"
"frozenset({'IL6', 'Q86X95', 'Q9HC98'})"
"frozenset({'P29122', 'P28702', 'IL6'})"
"frozenset({'IL6', 'O00463', 'O43318'})"
"frozenset({'IL6', 'P42224', 'O14508'})"
"frozenset({'P03915', 'IL6', 'P22694'})"
"frozenset({'P13667', 'IL6', 'Q15717'})"
"frozenset({'IL6', 'P38936', 'Q99832'})"
"frozenset({'Q15120', 'IL6', 'P09622'})"
"frozenset({'Q9Y4K3', 'IL6', 'P31939'})"
"frozenset({'P38159', 'IL6', 'Q96A72'})"
"frozenset({'Q8IVP5', 'O75385', 'IL6'})"
"frozenset({'Q71U36', 'IL6', 'Q15691'})"
"frozenset({'IL6', 'Q13330', 'P46379'})"
"frozenset({'P10275', 'O60880', 'IL6'})"
"frozenset({'O75914', 'P46734', 'IL6'})"
"frozenset({'IL6', 'Q9H4A9', 'P06756'})"
"frozenset({'IL6', 'Q15008', 'P25786'})"
"frozenset({'IL6', 'P05067', 'Q32NC0'})"
"frozenset({'Q8NH92', 'IL6', 'P62873'})"
"frozenset({'IL6', 'P28062', 'Q13200'})"
"frozenset({'Q9HBH7', 'P60484', 'IL6'})"
"frozenset({'Q96ES7', 'Q7RTX7', 'IL6'})"
"frozenset({'IL6', 'O60260', 'O00487'})"
"frozenset({'P30480', 'IL6', 'Q15691'})"
"frozenset({'IL6', 'P05067', 'P34897'})"
"frozenset({'P10275', 'IL6', 'P52788'})"
"frozenset({'IL6', 'Q9Y3M8', 'P68363'})"
"frozenset({'Q15427', 'IL6', 'Q14103'})"
"frozenset({'IL6', 'Q9BRX5', 'O14810'})"
"frozenset({'IL6', 'P46087', 'P61313'})"
"frozenset({'P02751', 'IL6', 'P25067'})"
"frozenset({'Q16795', 'Q9Y3E0', 'IL6'})"
"frozenset({'P62987', 'IL6', 'Q6P1J9'})"
"frozenset({'IL6', 'Q15560', 'O95995'})"
"frozenset({'IL6', 'Q16849', 'O75052'})"
"frozenset({'Q9NSA3', 'P60369', 'IL6'})"
"frozenset({'IL6', 'P29323', 'P20290'})"
"frozenset({'IL6', 'Q13405', 'Q969G5'})"
"frozenset({'P32121', 'Q6IF36', 'IL6'})"
"frozenset({'IL6', 'P16234', 'Q9Y264'})"
"frozenset({'Q92890', 'IL6', 'Q7Z6Z7'})"
"frozenset({'IL6', 'P27635', 'Q9BV73'})"
"frozenset({'P46937', 'IL6', 'Q8N2W9'})"
"frozenset({'Q00403', 'IL6', 'P40937'})"
"frozenset({'P07311', 'IL6', 'P05067'})"
"frozenset({'Q9NUQ3', 'Q8N0Z3', 'IL6'})"
"frozenset({'P63104', 'Q14980', 'IL6'})"
"frozenset({'IL6', 'P22102', 'Q92597'})"
"frozenset({'Q16082', 'IL6', 'O43776'})"
"frozenset({'P98082', 'IL6', 'P41236'})"
"frozenset({'IL6', 'Q8N239', 'Q9Y266'})"
"frozenset({'P32121', 'Q8NH69', 'IL6'})"
"frozenset({'IL6', 'Q9NX78', 'P11055'})"
"frozenset({'P07992', 'O76064', 'IL6'})"
"frozenset({'P10276', 'P46695', 'IL6'})"
"frozenset({'IL6', 'P07864', 'P16220'})"
"frozenset({'P43351', 'IL6', 'P63096'})"
"frozenset({'IL6', 'P60510', 'P04637'})"
"frozenset({'Q01844', 'P16402', 'IL6'})"
"frozenset({'P15923', 'IL6', 'Q15365'})"
"frozenset({'Q86V81', 'IL6', 'P43243'})"
"frozenset({'P49682', 'IL6', 'Q9UL17'})"
"frozenset({'IL6', 'Q5R372', 'P06400'})"
"frozenset({'IL6', 'Q6ZW49', 'P37231'})"
"frozenset({'P29317', 'IL6', 'P31371'})"
"frozenset({'O75044', 'IL6', 'Q86SQ0'})"
"frozenset({'IL6', 'O00471', 'Q96FV9'})"
"frozenset({'O15230', 'IL6', 'Q8TAX7'})"
"frozenset({'Q16816', 'IL6', 'P17612'})"
"frozenset({'P05412', 'IL6', 'Q16695'})"
"frozenset({'P11182', 'P35240', 'IL6'})"
"frozenset({'Q99496', 'P25490', 'IL6'})"
"frozenset({'IL6', 'Q96KM6', 'P52747'})"
"frozenset({'IL6', 'Q9BUN8', 'Q14697'})"
"frozenset({'IL6', 'P0DMV9', 'Q8TDR0'})"
"frozenset({'P63104', 'IL6', 'Q9BQE3'})"
"frozenset({'P02545', 'IL6', 'Q9H9E1'})"
"frozenset({'P32121', 'IL6', 'O43749'})"
"frozenset({'Q15646', 'Q6UXD5', 'IL6'})"
"frozenset({'IL6', 'Q8IU81', 'Q15813'})"
"frozenset({'Q10570', 'IL6', 'Q15910'})"
"frozenset({'Q16658', 'P63092', 'IL6'})"
"frozenset({'Q7Z3Y8', 'IL6', 'P53367'})"
"frozenset({'Q92925', 'Q15291', 'IL6'})"
"frozenset({'IL6', 'P60900', 'Q15843'})"
"frozenset({'Q96J94', 'Q9HB71', 'IL6'})"
"frozenset({'Q3ZCQ8', 'O00221', 'IL6'})"
"frozenset({'Q15573', 'IL6', 'Q16778'})"
"frozenset({'P51784', 'Q92598', 'IL6'})"
"frozenset({'Q8WWY8', 'IL6', 'P35916'})"
"frozenset({'Q9UNL2', 'IL6', 'P07900'})"
"frozenset({'Q9P0J0', 'IL6', 'O00217'})"
"frozenset({'IL6', 'P42574', 'P10415'})"
"frozenset({'IL6', 'Q15699', 'Q96N76'})"
"frozenset({'IL6', 'Q9H2G9', 'Q9HAQ2'})"
"frozenset({'Q7Z5R6', 'IL6', 'O60861'})"
"frozenset({'Q8NHV4', 'IL6', 'Q9BQE3'})"
"frozenset({'Q9UKM9', 'O95758', 'IL6'})"
"frozenset({'Q8IYH5', 'IL6', 'Q01658'})"
"frozenset({'P49747', 'IL6', 'P13612'})"
"frozenset({'IL6', 'P07910', 'Q14839'})"
"frozenset({'Q147U1', 'IL6', 'Q93034'})"
"frozenset({'Q8WXF8', 'IL6', 'Q9Y5Q9'})"
"frozenset({'IL6', 'P10155', 'Q13315'})"
"frozenset({'P08238', 'IL6', 'O95817'})"
"frozenset({'IL6', 'Q8TD10', 'O60573'})"
"frozenset({'IL6', 'P01106', 'P53597'})"
"frozenset({'Q9Y2K5', 'O43610', 'IL6'})"
"frozenset({'Q9UBU9', 'IL6', 'Q9H765'})"
"frozenset({'P16104', 'Q9H0E9', 'IL6'})"
"frozenset({'Q9UGL9', 'Q9P2H0', 'IL6'})"
"frozenset({'O75164', 'IL6', 'P35249'})"
"frozenset({'Q14139', 'IL6', 'Q15717'})"
"frozenset({'IL6', 'P18428', 'P25788'})"
"frozenset({'Q8IYW5', 'P51965', 'IL6'})"
"frozenset({'P10275', 'IL6', 'Q04864'})"
"frozenset({'IL6', 'Q92540', 'Q9HC77'})"
"frozenset({'P20674', 'IL6', 'Q86UX7'})"
"frozenset({'P49662', 'IL6', 'P11172'})"
"frozenset({'Q15643', 'P62195', 'IL6'})"
"frozenset({'P16104', 'IL6', 'P15336'})"
"frozenset({'IL6', 'Q8IXZ2', 'P36941'})"
"frozenset({'P35626', 'IL6', 'P25025'})"
"frozenset({'IL6', 'Q9H0I2', 'Q63HR2'})"
"frozenset({'Q9HC24', 'IL6', 'O95139'})"
"frozenset({'P02771', 'IL6', 'P09429'})"
"frozenset({'P15374', 'Q92905', 'IL6'})"
"frozenset({'IL6', 'P49815', 'P14635'})"
"frozenset({'P36578', 'Q9UL18', 'IL6'})"
"frozenset({'Q6P2H3', 'Q13233', 'IL6'})"
"frozenset({'Q71UM5', 'IL6', 'Q9UKV8'})"
"frozenset({'IL6', 'Q7KZF4', 'Q16630'})"
"frozenset({'Q8N5N7', 'Q6P087', 'IL6'})"
"frozenset({'P53804', 'IL6', 'Q9Y243'})"
"frozenset({'IL6', 'P19419', 'Q8TCJ0'})"
"frozenset({'IL6', 'P21589', 'P17302'})"
"frozenset({'P26641', 'IL6', 'P46777'})"
"frozenset({'P49773', 'Q9UJU2', 'IL6'})"
"frozenset({'Q9NWF9', 'IL6', 'P13727'})"
"frozenset({'Q6P597', 'Q6PII3', 'IL6'})"
"frozenset({'P08621', 'IL6', 'Q6ZW49'})"
"frozenset({'IL6', 'P50454', 'Q8IWZ8'})"
"frozenset({'P40763', 'IL6', 'Q00653'})"
"frozenset({'P05412', 'IL6', 'P40616'})"
"frozenset({'IL6', 'P42702', 'P28482'})"
"frozenset({'P26196', 'Q9Y250', 'IL6'})"
"frozenset({'O15211', 'IL6', 'P01112'})"
"frozenset({'Q8IZ83', 'Q6UX06', 'IL6'})"
"frozenset({'P01023', 'P00747', 'IL6'})"
"frozenset({'O75717', 'IL6', 'O14980'})"
"frozenset({'P62750', 'IL6', 'P14868'})"
"frozenset({'IL6', 'Q9BW85', 'O76099'})"
"frozenset({'IL6', 'Q96C74', 'Q99996'})"
"frozenset({'P02741', 'Q16777', 'IL6'})"
"frozenset({'Q9P2Y5', 'IL6', 'P0DP25'})"
"frozenset({'Q9UBB6', 'IL6', 'Q02809'})"
"frozenset({'IL6', 'P45983', 'O43379'})"
"frozenset({'IL6', 'O14686', 'Q9UBL3'})"
"frozenset({'P29459', 'P15260', 'IL6'})"
"frozenset({'P27348', 'Q9Y3C5', 'IL6'})"
"frozenset({'IL6', 'Q8N328', 'P31270'})"
"frozenset({'Q9H4Z2', 'IL6', 'P11802'})"
"frozenset({'Q9UKX5', 'Q01955', 'IL6'})"
"frozenset({'Q13617', 'IL6', 'P53985'})"
"frozenset({'Q9BXC9', 'Q15154', 'IL6'})"
