negatives
"frozenset({'Q96HT8', 'Q99757', 'BDNF'})"
"frozenset({'Q00610', 'Q01968', 'BDNF'})"
"frozenset({'Q9NX55', 'BDNF', 'Q5TDH0'})"
"frozenset({'P41182', 'Q9H165', 'BDNF'})"
"frozenset({'P63215', 'BDNF', 'P45984'})"
"frozenset({'Q13586', 'BDNF', 'O75396'})"
"frozenset({'BDNF', 'P18846', 'P43629'})"
"frozenset({'P49137', 'BDNF', 'O14980'})"
"frozenset({'P15880', 'Q7KZF4', 'BDNF'})"
"frozenset({'O75306', 'BDNF', 'Q6IQ23'})"
"frozenset({'O75069', 'BDNF', 'Q86YD1'})"
"frozenset({'Q9NYK5', 'BDNF', 'Q9Y2Z4'})"
"frozenset({'Q92805', 'Q01968', 'BDNF'})"
"frozenset({'O15417', 'BDNF', 'Q8WUU5'})"
"frozenset({'P06493', 'BDNF', 'P29374'})"
"frozenset({'Q9H8H0', 'O95292', 'BDNF'})"
"frozenset({'Q9NRV9', 'Q14019', 'BDNF'})"
"frozenset({'P49841', 'BDNF', 'Q9Y3F4'})"
"frozenset({'P15172', 'BDNF', 'P35398'})"
"frozenset({'P78347', 'BDNF', 'O43521'})"
"frozenset({'O43291', 'Q12834', 'BDNF'})"
"frozenset({'P46937', 'BDNF', 'Q9UKK9'})"
"frozenset({'Q9UJU2', 'P06400', 'BDNF'})"
"frozenset({'Q8IU60', 'P61221', 'BDNF'})"
"frozenset({'P61978', 'BDNF', 'O43172'})"
"frozenset({'Q9NPF5', 'BDNF', 'O60885'})"
"frozenset({'O75486', 'P04637', 'BDNF'})"
"frozenset({'Q13950', 'BDNF', 'Q13951'})"
"frozenset({'P08727', 'BDNF', 'O43790'})"
"frozenset({'Q9Y4K3', 'P18077', 'BDNF'})"
"frozenset({'Q9Y388', 'BDNF', 'P20226'})"
"frozenset({'P02751', 'P37268', 'BDNF'})"
"frozenset({'Q9P2P5', 'BDNF', 'Q8N8S7'})"
"frozenset({'Q9UL18', 'BDNF', 'O00148'})"
"frozenset({'P15954', 'BDNF', 'P43356'})"
"frozenset({'Q12933', 'BDNF', 'Q53FD0'})"
"frozenset({'BDNF', 'O60721', 'P62993'})"
"frozenset({'Q9NR61', 'P46531', 'BDNF'})"
"frozenset({'P07437', 'P68363', 'BDNF'})"
"frozenset({'Q92844', 'BDNF', 'Q05519'})"
"frozenset({'O75360', 'BDNF', 'Q96H20'})"
"frozenset({'P62805', 'BDNF', 'Q13620'})"
"frozenset({'Q99459', 'BDNF', 'O43143'})"
"frozenset({'Q13526', 'BDNF', 'Q14999'})"
"frozenset({'Q9Y4E5', 'P63279', 'BDNF'})"
"frozenset({'O00151', 'Q16659', 'BDNF'})"
"frozenset({'BDNF', 'Q5TCZ1', 'Q9BST9'})"
"frozenset({'O75800', 'BDNF', 'A8MQ03'})"
"frozenset({'BDNF', 'Q14257', 'P49736'})"
"frozenset({'Q99853', 'BDNF', 'Q12874'})"
"frozenset({'P09086', 'P05113', 'BDNF'})"
"frozenset({'Q13573', 'BDNF', 'Q9Y678'})"
"frozenset({'P30566', 'Q96K17', 'BDNF'})"
"frozenset({'P15172', 'BDNF', 'Q99750'})"
"frozenset({'O43242', 'BDNF', 'Q15018'})"
"frozenset({'Q96TC7', 'Q8IWL3', 'BDNF'})"
"frozenset({'P05067', 'BDNF', 'Q9UBQ0'})"
"frozenset({'Q96BZ8', 'Q15276', 'BDNF'})"
"frozenset({'Q99853', 'Q9H583', 'BDNF'})"
"frozenset({'P11309', 'P46527', 'BDNF'})"
"frozenset({'Q12849', 'BDNF', 'Q92552'})"
"frozenset({'Q96FQ6', 'Q16762', 'BDNF'})"
"frozenset({'BDNF', 'Q9ULD2', 'P63172'})"
"frozenset({'Q9NWX5', 'BDNF', 'P08238'})"
"frozenset({'P08708', 'BDNF', 'P49407'})"
"frozenset({'P09912', 'BDNF', 'P61218'})"
"frozenset({'P35240', 'BDNF', 'P61247'})"
"frozenset({'BDNF', 'Q92905', 'Q9UNS2'})"
"frozenset({'P10809', 'BDNF', 'P13612'})"
"frozenset({'P05412', 'P53621', 'BDNF'})"
"frozenset({'BDNF', 'P50552', 'Q15561'})"
"frozenset({'P02741', 'BDNF', 'P41159'})"
"frozenset({'Q9UIW2', 'BDNF', 'Q8WVQ1'})"
"frozenset({'BDNF', 'P41240', 'P23471'})"
"frozenset({'Q6S5L8', 'BDNF', 'P06241'})"
"frozenset({'BDNF', 'Q71F23', 'Q9HAU5'})"
"frozenset({'Q96FJ0', 'BDNF', 'P61088'})"
"frozenset({'Q9NVP1', 'BDNF', 'Q92905'})"
"frozenset({'Q16558', 'BDNF', 'P22694'})"
"frozenset({'Q14498', 'Q9Y383', 'BDNF'})"
"frozenset({'P78362', 'BDNF', 'Q9UGU5'})"
"frozenset({'P61077', 'BDNF', 'Q13049'})"
"frozenset({'P08754', 'Q04917', 'BDNF'})"
"frozenset({'P0C7P0', 'BDNF', 'O76031'})"
"frozenset({'O43683', 'Q9NXV6', 'BDNF'})"
"frozenset({'Q6PCD5', 'BDNF', 'Q96B02'})"
"frozenset({'A0AVT1', 'BDNF', 'P04629'})"
"frozenset({'Q8N752', 'BDNF', 'P19320'})"
"frozenset({'P35226', 'BDNF', 'Q7Z417'})"
"frozenset({'Q9NVI7', 'BDNF', 'Q9BUV8'})"
"frozenset({'P0DMV9', 'BDNF', 'O75460'})"
"frozenset({'P12109', 'P40337', 'BDNF'})"
"frozenset({'P31152', 'Q15418', 'BDNF'})"
"frozenset({'Q9BYM8', 'O14933', 'BDNF'})"
"frozenset({'Q9UH77', 'BDNF', 'Q15014'})"
"frozenset({'Q99459', 'BDNF', 'Q01860'})"
"frozenset({'BDNF', 'Q9BWH6', 'O14802'})"
"frozenset({'BDNF', 'Q5TCZ1', 'Q9UHB6'})"
"frozenset({'P04275', 'P23229', 'BDNF'})"
"frozenset({'Q96AQ6', 'Q92844', 'BDNF'})"
"frozenset({'P63220', 'P05067', 'BDNF'})"
"frozenset({'P54646', 'Q8HWS3', 'BDNF'})"
"frozenset({'P82914', 'Q96H96', 'BDNF'})"
"frozenset({'BDNF', 'Q05682', 'P27694'})"
"frozenset({'P0DML3', 'BDNF', 'P16871'})"
"frozenset({'Q5VZ89', 'BDNF', 'O14980'})"
"frozenset({'BDNF', 'P10746', 'Q2VPK5'})"
"frozenset({'Q15029', 'BDNF', 'Q96H20'})"
"frozenset({'Q96D46', 'BDNF', 'Q92185'})"
"frozenset({'P00533', 'BDNF', 'Q8WUM4'})"
"frozenset({'Q8IXS8', 'Q86TV6', 'BDNF'})"
"frozenset({'Q14204', 'BDNF', 'Q9HCC0'})"
"frozenset({'P00533', 'BDNF', 'P50225'})"
"frozenset({'O75251', 'BDNF', 'O95182'})"
"frozenset({'P53041', 'BDNF', 'Q9Y4P8'})"
"frozenset({'Q13114', 'BDNF', 'P36941'})"
"frozenset({'Q86X19', 'BDNF', 'Q9ULC3'})"
"frozenset({'P28331', 'Q13618', 'BDNF'})"
"frozenset({'O95292', 'BDNF', 'O95070'})"
"frozenset({'Q92504', 'Q6ZNC8', 'BDNF'})"
"frozenset({'BDNF', 'Q96RB7', 'P22612'})"
"frozenset({'Q05513', 'Q9BVJ6', 'BDNF'})"
"frozenset({'Q9UNQ2', 'BDNF', 'P35249'})"
"frozenset({'BDNF', 'Q96P70', 'P04844'})"
"frozenset({'Q12948', 'BDNF', 'Q9H6Z9'})"
"frozenset({'P39023', 'BDNF', 'P61981'})"
"frozenset({'P31152', 'P51812', 'BDNF'})"
"frozenset({'P04792', 'O14558', 'BDNF'})"
"frozenset({'Q9Y6Q5', 'BDNF', 'Q10567'})"
"frozenset({'BDNF', 'Q6GPH4', 'Q13490'})"
"frozenset({'Q9UBU9', 'Q12931', 'BDNF'})"
"frozenset({'P13639', 'P34947', 'BDNF'})"
"frozenset({'P36897', 'BDNF', 'Q9UKG1'})"
"frozenset({'Q96KQ7', 'BDNF', 'P25791'})"
"frozenset({'P07947', 'Q8N5S1', 'BDNF'})"
"frozenset({'BDNF', 'Q8WV37', 'O95273'})"
"frozenset({'Q9NYQ7', 'BDNF', 'P49759'})"
"frozenset({'Q13643', 'BDNF', 'Q86WG5'})"
"frozenset({'BDNF', 'Q8N2Z9', 'P27694'})"
"frozenset({'Q86X19', 'Q9Y287', 'BDNF'})"
"frozenset({'Q96HY7', 'BDNF', 'Q8IXN7'})"
"frozenset({'Q9P0J7', 'BDNF', 'O43915'})"
"frozenset({'Q96P20', 'BDNF', 'Q9ULZ3'})"
"frozenset({'P46778', 'BDNF', 'P62854'})"
"frozenset({'BDNF', 'O15111', 'Q13158'})"
"frozenset({'BDNF', 'P0C2W1', 'Q9NQ87'})"
"frozenset({'BDNF', 'Q8N205', 'O43760'})"
"frozenset({'Q9Y2D8', 'BDNF', 'Q9H3R5'})"
"frozenset({'P62266', 'BDNF', 'P62280'})"
"frozenset({'P01106', 'Q969G3', 'BDNF'})"
"frozenset({'A8K8V0', 'BDNF', 'O95273'})"
"frozenset({'Q5T9S5', 'Q96MT8', 'BDNF'})"
"frozenset({'BDNF', 'Q16790', 'P27540'})"
"frozenset({'Q9NY12', 'Q16637', 'BDNF'})"
"frozenset({'Q7Z6Z7', 'BDNF', 'Q14566'})"
"frozenset({'P16389', 'Q99519', 'BDNF'})"
"frozenset({'P21796', 'BDNF', 'P51970'})"
"frozenset({'P62277', 'Q9P127', 'BDNF'})"
"frozenset({'O60341', 'BDNF', 'Q12873'})"
"frozenset({'Q9UFG5', 'BDNF', 'Q96NL6'})"
"frozenset({'Q14738', 'BDNF', 'P32119'})"
"frozenset({'Q92841', 'BDNF', 'P09651'})"
"frozenset({'BDNF', 'P46063', 'P43246'})"
"frozenset({'P49589', 'BDNF', 'Q13492'})"
"frozenset({'Q9UGU0', 'Q16539', 'BDNF'})"
"frozenset({'Q96QZ7', 'BDNF', 'Q9HAU0'})"
"frozenset({'Q07955', 'P78362', 'BDNF'})"
"frozenset({'BDNF', 'Q13351', 'Q96GM5'})"
"frozenset({'O14979', 'Q13618', 'BDNF'})"
"frozenset({'BDNF', 'P45984', 'P11142'})"
"frozenset({'BDNF', 'Q9NZ20', 'P50148'})"
"frozenset({'Q9UJX2', 'BDNF', 'P40692'})"
"frozenset({'Q504Q3', 'BDNF', 'Q9Y6Y0'})"
"frozenset({'Q9NWB6', 'Q9Y6K9', 'BDNF'})"
"frozenset({'P62820', 'P13637', 'BDNF'})"
"frozenset({'Q00978', 'Q9UI08', 'BDNF'})"
"frozenset({'BDNF', 'Q13233', 'P33981'})"
"frozenset({'Q9UBN4', 'O00238', 'BDNF'})"
"frozenset({'P14784', 'P52333', 'BDNF'})"
"frozenset({'Q7Z4G1', 'Q9C0B0', 'BDNF'})"
"frozenset({'BDNF', 'P43355', 'O60333'})"
"frozenset({'Q969G2', 'BDNF', 'Q8N2Z9'})"
"frozenset({'Q15475', 'BDNF', 'Q04724'})"
"frozenset({'P57060', 'P11171', 'BDNF'})"
"frozenset({'P08048', 'BDNF', 'Q96C00'})"
"frozenset({'Q96MY7', 'BDNF', 'Q9UPG8'})"
"frozenset({'P62829', 'Q07020', 'BDNF'})"
"frozenset({'P31274', 'BDNF', 'Q06710'})"
"frozenset({'P43357', 'BDNF', 'Q9BQE9'})"
"frozenset({'BDNF', 'Q8NDX9', 'P19320'})"
"frozenset({'Q00994', 'Q7Z6G3', 'BDNF'})"
"frozenset({'Q86X55', 'BDNF', 'Q9UPQ9'})"
"frozenset({'P48431', 'BDNF', 'Q8WVM8'})"
"frozenset({'P14324', 'Q9NRA8', 'BDNF'})"
"frozenset({'BDNF', 'Q14790', 'O14763'})"
"frozenset({'BDNF', 'O15264', 'P61328'})"
"frozenset({'P06400', 'Q9NY61', 'BDNF'})"
"frozenset({'Q15477', 'Q96PF2', 'BDNF'})"
"frozenset({'P46379', 'BDNF', 'Q9NRX2'})"
"frozenset({'P35626', 'Q8NGP3', 'BDNF'})"
"frozenset({'P35626', 'BDNF', 'Q8NGD5'})"
"frozenset({'Q15075', 'O60784', 'BDNF'})"
"frozenset({'Q99853', 'BDNF', 'Q04637'})"
"frozenset({'O95400', 'BDNF', 'P46934'})"
"frozenset({'Q9UHV7', 'Q96G25', 'BDNF'})"
"frozenset({'P03372', 'Q13093', 'BDNF'})"
"frozenset({'P41227', 'BDNF', 'Q06323'})"
"frozenset({'Q96KR1', 'BDNF', 'Q96DB2'})"
"frozenset({'Q8TDF6', 'BDNF', 'P62070'})"
"frozenset({'Q9BXA6', 'BDNF', 'Q16543'})"
"frozenset({'BDNF', 'P51692', 'Q86WV1'})"
"frozenset({'Q96LY2', 'Q99460', 'BDNF'})"
"frozenset({'P22607', 'BDNF', 'P98077'})"
"frozenset({'Q96RT1', 'BDNF', 'P16144'})"
"frozenset({'Q8NHP6', 'BDNF', 'O95644'})"
"frozenset({'BDNF', 'Q92558', 'O75031'})"
"frozenset({'BDNF', 'Q96A08', 'P49736'})"
"frozenset({'Q8TCT1', 'BDNF', 'P17987'})"
"frozenset({'Q9Y5S2', 'BDNF', 'Q96LR2'})"
"frozenset({'P12883', 'BDNF', 'P78549'})"
"frozenset({'Q92731', 'BDNF', 'A0AV96'})"
"frozenset({'Q9P212', 'BDNF', 'Q16513'})"
"frozenset({'Q9NZJ5', 'Q6PK18', 'BDNF'})"
"frozenset({'BDNF', 'Q96L08', 'P01859'})"
"frozenset({'Q16394', 'BDNF', 'Q8N205'})"
"frozenset({'BDNF', 'Q9H496', 'Q9Y6I4'})"
"frozenset({'Q9NZC3', 'O14967', 'BDNF'})"
"frozenset({'Q8N3J5', 'BDNF', 'Q10713'})"
"frozenset({'Q13472', 'BDNF', 'Q9BSI4'})"
"frozenset({'Q96GG9', 'BDNF', 'Q14103'})"
"frozenset({'Q96P50', 'BDNF', 'Q8TBE7'})"
"frozenset({'Q15291', 'BDNF', 'Q9UBL3'})"
"frozenset({'BDNF', 'Q9BST9', 'O14980'})"
"frozenset({'P51665', 'BDNF', 'Q14318'})"
"frozenset({'P11021', 'BDNF', 'Q13620'})"
"frozenset({'Q9UNP9', 'BDNF', 'O75934'})"
"frozenset({'Q96D03', 'P25786', 'BDNF'})"
"frozenset({'Q14653', 'P01571', 'BDNF'})"
"frozenset({'BDNF', 'O75665', 'P36776'})"
"frozenset({'Q9NNZ3', 'P05067', 'BDNF'})"
"frozenset({'P05067', 'BDNF', 'Q6UW02'})"
"frozenset({'P0DML2', 'P40189', 'BDNF'})"
"frozenset({'P05067', 'BDNF', 'O15162'})"
"frozenset({'P62913', 'BDNF', 'Q5T7W0'})"
"frozenset({'O00560', 'BDNF', 'Q8WUM4'})"
"frozenset({'Q9Y6J9', 'Q96ES7', 'BDNF'})"
"frozenset({'Q9Y657', 'BDNF', 'Q9Y2W1'})"
"frozenset({'Q04917', 'BDNF', 'Q9UI47'})"
"frozenset({'P01270', 'BDNF', 'Q03431'})"
"frozenset({'BDNF', 'Q99614', 'Q96K21'})"
"frozenset({'P25440', 'BDNF', 'Q01094'})"
"frozenset({'Q14997', 'BDNF', 'Q15020'})"
"frozenset({'Q8TAE8', 'Q9Y6K9', 'BDNF'})"
"frozenset({'O94972', 'Q9UBZ4', 'BDNF'})"
"frozenset({'P09914', 'Q96GM8', 'BDNF'})"
"frozenset({'Q8NF64', 'BDNF', 'Q9BSF0'})"
"frozenset({'Q5W150', 'BDNF', 'O76011'})"
"frozenset({'BDNF', 'Q9UBU9', 'P33993'})"
"frozenset({'P40855', 'BDNF', 'Q10469'})"
"frozenset({'Q2NKX8', 'BDNF', 'Q5H9I0'})"
"frozenset({'Q96CS2', 'Q8IYX8', 'BDNF'})"
"frozenset({'O75306', 'O75251', 'BDNF'})"
"frozenset({'O95197', 'BDNF', 'P54709'})"
"frozenset({'Q5T619', 'P54257', 'BDNF'})"
"frozenset({'Q96KC8', 'BDNF', 'O95870'})"
"frozenset({'Q8NCN4', 'BDNF', 'P62807'})"
"frozenset({'Q6NYC8', 'BDNF', 'Q96H55'})"
"frozenset({'Q8NA54', 'Q8NHQ1', 'BDNF'})"
"frozenset({'BDNF', 'P49407', 'P11021'})"
"frozenset({'P35579', 'P49662', 'BDNF'})"
"frozenset({'P11388', 'BDNF', 'P49792'})"
"frozenset({'P24941', 'BDNF', 'P23511'})"
"frozenset({'Q9BSB4', 'BDNF', 'P17858'})"
"frozenset({'P30153', 'BDNF', 'Q8TCQ1'})"
"frozenset({'O95684', 'Q9H0B6', 'BDNF'})"
"frozenset({'BDNF', 'Q92841', 'Q9BY42'})"
"frozenset({'P14618', 'P55072', 'BDNF'})"
"frozenset({'Q9Y4K3', 'BDNF', 'O00206'})"
"frozenset({'P21675', 'Q15543', 'BDNF'})"
"frozenset({'Q15758', 'BDNF', 'Q14999'})"
"frozenset({'P53779', 'P30793', 'BDNF'})"
"frozenset({'Q00610', 'P17612', 'BDNF'})"
"frozenset({'O76064', 'BDNF', 'P51965'})"
"frozenset({'Q9Y2R5', 'Q92845', 'BDNF'})"
"frozenset({'Q92835', 'P43405', 'BDNF'})"
"frozenset({'Q9BV68', 'Q99816', 'BDNF'})"
"frozenset({'Q14008', 'BDNF', 'P04629'})"
"frozenset({'O15455', 'P00533', 'BDNF'})"
"frozenset({'Q9NXR1', 'Q96GX9', 'BDNF'})"
"frozenset({'Q13813', 'BDNF', 'Q13043'})"
"frozenset({'O75360', 'P17931', 'BDNF'})"
"frozenset({'Q96MY7', 'Q8N0S2', 'BDNF'})"
"frozenset({'P05067', 'BDNF', 'Q86W50'})"
"frozenset({'A2RUH7', 'Q9Y2H5', 'BDNF'})"
"frozenset({'Q15173', 'P28482', 'BDNF'})"
"frozenset({'Q2M1P5', 'BDNF', 'Q7L804'})"
"frozenset({'O14524', 'BDNF', 'O95274'})"
"frozenset({'Q14164', 'O75533', 'BDNF'})"
"frozenset({'BDNF', 'Q9BXJ5', 'Q05707'})"
"frozenset({'Q9UGU0', 'BDNF', 'Q93009'})"
"frozenset({'Q9BWG6', 'O14641', 'BDNF'})"
"frozenset({'Q16665', 'BDNF', 'P09601'})"
"frozenset({'P61106', 'BDNF', 'O00400'})"
"frozenset({'P22830', 'BDNF', 'Q9Y2K6'})"
"frozenset({'P10275', 'BDNF', 'Q03135'})"
"frozenset({'Q9BVG4', 'P68104', 'BDNF'})"
"frozenset({'BDNF', 'P09493', 'Q14249'})"
"frozenset({'Q9HBX8', 'Q13315', 'BDNF'})"
"frozenset({'Q8TDN6', 'BDNF', 'P61353'})"
"frozenset({'Q9UJM3', 'BDNF', 'P31785'})"
"frozenset({'O14965', 'BDNF', 'Q9UFF9'})"
"frozenset({'P08218', 'BDNF', 'Q9BYR8'})"
"frozenset({'P34949', 'P05067', 'BDNF'})"
"frozenset({'Q14839', 'BDNF', 'Q15717'})"
"frozenset({'P60709', 'Q01968', 'BDNF'})"
"frozenset({'Q71U36', 'BDNF', 'P16473'})"
"frozenset({'P48167', 'BDNF', 'Q6UX41'})"
"frozenset({'Q96D46', 'BDNF', 'P60891'})"
"frozenset({'P68366', 'BDNF', 'Q6P2Q9'})"
"frozenset({'Q9HC77', 'Q04917', 'BDNF'})"
"frozenset({'P50914', 'P04637', 'BDNF'})"
"frozenset({'BDNF', 'O95447', 'Q8IUH5'})"
"frozenset({'P60468', 'Q9UHC1', 'BDNF'})"
"frozenset({'P30086', 'BDNF', 'Q05655'})"
"frozenset({'Q9UBU8', 'Q8IVT5', 'BDNF'})"
"frozenset({'O60262', 'P47881', 'BDNF'})"
"frozenset({'Q96AT9', 'P51649', 'BDNF'})"
"frozenset({'Q9Y2U5', 'P62258', 'BDNF'})"
"frozenset({'Q9NY27', 'BDNF', 'P78318'})"
"frozenset({'P51116', 'BDNF', 'Q9BXS5'})"
"frozenset({'Q8NDV7', 'Q8N137', 'BDNF'})"
"frozenset({'Q9NRZ7', 'BDNF', 'Q969V3'})"
"frozenset({'BDNF', 'Q13286', 'Q14318'})"
"frozenset({'Q8NFH3', 'Q8N1F7', 'BDNF'})"
"frozenset({'P37108', 'Q9Y478', 'BDNF'})"
"frozenset({'Q9UGN5', 'Q96B96', 'BDNF'})"
"frozenset({'P53779', 'Q9Y4K3', 'BDNF'})"
"frozenset({'Q6BDS2', 'Q96EQ0', 'BDNF'})"
"frozenset({'P11142', 'BDNF', 'Q13573'})"
"frozenset({'P62979', 'Q14676', 'BDNF'})"
"frozenset({'Q8WZ92', 'BDNF', 'P22694'})"
"frozenset({'P28072', 'Q13200', 'BDNF'})"
"frozenset({'P16298', 'P50749', 'BDNF'})"
"frozenset({'Q9BUI4', 'P19388', 'BDNF'})"
"frozenset({'O43463', 'P29590', 'BDNF'})"
"frozenset({'P31751', 'P03372', 'BDNF'})"
"frozenset({'BDNF', 'Q6ZRS2', 'P82979'})"
"frozenset({'Q15788', 'BDNF', 'P38398'})"
"frozenset({'Q13753', 'BDNF', 'P16144'})"
"frozenset({'Q13363', 'P61968', 'BDNF'})"
"frozenset({'P55789', 'BDNF', 'P11802'})"
"frozenset({'P23469', 'BDNF', 'P06241'})"
"frozenset({'O00220', 'P25445', 'BDNF'})"
"frozenset({'Q7Z3S7', 'BDNF', 'Q9UQM7'})"
"frozenset({'Q96GG9', 'Q13625', 'BDNF'})"
"frozenset({'Q9UNX3', 'P46779', 'BDNF'})"
"frozenset({'Q15637', 'BDNF', 'P25440'})"
"frozenset({'P48556', 'P62195', 'BDNF'})"
"frozenset({'BDNF', 'P04629', 'Q9UPY3'})"
"frozenset({'P06576', 'Q9NS69', 'BDNF'})"
"frozenset({'P05067', 'Q8WYA0', 'BDNF'})"
"frozenset({'P33991', 'Q15459', 'BDNF'})"
"frozenset({'P17661', 'P02511', 'BDNF'})"
"frozenset({'P62633', 'BDNF', 'Q00577'})"
"frozenset({'Q9Y3C7', 'Q9ULK4', 'BDNF'})"
"frozenset({'O43684', 'BDNF', 'Q13573'})"
"frozenset({'Q99816', 'BDNF', 'Q86V21'})"
"frozenset({'O75530', 'P52597', 'BDNF'})"
"frozenset({'Q16512', 'BDNF', 'Q8NFY9'})"
"frozenset({'BDNF', 'O14980', 'P30304'})"
"frozenset({'P22061', 'BDNF', 'Q86V97'})"
"frozenset({'Q9UH73', 'Q8N5M1', 'BDNF'})"
"frozenset({'P11177', 'P68104', 'BDNF'})"
"frozenset({'Q15042', 'BDNF', 'Q06546'})"
"frozenset({'Q01167', 'BDNF', 'Q99583'})"
"frozenset({'O15212', 'BDNF', 'Q9UHV9'})"
"frozenset({'Q9Y6G3', 'BDNF', 'Q14197'})"
"frozenset({'Q11206', 'Q86XF0', 'BDNF'})"
"frozenset({'P05067', 'Q96H40', 'BDNF'})"
"frozenset({'P31152', 'BDNF', 'P05023'})"
"frozenset({'Q96RU3', 'Q15459', 'BDNF'})"
"frozenset({'P25787', 'BDNF', 'P55036'})"
"frozenset({'Q16637', 'P04792', 'BDNF'})"
"frozenset({'Q7RTP6', 'BDNF', 'P61006'})"
"frozenset({'Q8N5R6', 'Q9Y2I6', 'BDNF'})"
"frozenset({'P51170', 'BDNF', 'O75604'})"
"frozenset({'P48059', 'BDNF', 'Q8N806'})"
"frozenset({'Q9UNX3', 'BDNF', 'Q9NTK5'})"
"frozenset({'Q96CV9', 'BDNF', 'O75923'})"
"frozenset({'Q7Z6M1', 'BDNF', 'Q15942'})"
"frozenset({'Q9UKV0', 'P42166', 'BDNF'})"
"frozenset({'P62195', 'BDNF', 'P43686'})"
"frozenset({'Q13895', 'Q9H9Z2', 'BDNF'})"
"frozenset({'Q53S33', 'Q96GK7', 'BDNF'})"
"frozenset({'P17931', 'BDNF', 'P00519'})"
"frozenset({'Q8N5S1', 'BDNF', 'Q8WXW3'})"
"frozenset({'Q969G3', 'BDNF', 'P09429'})"
"frozenset({'P0C0L4', 'Q14807', 'BDNF'})"
"frozenset({'Q13315', 'BDNF', 'Q6ZU80'})"
"frozenset({'Q53EZ4', 'BDNF', 'Q9Y2D8'})"
"frozenset({'Q8TBB1', 'Q8N448', 'BDNF'})"
"frozenset({'Q13547', 'Q8N143', 'BDNF'})"
"frozenset({'P62979', 'BDNF', 'P60484'})"
"frozenset({'Q9Y5U2', 'Q9NW82', 'BDNF'})"
"frozenset({'Q15054', 'P25205', 'BDNF'})"
"frozenset({'P01584', 'BDNF', 'P20226'})"
"frozenset({'Q14164', 'BDNF', 'P07355'})"
"frozenset({'P23508', 'BDNF', 'P26640'})"
"frozenset({'BDNF', 'P60484', 'Q9BU70'})"
"frozenset({'P53350', 'Q06609', 'BDNF'})"
"frozenset({'Q32P28', 'P40337', 'BDNF'})"
"frozenset({'P07225', 'BDNF', 'P00451'})"
"frozenset({'P60370', 'BDNF', 'Q15973'})"
"frozenset({'Q08209', 'BDNF', 'Q9NP98'})"
"frozenset({'Q86X19', 'Q9H1N7', 'BDNF'})"
"frozenset({'O95931', 'BDNF', 'P68400'})"
"frozenset({'Q8TEH3', 'BDNF', 'O43896'})"
"frozenset({'Q7Z6Z7', 'Q15393', 'BDNF'})"
"frozenset({'Q9P2M7', 'BDNF', 'P21359'})"
"frozenset({'P04792', 'BDNF', 'P29401'})"
"frozenset({'Q9HAQ2', 'BDNF', 'O95678'})"
"frozenset({'P34931', 'O00221', 'BDNF'})"
"frozenset({'Q13285', 'Q96PN7', 'BDNF'})"
"frozenset({'P50222', 'Q5VX52', 'BDNF'})"
"frozenset({'P57740', 'P62826', 'BDNF'})"
"frozenset({'Q9BZF3', 'Q8IVT5', 'BDNF'})"
"frozenset({'P10144', 'BDNF', 'P05455'})"
"frozenset({'P04637', 'BDNF', 'P51946'})"
"frozenset({'Q9H944', 'BDNF', 'Q92558'})"
"frozenset({'Q07021', 'BDNF', 'P82675'})"
"frozenset({'O95477', 'BDNF', 'P21912'})"
"frozenset({'Q5TA81', 'BDNF', 'Q7Z3S9'})"
"frozenset({'Q99665', 'BDNF', 'Q9P0W0'})"
"frozenset({'Q9NR22', 'Q9NYF8', 'BDNF'})"
"frozenset({'BDNF', 'Q16829', 'O14980'})"
"frozenset({'Q13596', 'Q9Y333', 'BDNF'})"
"frozenset({'BDNF', 'P10721', 'Q63HR2'})"
"frozenset({'O95793', 'P11177', 'BDNF'})"
"frozenset({'P01889', 'BDNF', 'O96008'})"
"frozenset({'O14576', 'BDNF', 'Q5VYK3'})"
"frozenset({'Q99613', 'Q5T653', 'BDNF'})"
"frozenset({'P43250', 'BDNF', 'O00574'})"
"frozenset({'P25788', 'BDNF', 'P05121'})"
"frozenset({'Q9H706', 'O43639', 'BDNF'})"
"frozenset({'Q96C55', 'BDNF', 'P16220'})"
"frozenset({'Q9H9Z2', 'BDNF', 'Q8TDN6'})"
"frozenset({'Q07157', 'P13284', 'BDNF'})"
"frozenset({'Q9HB75', 'P49286', 'BDNF'})"
"frozenset({'Q9UH62', 'BDNF', 'Q9HCN4'})"
"frozenset({'P10914', 'BDNF', 'P0DMV8'})"
"frozenset({'P49411', 'Q8IVP5', 'BDNF'})"
"frozenset({'Q9H492', 'Q15393', 'BDNF'})"
"frozenset({'P54619', 'BDNF', 'Q13131'})"
"frozenset({'BDNF', 'P09936', 'Q49A88'})"
"frozenset({'P35226', 'BDNF', 'P60484'})"
"frozenset({'P47992', 'P32246', 'BDNF'})"
"frozenset({'Q92575', 'BDNF', 'Q9BZV1'})"
"frozenset({'Q9HCU5', 'BDNF', 'P08238'})"
"frozenset({'P24530', 'BDNF', 'P14138'})"
"frozenset({'O14981', 'BDNF', 'P04629'})"
"frozenset({'P51965', 'BDNF', 'P98170'})"
"frozenset({'Q9NT62', 'BDNF', 'Q9H492'})"
"frozenset({'BDNF', 'P25791', 'P23771'})"
"frozenset({'Q9ULK4', 'BDNF', 'Q8TB72'})"
"frozenset({'Q16637', 'P60709', 'BDNF'})"
